Inventory_ID,Base_ID,Equipment_ID,Quantity,Available,Reorder_Level,Inventory_Status,Inventory_Utilization
INV034762,B023,EQ03948,47,26,27,Low Stock,0.5531914893617021
INV034763,B027,EQ00698,68,45,16,Healthy,0.6617647058823529
INV034764,B015,EQ00601,64,51,30,Healthy,0.796875
INV034765,B028,EQ04826,25,17,18,Low Stock,0.68
INV034766,B005,EQ02343,19,8,8,Low Stock,0.42105263157894735
INV034767,B021,EQ04707,48,19,23,Low Stock,0.3958333333333333
INV034768,B003,EQ03714,75,26,10,Medium Stock,0.3466666666666667
INV034769,B027,EQ02665,67,48,12,Healthy,0.7164179104477612
INV034770,B012,EQ01309,80,11,28,Low Stock,0.1375
INV034771,B022,EQ03899,24,12,19,Low Stock,0.5
INV034772,B024,EQ00131,15,14,23,Low Stock,0.9333333333333333
INV034773,B010,EQ04242,91,37,7,Medium Stock,0.4065934065934066
INV034774,B028,EQ01373,64,58,15,Healthy,0.90625
INV034775,B005,EQ02425,57,49,9,Healthy,0.8596491228070176
INV034776,B014,EQ01712,52,24,28,Low Stock,0.46153846153846156
INV034777,B022,EQ02244,57,46,28,Healthy,0.8070175438596491
INV034778,B015,EQ03602,78,17,11,Medium Stock,0.21794871794871795
INV034779,B023,EQ01004,21,9,27,Low Stock,0.42857142857142855
INV034780,B029,EQ01635,70,57,17,Healthy,0.8142857142857143
INV034781,B030,EQ00480,92,51,13,Healthy,0.5543478260869565
INV034782,B024,EQ01601,85,3,18,Low Stock,0.03529411764705882
INV034783,B018,EQ03907,65,7,26,Low Stock,0.1076923076923077
INV034784,B023,EQ00621,81,81,12,Healthy,1.0
INV034785,B002,EQ01926,51,17,13,Medium Stock,0.3333333333333333
INV034786,B016,EQ04254,31,11,28,Low Stock,0.3548387096774194
INV034787,B024,EQ00416,13,7,10,Low Stock,0.5384615384615384
INV034788,B021,EQ00979,71,2,22,Low Stock,0.028169014084507043
INV034789,B002,EQ04435,59,47,24,Healthy,0.7966101694915254
INV034790,B006,EQ03930,33,11,5,Medium Stock,0.3333333333333333
INV034791,B005,EQ03420,78,56,22,Healthy,0.717948717948718
INV034792,B020,EQ01301,70,16,7,Medium Stock,0.22857142857142856
INV034793,B012,EQ02358,77,3,22,Low Stock,0.03896103896103896
INV034794,B018,EQ00336,78,40,12,Healthy,0.5128205128205128
INV034795,B030,EQ04574,67,13,20,Low Stock,0.19402985074626866
INV034796,B009,EQ04576,11,10,27,Low Stock,0.9090909090909091
INV034797,B012,EQ00341,53,45,6,Healthy,0.8490566037735849
INV034798,B009,EQ03371,33,10,24,Low Stock,0.30303030303030304
INV034799,B029,EQ03978,62,41,27,Healthy,0.6612903225806451
INV034800,B006,EQ02400,52,13,29,Low Stock,0.25
INV034801,B028,EQ00145,90,4,21,Low Stock,0.044444444444444446
INV034802,B021,EQ01087,87,38,16,Medium Stock,0.4367816091954023
INV034803,B011,EQ04606,65,59,5,Healthy,0.9076923076923077
INV034804,B005,EQ03211,77,24,25,Low Stock,0.3116883116883117
INV034805,B029,EQ02063,12,4,23,Low Stock,0.3333333333333333
INV034806,B003,EQ02738,97,33,17,Medium Stock,0.3402061855670103
INV034807,B020,EQ00689,23,16,14,Healthy,0.6956521739130435
INV034808,B008,EQ00424,21,21,26,Low Stock,1.0
INV034809,B019,EQ03535,72,30,5,Medium Stock,0.4166666666666667
INV034810,B004,EQ00642,36,19,12,Healthy,0.5277777777777778
INV034811,B026,EQ01625,88,69,27,Healthy,0.7840909090909091
INV034812,B006,EQ00930,73,8,11,Low Stock,0.1095890410958904
INV034813,B029,EQ02393,66,57,9,Healthy,0.8636363636363636
INV034814,B010,EQ04391,9,0,13,Low Stock,0.0
INV034815,B024,EQ04277,62,50,18,Healthy,0.8064516129032258
INV034816,B017,EQ04884,76,26,17,Medium Stock,0.34210526315789475
INV034817,B022,EQ02378,19,6,24,Low Stock,0.3157894736842105
INV034818,B027,EQ03811,32,1,26,Low Stock,0.03125
INV034819,B017,EQ01841,14,0,8,Low Stock,0.0
INV034820,B015,EQ02964,87,48,12,Healthy,0.5517241379310345
INV034821,B014,EQ01384,44,23,14,Healthy,0.5227272727272727
INV034822,B024,EQ04940,12,12,22,Low Stock,1.0
INV034823,B030,EQ04661,21,17,18,Low Stock,0.8095238095238095
INV034824,B012,EQ03275,68,5,24,Low Stock,0.07352941176470588
INV034825,B029,EQ04679,83,24,18,Medium Stock,0.2891566265060241
INV034826,B012,EQ01039,51,18,10,Medium Stock,0.35294117647058826
INV034827,B027,EQ03046,67,0,10,Low Stock,0.0
INV034828,B018,EQ04650,21,8,17,Low Stock,0.38095238095238093
INV034829,B003,EQ00605,67,13,25,Low Stock,0.19402985074626866
INV034830,B015,EQ04213,18,2,10,Low Stock,0.1111111111111111
INV034831,B027,EQ02581,45,31,11,Healthy,0.6888888888888889
INV034832,B016,EQ00610,18,0,26,Low Stock,0.0
INV034833,B023,EQ01407,98,89,7,Healthy,0.9081632653061225
INV034834,B023,EQ02781,8,0,27,Low Stock,0.0
INV034835,B019,EQ04609,78,37,6,Medium Stock,0.47435897435897434
INV034836,B022,EQ00951,40,31,5,Healthy,0.775
INV034837,B015,EQ00055,88,86,28,Healthy,0.9772727272727273
INV034838,B002,EQ03657,85,51,18,Healthy,0.6
INV034839,B013,EQ04344,33,30,21,Healthy,0.9090909090909091
INV034840,B019,EQ04868,81,80,15,Healthy,0.9876543209876543
INV034841,B007,EQ01155,94,61,25,Healthy,0.648936170212766
INV034842,B017,EQ00240,6,3,11,Low Stock,0.5
INV034843,B019,EQ04933,6,2,7,Low Stock,0.3333333333333333
INV034844,B002,EQ03490,52,48,8,Healthy,0.9230769230769231
INV034845,B007,EQ02994,8,1,27,Low Stock,0.125
INV034846,B003,EQ02404,11,2,17,Low Stock,0.18181818181818182
INV034847,B007,EQ01805,28,28,21,Healthy,1.0
INV034848,B022,EQ01714,81,23,16,Medium Stock,0.2839506172839506
INV034849,B027,EQ00964,19,11,30,Low Stock,0.5789473684210527
INV034850,B001,EQ03535,71,2,22,Low Stock,0.028169014084507043
INV034851,B009,EQ01646,13,10,23,Low Stock,0.7692307692307693
INV034852,B028,EQ02774,92,13,20,Low Stock,0.14130434782608695
INV034853,B017,EQ00781,63,56,9,Healthy,0.8888888888888888
INV034854,B003,EQ03513,56,30,11,Healthy,0.5357142857142857
INV034855,B001,EQ02044,31,28,11,Healthy,0.9032258064516129
INV034856,B009,EQ02983,74,55,6,Healthy,0.7432432432432432
INV034857,B013,EQ04703,94,72,20,Healthy,0.7659574468085106
INV034858,B007,EQ02012,52,6,21,Low Stock,0.11538461538461539
INV034859,B007,EQ03183,65,49,11,Healthy,0.7538461538461538
INV034860,B011,EQ03042,29,26,28,Low Stock,0.896551724137931
INV034861,B020,EQ03262,77,45,23,Healthy,0.5844155844155844
INV034862,B019,EQ02579,99,20,8,Medium Stock,0.20202020202020202
INV034863,B014,EQ04115,30,8,10,Low Stock,0.26666666666666666
INV034864,B023,EQ02003,69,4,11,Low Stock,0.057971014492753624
INV034865,B017,EQ00193,11,0,18,Low Stock,0.0
INV034866,B016,EQ03166,38,24,24,Low Stock,0.631578947368421
INV034867,B005,EQ00548,79,8,22,Low Stock,0.10126582278481013
INV034868,B027,EQ01635,81,39,12,Medium Stock,0.48148148148148145
INV034869,B008,EQ02203,7,1,23,Low Stock,0.14285714285714285
INV034870,B012,EQ00390,43,23,13,Healthy,0.5348837209302325
INV034871,B028,EQ03100,25,12,9,Medium Stock,0.48
INV034872,B002,EQ02956,8,6,13,Low Stock,0.75
INV034873,B014,EQ00566,84,53,10,Healthy,0.6309523809523809
INV034874,B010,EQ04629,92,15,23,Low Stock,0.16304347826086957
INV034875,B010,EQ04012,61,9,17,Low Stock,0.14754098360655737
INV034876,B003,EQ04548,70,56,6,Healthy,0.8
INV034877,B008,EQ02576,76,23,21,Medium Stock,0.3026315789473684
INV034878,B015,EQ00029,94,34,12,Medium Stock,0.3617021276595745
INV034879,B008,EQ02625,55,47,23,Healthy,0.8545454545454545
INV034880,B012,EQ04976,7,6,13,Low Stock,0.8571428571428571
INV034881,B022,EQ02813,37,2,13,Low Stock,0.05405405405405406
INV034882,B014,EQ02231,7,3,12,Low Stock,0.42857142857142855
INV034883,B010,EQ03511,52,49,26,Healthy,0.9423076923076923
INV034884,B006,EQ02363,37,4,10,Low Stock,0.10810810810810811
INV034885,B007,EQ01146,36,14,11,Medium Stock,0.3888888888888889
INV034886,B027,EQ02073,69,62,14,Healthy,0.8985507246376812
INV034887,B023,EQ04949,16,0,26,Low Stock,0.0
INV034888,B024,EQ03354,68,50,13,Healthy,0.7352941176470589
INV034889,B005,EQ01456,82,78,7,Healthy,0.9512195121951219
INV034890,B018,EQ00598,94,65,26,Healthy,0.6914893617021277
INV034891,B018,EQ04480,68,63,6,Healthy,0.9264705882352942
INV034892,B003,EQ01738,94,12,5,Medium Stock,0.1276595744680851
INV034893,B018,EQ02081,69,37,12,Healthy,0.5362318840579711
INV034894,B014,EQ01902,88,76,18,Healthy,0.8636363636363636
INV034895,B003,EQ04785,46,4,28,Low Stock,0.08695652173913043
INV034896,B020,EQ04620,14,10,12,Low Stock,0.7142857142857143
INV034897,B024,EQ00370,39,16,10,Medium Stock,0.41025641025641024
INV034898,B002,EQ01881,88,23,25,Low Stock,0.26136363636363635
INV034899,B002,EQ02746,45,11,9,Medium Stock,0.24444444444444444
INV034900,B020,EQ00669,73,0,30,Low Stock,0.0
INV034901,B014,EQ03118,21,2,12,Low Stock,0.09523809523809523
INV034902,B026,EQ02802,57,22,15,Medium Stock,0.38596491228070173
INV034903,B015,EQ02823,17,13,25,Low Stock,0.7647058823529411
INV034904,B017,EQ03323,93,81,22,Healthy,0.8709677419354839
INV034905,B023,EQ01669,20,7,14,Low Stock,0.35
INV034906,B028,EQ01131,50,0,19,Low Stock,0.0
INV034907,B009,EQ02772,73,12,10,Medium Stock,0.1643835616438356
INV034908,B009,EQ03831,87,83,19,Healthy,0.9540229885057471
INV034909,B009,EQ02995,92,17,12,Medium Stock,0.18478260869565216
INV034910,B007,EQ02308,50,26,23,Healthy,0.52
INV034911,B012,EQ01097,63,5,21,Low Stock,0.07936507936507936
INV034912,B029,EQ01164,19,19,18,Healthy,1.0
INV034913,B006,EQ03900,84,32,27,Medium Stock,0.38095238095238093
INV034914,B023,EQ03575,57,35,8,Healthy,0.6140350877192983
INV034915,B018,EQ03252,100,69,12,Healthy,0.69
INV034916,B022,EQ02103,64,19,28,Low Stock,0.296875
INV034917,B022,EQ02679,100,24,6,Medium Stock,0.24
INV034918,B018,EQ00289,32,28,14,Healthy,0.875
INV034919,B009,EQ01652,36,31,16,Healthy,0.8611111111111112
INV034920,B027,EQ02024,8,2,14,Low Stock,0.25
INV034921,B028,EQ04136,79,17,11,Medium Stock,0.21518987341772153
INV034922,B004,EQ04571,31,17,7,Healthy,0.5483870967741935
INV034923,B004,EQ01823,73,44,10,Healthy,0.6027397260273972
INV034924,B010,EQ01750,55,44,18,Healthy,0.8
INV034925,B003,EQ02594,22,10,10,Low Stock,0.45454545454545453
INV034926,B028,EQ03217,49,43,19,Healthy,0.8775510204081632
INV034927,B013,EQ03937,88,50,24,Healthy,0.5681818181818182
INV034928,B019,EQ04373,54,38,27,Healthy,0.7037037037037037
INV034929,B011,EQ00443,42,31,20,Healthy,0.7380952380952381
INV034930,B017,EQ02906,36,13,28,Low Stock,0.3611111111111111
INV034931,B014,EQ04274,91,20,28,Low Stock,0.21978021978021978
INV034932,B009,EQ01017,45,37,18,Healthy,0.8222222222222222
INV034933,B007,EQ02598,96,80,6,Healthy,0.8333333333333334
INV034934,B014,EQ01716,16,8,26,Low Stock,0.5
INV034935,B024,EQ02801,49,38,5,Healthy,0.7755102040816326
INV034936,B021,EQ04778,6,6,7,Low Stock,1.0
INV034937,B015,EQ04241,70,55,30,Healthy,0.7857142857142857
INV034938,B024,EQ03583,72,56,26,Healthy,0.7777777777777778
INV034939,B001,EQ03438,17,14,11,Healthy,0.8235294117647058
INV034940,B021,EQ03298,84,77,25,Healthy,0.9166666666666666
INV034941,B008,EQ01485,37,14,22,Low Stock,0.3783783783783784
INV034942,B024,EQ02409,66,25,12,Medium Stock,0.3787878787878788
INV034943,B021,EQ04241,22,7,14,Low Stock,0.3181818181818182
INV034944,B006,EQ01230,35,8,21,Low Stock,0.22857142857142856
INV034945,B024,EQ04080,51,17,14,Medium Stock,0.3333333333333333
INV034946,B001,EQ01106,66,52,30,Healthy,0.7878787878787878
INV034947,B005,EQ04158,8,6,25,Low Stock,0.75
INV034948,B003,EQ00157,38,33,16,Healthy,0.868421052631579
INV034949,B025,EQ03080,63,14,30,Low Stock,0.2222222222222222
INV034950,B019,EQ04784,85,28,21,Medium Stock,0.32941176470588235
INV034951,B029,EQ03101,34,32,16,Healthy,0.9411764705882353
INV034952,B021,EQ03950,24,20,22,Low Stock,0.8333333333333334
INV034953,B028,EQ03593,16,16,11,Healthy,1.0
INV034954,B004,EQ04176,17,3,14,Low Stock,0.17647058823529413
INV034955,B020,EQ00947,8,5,21,Low Stock,0.625
INV034956,B025,EQ04411,21,13,9,Healthy,0.6190476190476191
INV034957,B002,EQ00514,49,21,8,Medium Stock,0.42857142857142855
INV034958,B017,EQ03906,83,16,23,Low Stock,0.1927710843373494
INV034959,B030,EQ03993,42,42,20,Healthy,1.0
INV034960,B020,EQ02468,97,20,11,Medium Stock,0.20618556701030927
INV034961,B015,EQ04944,29,21,25,Low Stock,0.7241379310344828
INV034962,B025,EQ03469,85,58,26,Healthy,0.6823529411764706
INV034963,B001,EQ01112,55,45,22,Healthy,0.8181818181818182
INV034964,B005,EQ02991,84,15,30,Low Stock,0.17857142857142858
INV034965,B007,EQ00137,13,8,13,Low Stock,0.6153846153846154
INV034966,B010,EQ01466,14,3,27,Low Stock,0.21428571428571427
INV034967,B029,EQ04652,43,24,23,Healthy,0.5581395348837209
INV034968,B030,EQ01595,31,21,21,Low Stock,0.6774193548387096
INV034969,B024,EQ00898,56,38,24,Healthy,0.6785714285714286
INV034970,B020,EQ00841,24,12,10,Medium Stock,0.5
INV034971,B021,EQ02563,71,62,19,Healthy,0.8732394366197183
INV034972,B021,EQ01434,36,31,7,Healthy,0.8611111111111112
INV034973,B006,EQ00854,85,29,12,Medium Stock,0.3411764705882353
INV034974,B006,EQ02600,44,27,29,Low Stock,0.6136363636363636
INV034975,B013,EQ03341,51,30,5,Healthy,0.5882352941176471
INV034976,B026,EQ00930,87,32,19,Medium Stock,0.367816091954023
INV034977,B019,EQ02168,67,34,23,Healthy,0.5074626865671642
INV034978,B004,EQ00307,77,36,18,Medium Stock,0.4675324675324675
INV034979,B014,EQ00975,49,30,12,Healthy,0.6122448979591837
INV034980,B012,EQ00845,27,19,30,Low Stock,0.7037037037037037
INV034981,B021,EQ01369,73,71,9,Healthy,0.9726027397260274
INV034982,B004,EQ00336,46,8,24,Low Stock,0.17391304347826086
INV034983,B012,EQ02893,95,24,20,Medium Stock,0.25263157894736843
INV034984,B023,EQ01009,69,41,10,Healthy,0.5942028985507246
INV034985,B022,EQ03428,43,2,18,Low Stock,0.046511627906976744
INV034986,B029,EQ02091,30,28,29,Low Stock,0.9333333333333333
INV034987,B007,EQ04122,90,27,17,Medium Stock,0.3
INV034988,B006,EQ00880,77,9,16,Low Stock,0.11688311688311688
INV034989,B008,EQ04900,17,0,20,Low Stock,0.0
INV034990,B022,EQ04993,89,58,26,Healthy,0.651685393258427
INV034991,B026,EQ00714,63,4,5,Low Stock,0.06349206349206349
INV034992,B019,EQ00271,93,64,23,Healthy,0.6881720430107527
INV034993,B011,EQ00427,65,17,11,Medium Stock,0.26153846153846155
INV034994,B005,EQ01247,12,6,8,Low Stock,0.5
INV034995,B018,EQ04639,37,30,5,Healthy,0.8108108108108109
INV034996,B006,EQ03145,20,5,26,Low Stock,0.25
INV034997,B030,EQ00115,30,2,8,Low Stock,0.06666666666666667
INV034998,B004,EQ02670,80,7,26,Low Stock,0.0875
INV034999,B008,EQ04778,65,11,9,Medium Stock,0.16923076923076924
INV035000,B021,EQ03038,90,8,8,Low Stock,0.08888888888888889
INV035001,B018,EQ02271,91,27,23,Medium Stock,0.2967032967032967
INV035002,B016,EQ00454,14,3,24,Low Stock,0.21428571428571427
INV035003,B016,EQ02713,32,26,5,Healthy,0.8125
INV035004,B025,EQ04516,66,41,19,Healthy,0.6212121212121212
INV035005,B020,EQ03671,92,24,5,Medium Stock,0.2608695652173913
INV035006,B014,EQ01716,50,14,5,Medium Stock,0.28
INV035007,B003,EQ04387,76,5,25,Low Stock,0.06578947368421052
INV035008,B022,EQ01991,86,23,9,Medium Stock,0.26744186046511625
INV035009,B023,EQ01730,63,62,14,Healthy,0.9841269841269841
INV035010,B029,EQ03351,99,90,27,Healthy,0.9090909090909091
INV035011,B027,EQ02345,29,28,6,Healthy,0.9655172413793104
INV035012,B024,EQ00877,10,7,29,Low Stock,0.7
INV035013,B011,EQ03951,71,4,25,Low Stock,0.056338028169014086
INV035014,B002,EQ00181,98,8,11,Low Stock,0.08163265306122448
INV035015,B027,EQ03686,34,13,15,Low Stock,0.38235294117647056
INV035016,B001,EQ00155,83,74,5,Healthy,0.891566265060241
INV035017,B002,EQ03672,79,43,17,Healthy,0.5443037974683544
INV035018,B002,EQ02684,94,71,29,Healthy,0.7553191489361702
INV035019,B021,EQ04197,55,16,17,Low Stock,0.2909090909090909
INV035020,B023,EQ01988,24,6,13,Low Stock,0.25
INV035021,B026,EQ03967,35,6,14,Low Stock,0.17142857142857143
INV035022,B014,EQ01452,21,15,17,Low Stock,0.7142857142857143
INV035023,B002,EQ02388,26,11,10,Medium Stock,0.4230769230769231
INV035024,B004,EQ03715,43,38,27,Healthy,0.8837209302325582
INV035025,B016,EQ01027,79,44,5,Healthy,0.5569620253164557
INV035026,B018,EQ01277,27,20,27,Low Stock,0.7407407407407407
INV035027,B029,EQ03573,33,23,15,Healthy,0.696969696969697
INV035028,B013,EQ03364,16,12,30,Low Stock,0.75
INV035029,B017,EQ03195,75,1,25,Low Stock,0.013333333333333334
INV035030,B007,EQ00397,82,38,7,Medium Stock,0.4634146341463415
INV035031,B027,EQ00083,49,34,27,Healthy,0.6938775510204082
INV035032,B028,EQ03563,27,5,21,Low Stock,0.18518518518518517
INV035033,B015,EQ02664,23,17,5,Healthy,0.7391304347826086
INV035034,B029,EQ03405,61,14,17,Low Stock,0.22950819672131148
INV035035,B008,EQ01468,80,73,11,Healthy,0.9125
INV035036,B009,EQ01456,91,29,29,Low Stock,0.31868131868131866
INV035037,B003,EQ03522,77,58,7,Healthy,0.7532467532467533
INV035038,B030,EQ02927,16,13,6,Healthy,0.8125
INV035039,B026,EQ02507,18,13,25,Low Stock,0.7222222222222222
INV035040,B002,EQ03178,19,11,22,Low Stock,0.5789473684210527
INV035041,B024,EQ00576,98,6,25,Low Stock,0.061224489795918366
INV035042,B005,EQ04752,41,6,16,Low Stock,0.14634146341463414
INV035043,B002,EQ02396,47,8,27,Low Stock,0.1702127659574468
INV035044,B017,EQ03540,30,22,13,Healthy,0.7333333333333333
INV035045,B006,EQ01506,22,4,12,Low Stock,0.18181818181818182
INV035046,B018,EQ00350,18,13,23,Low Stock,0.7222222222222222
INV035047,B007,EQ04977,99,20,21,Low Stock,0.20202020202020202
INV035048,B011,EQ04961,38,18,17,Medium Stock,0.47368421052631576
INV035049,B008,EQ01937,80,19,16,Medium Stock,0.2375
INV035050,B022,EQ04315,32,29,18,Healthy,0.90625
INV035051,B017,EQ03836,37,29,6,Healthy,0.7837837837837838
INV035052,B022,EQ00138,86,26,17,Medium Stock,0.3023255813953488
INV035053,B025,EQ02061,89,74,27,Healthy,0.8314606741573034
INV035054,B028,EQ00334,100,2,14,Low Stock,0.02
INV035055,B008,EQ00810,85,27,25,Medium Stock,0.3176470588235294
INV035056,B028,EQ02554,45,8,18,Low Stock,0.17777777777777778
INV035057,B026,EQ02894,57,48,21,Healthy,0.8421052631578947
INV035058,B017,EQ01633,43,30,17,Healthy,0.6976744186046512
INV035059,B025,EQ02468,14,13,12,Healthy,0.9285714285714286
INV035060,B021,EQ00624,14,5,20,Low Stock,0.35714285714285715
INV035061,B005,EQ04932,24,14,7,Healthy,0.5833333333333334
INV035062,B022,EQ03875,63,20,22,Low Stock,0.31746031746031744
INV035063,B018,EQ01679,92,65,16,Healthy,0.7065217391304348
INV035064,B021,EQ00583,16,12,27,Low Stock,0.75
INV035065,B027,EQ04602,37,6,23,Low Stock,0.16216216216216217
INV035066,B028,EQ03382,70,37,22,Healthy,0.5285714285714286
INV035067,B004,EQ04049,37,9,19,Low Stock,0.24324324324324326
INV035068,B020,EQ00790,85,51,28,Healthy,0.6
INV035069,B013,EQ04395,69,18,21,Low Stock,0.2608695652173913
INV035070,B018,EQ01832,47,22,22,Low Stock,0.46808510638297873
INV035071,B029,EQ02218,81,8,21,Low Stock,0.09876543209876543
INV035072,B008,EQ01582,15,4,17,Low Stock,0.26666666666666666
INV035073,B018,EQ02591,87,25,15,Medium Stock,0.28735632183908044
INV035074,B029,EQ01881,88,11,7,Medium Stock,0.125
INV035075,B003,EQ02108,75,75,5,Healthy,1.0
INV035076,B029,EQ04979,64,60,12,Healthy,0.9375
INV035077,B021,EQ01217,48,26,22,Healthy,0.5416666666666666
INV035078,B029,EQ04359,69,17,13,Medium Stock,0.2463768115942029
INV035079,B013,EQ02052,35,35,16,Healthy,1.0
INV035080,B002,EQ01138,83,60,27,Healthy,0.7228915662650602
INV035081,B014,EQ01023,8,2,22,Low Stock,0.25
INV035082,B006,EQ01376,37,22,16,Healthy,0.5945945945945946
INV035083,B002,EQ00784,61,23,5,Medium Stock,0.3770491803278688
INV035084,B001,EQ01978,55,13,22,Low Stock,0.23636363636363636
INV035085,B024,EQ04441,84,52,6,Healthy,0.6190476190476191
INV035086,B007,EQ03026,99,78,8,Healthy,0.7878787878787878
INV035087,B018,EQ03198,37,14,8,Medium Stock,0.3783783783783784
INV035088,B004,EQ02812,14,1,30,Low Stock,0.07142857142857142
INV035089,B017,EQ01346,47,41,5,Healthy,0.8723404255319149
INV035090,B027,EQ03926,86,24,7,Medium Stock,0.27906976744186046
INV035091,B002,EQ04403,78,23,21,Medium Stock,0.2948717948717949
INV035092,B018,EQ04741,43,38,23,Healthy,0.8837209302325582
INV035093,B024,EQ02226,12,7,12,Low Stock,0.5833333333333334
INV035094,B006,EQ00050,32,21,16,Healthy,0.65625
INV035095,B022,EQ01381,90,80,8,Healthy,0.8888888888888888
INV035096,B013,EQ03945,56,5,7,Low Stock,0.08928571428571429
INV035097,B003,EQ04931,38,25,13,Healthy,0.6578947368421053
INV035098,B005,EQ02026,58,41,19,Healthy,0.7068965517241379
INV035099,B001,EQ00402,54,41,30,Healthy,0.7592592592592593
INV035100,B027,EQ01108,44,12,28,Low Stock,0.2727272727272727
INV035101,B010,EQ03450,29,4,19,Low Stock,0.13793103448275862
INV035102,B024,EQ02282,47,10,14,Low Stock,0.2127659574468085
INV035103,B002,EQ00566,74,49,29,Healthy,0.6621621621621622
INV035104,B028,EQ01653,52,18,22,Low Stock,0.34615384615384615
INV035105,B004,EQ01646,35,31,14,Healthy,0.8857142857142857
INV035106,B029,EQ01242,67,29,10,Medium Stock,0.43283582089552236
INV035107,B019,EQ03734,47,44,24,Healthy,0.9361702127659575
INV035108,B020,EQ03205,43,16,21,Low Stock,0.37209302325581395
INV035109,B019,EQ02875,42,5,6,Low Stock,0.11904761904761904
INV035110,B008,EQ04137,12,4,14,Low Stock,0.3333333333333333
INV035111,B026,EQ00340,65,45,25,Healthy,0.6923076923076923
INV035112,B013,EQ00208,71,23,18,Medium Stock,0.323943661971831
INV035113,B011,EQ03249,81,42,23,Healthy,0.5185185185185185
INV035114,B002,EQ00782,35,32,12,Healthy,0.9142857142857143
INV035115,B024,EQ04971,62,29,12,Medium Stock,0.46774193548387094
INV035116,B027,EQ04666,46,44,30,Healthy,0.9565217391304348
INV035117,B016,EQ03085,12,8,28,Low Stock,0.6666666666666666
INV035118,B005,EQ02090,28,2,30,Low Stock,0.07142857142857142
INV035119,B023,EQ01688,55,17,6,Medium Stock,0.3090909090909091
INV035120,B023,EQ00225,36,5,25,Low Stock,0.1388888888888889
INV035121,B021,EQ01966,12,3,9,Low Stock,0.25
INV035122,B022,EQ02133,81,51,9,Healthy,0.6296296296296297
INV035123,B001,EQ01008,8,2,17,Low Stock,0.25
INV035124,B010,EQ04662,98,19,25,Low Stock,0.19387755102040816
INV035125,B015,EQ04796,94,1,19,Low Stock,0.010638297872340425
INV035126,B017,EQ04114,51,31,21,Healthy,0.6078431372549019
INV035127,B022,EQ02436,38,1,21,Low Stock,0.02631578947368421
INV035128,B006,EQ00282,38,9,27,Low Stock,0.23684210526315788
INV035129,B009,EQ03285,66,24,5,Medium Stock,0.36363636363636365
INV035130,B013,EQ01861,29,18,22,Low Stock,0.6206896551724138
INV035131,B008,EQ02995,17,14,18,Low Stock,0.8235294117647058
INV035132,B016,EQ01119,44,37,17,Healthy,0.8409090909090909
INV035133,B009,EQ03068,99,20,26,Low Stock,0.20202020202020202
INV035134,B025,EQ01742,43,19,25,Low Stock,0.4418604651162791
INV035135,B009,EQ03175,83,33,23,Medium Stock,0.39759036144578314
INV035136,B023,EQ04077,46,42,16,Healthy,0.9130434782608695
INV035137,B028,EQ02519,15,13,5,Healthy,0.8666666666666667
INV035138,B030,EQ01198,24,1,11,Low Stock,0.041666666666666664
INV035139,B001,EQ04385,22,20,23,Low Stock,0.9090909090909091
INV035140,B021,EQ02108,86,6,29,Low Stock,0.06976744186046512
INV035141,B006,EQ04553,57,41,30,Healthy,0.7192982456140351
INV035142,B029,EQ00611,69,10,15,Low Stock,0.14492753623188406
INV035143,B016,EQ04317,19,6,20,Low Stock,0.3157894736842105
INV035144,B004,EQ02984,91,30,12,Medium Stock,0.32967032967032966
INV035145,B003,EQ04033,45,14,25,Low Stock,0.3111111111111111
INV035146,B024,EQ01999,39,29,24,Healthy,0.7435897435897436
INV035147,B005,EQ01243,51,10,6,Medium Stock,0.19607843137254902
INV035148,B016,EQ04174,48,32,13,Healthy,0.6666666666666666
INV035149,B024,EQ03452,98,64,26,Healthy,0.6530612244897959
INV035150,B024,EQ02619,10,3,13,Low Stock,0.3
INV035151,B026,EQ04863,10,5,6,Low Stock,0.5
INV035152,B019,EQ04784,69,39,20,Healthy,0.5652173913043478
INV035153,B015,EQ02665,65,42,27,Healthy,0.6461538461538462
INV035154,B018,EQ04885,99,96,26,Healthy,0.9696969696969697
INV035155,B012,EQ02393,44,28,26,Healthy,0.6363636363636364
INV035156,B011,EQ04409,60,23,24,Low Stock,0.38333333333333336
INV035157,B007,EQ04208,86,21,14,Medium Stock,0.2441860465116279
INV035158,B008,EQ00357,50,12,6,Medium Stock,0.24
INV035159,B010,EQ04085,67,32,28,Medium Stock,0.47761194029850745
INV035160,B003,EQ01768,86,7,20,Low Stock,0.08139534883720931
INV035161,B017,EQ04975,68,34,8,Medium Stock,0.5
INV035162,B025,EQ00504,86,12,17,Low Stock,0.13953488372093023
INV035163,B003,EQ01627,14,4,18,Low Stock,0.2857142857142857
INV035164,B016,EQ01307,8,2,13,Low Stock,0.25
INV035165,B025,EQ04967,80,20,16,Medium Stock,0.25
INV035166,B020,EQ03286,34,5,11,Low Stock,0.14705882352941177
INV035167,B024,EQ00222,93,80,12,Healthy,0.8602150537634409
INV035168,B024,EQ03051,88,40,16,Medium Stock,0.45454545454545453
INV035169,B012,EQ00565,84,48,12,Healthy,0.5714285714285714
INV035170,B026,EQ02530,68,27,7,Medium Stock,0.39705882352941174
INV035171,B009,EQ03528,27,11,26,Low Stock,0.4074074074074074
INV035172,B004,EQ01939,20,6,7,Low Stock,0.3
