Maintenance_ID,Equipment_ID,Base_ID,Maintenance_Date,Maintenance_Type,Downtime_Days,Maintenance_Cost_INR,Technician_Team,Failure,Cost_Per_Day
M032223,EQ03389,B006,2026-02-16,Inspection,2,68919.63,Team Charlie,No,34459.815
M032224,EQ00618,B003,2026-09-17,Emergency,4,105830.37,Team Charlie,No,26457.5925
M032225,EQ00672,B029,2025-07-19,Preventive,3,125940.65,Team Bravo,No,41980.21666666667
M032226,EQ03487,B015,2025-09-24,Emergency,5,201236.36,Team Charlie,No,40247.272
M032227,EQ00166,B007,2025-11-09,Emergency,14,497746.37,Team Charlie,Yes,35553.31214285714
M032228,EQ03359,B027,2026-01-17,Emergency,19,815766.5,Team Alpha,Yes,42935.07894736842
M032229,EQ01457,B009,2026-11-24,Preventive,11,510007.96,Team Bravo,Yes,46364.36
M032230,EQ04357,B019,2026-06-03,Corrective,18,551646.17,Team Charlie,Yes,30647.009444444448
M032231,EQ00595,B002,2025-05-11,Inspection,1,34840.39,Team Delta,No,34840.39
M032232,EQ02769,B015,2025-04-23,Emergency,13,510052.92,Team Charlie,Yes,39234.84
M032233,EQ01537,B014,2025-12-19,Inspection,6,132510.86,Team Charlie,No,22085.14333333333
M032234,EQ04002,B001,2026-05-29,Inspection,3,47447.81,Team Charlie,No,15815.936666666666
M032235,EQ02292,B003,2026-05-03,Emergency,4,144640.37,Team Echo,No,36160.0925
M032236,EQ02361,B019,2025-12-26,Preventive,3,45068.24,Team Bravo,No,15022.746666666666
M032237,EQ04206,B028,2025-05-14,Inspection,2,53592.02,Team Echo,No,26796.01
M032238,EQ00470,B018,2026-12-05,Emergency,18,841721.06,Team Bravo,Yes,46762.281111111115
M032239,EQ01318,B003,2025-10-04,Preventive,9,156237.13,Team Delta,Yes,17359.681111111113
M032240,EQ02806,B017,2026-07-27,Corrective,6,283304.08,Team Delta,No,47217.34666666667
M032241,EQ03256,B028,2026-09-06,Corrective,10,482016.4,Team Alpha,Yes,48201.64
M032242,EQ04303,B017,2026-06-16,Corrective,3,59927.17,Team Alpha,No,19975.72333333333
M032243,EQ03984,B020,2025-07-07,Corrective,12,196207.32,Team Delta,Yes,16350.61
M032244,EQ02867,B010,2025-11-08,Corrective,12,581273.21,Team Delta,Yes,48439.434166666666
M032245,EQ04302,B028,2025-06-19,Corrective,5,223999.8,Team Delta,No,44799.96
M032246,EQ02965,B029,2026-08-06,Preventive,0,0.0,Team Delta,No,0.0
M032247,EQ03201,B003,2026-06-02,Emergency,4,118142.88,Team Echo,No,29535.72
M032248,EQ03284,B028,2025-01-03,Inspection,3,147192.3,Team Echo,No,49064.1
M032249,EQ04209,B012,2026-11-27,Inspection,0,0.0,Team Echo,No,0.0
M032250,EQ02682,B017,2026-03-30,Corrective,1,26465.86,Team Charlie,No,26465.86
M032251,EQ02735,B021,2025-09-11,Inspection,7,149802.96,Team Charlie,No,21400.422857142858
M032252,EQ02221,B022,2025-05-17,Preventive,4,198596.34,Team Echo,No,49649.085
M032253,EQ03864,B029,2026-01-17,Inspection,7,330980.81,Team Charlie,No,47282.97285714286
M032254,EQ02219,B002,2025-11-08,Inspection,0,0.0,Team Delta,No,0.0
M032255,EQ00679,B026,2026-02-10,Inspection,7,199809.64,Team Echo,No,28544.234285714287
M032256,EQ04939,B023,2026-08-22,Emergency,0,0.0,Team Echo,No,0.0
M032257,EQ00644,B012,2026-09-17,Corrective,8,367673.28,Team Bravo,Yes,45959.16
M032258,EQ01105,B025,2025-11-01,Inspection,4,169512.08,Team Charlie,No,42378.02
M032259,EQ00423,B018,2026-05-21,Preventive,2,93073.35,Team Delta,No,46536.675
M032260,EQ03201,B005,2026-10-09,Preventive,3,99435.61,Team Bravo,No,33145.20333333333
M032261,EQ03845,B026,2026-10-21,Emergency,2,71139.27,Team Alpha,No,35569.635
M032262,EQ00729,B022,2026-12-23,Preventive,17,526763.05,Team Bravo,Yes,30986.061764705886
M032263,EQ03706,B019,2025-07-31,Emergency,12,184569.36,Team Delta,Yes,15380.779999999999
M032264,EQ02579,B008,2025-03-12,Preventive,8,162827.62,Team Charlie,Yes,20353.4525
M032265,EQ03655,B012,2026-08-03,Corrective,7,204830.02,Team Bravo,No,29261.431428571428
M032266,EQ04081,B030,2025-02-13,Emergency,2,43124.09,Team Delta,No,21562.045
M032267,EQ00452,B014,2025-03-05,Inspection,1,20222.39,Team Alpha,No,20222.39
M032268,EQ02096,B019,2026-05-06,Inspection,5,182092.93,Team Delta,No,36418.585999999996
M032269,EQ03492,B003,2026-04-21,Preventive,1,45493.21,Team Delta,No,45493.21
M032270,EQ03482,B003,2025-02-27,Inspection,8,389595.84,Team Alpha,Yes,48699.48
M032271,EQ02384,B019,2025-12-17,Inspection,9,445491.74,Team Echo,Yes,49499.08222222222
M032272,EQ02379,B002,2026-11-18,Inspection,5,126147.71,Team Echo,No,25229.542
M032273,EQ02701,B020,2025-12-29,Preventive,13,250402.05,Team Alpha,Yes,19261.696153846155
M032274,EQ02317,B015,2026-04-22,Preventive,18,425154.6,Team Bravo,Yes,23619.699999999997
M032275,EQ00570,B010,2026-04-09,Emergency,20,967085.97,Team Delta,Yes,48354.2985
M032276,EQ03469,B014,2026-08-08,Emergency,6,206815.24,Team Charlie,No,34469.206666666665
M032277,EQ02267,B007,2026-05-24,Inspection,0,0.0,Team Delta,No,0.0
M032278,EQ04694,B016,2026-10-24,Emergency,5,145804.83,Team Charlie,No,29160.965999999997
M032279,EQ01055,B006,2025-09-25,Inspection,1,42390.08,Team Delta,No,42390.08
M032280,EQ02677,B012,2026-04-12,Corrective,16,572072.84,Team Charlie,Yes,35754.5525
M032281,EQ01726,B014,2026-06-30,Corrective,6,135457.7,Team Delta,No,22576.283333333336
M032282,EQ00480,B026,2026-10-19,Corrective,13,494344.72,Team Delta,Yes,38026.516923076924
M032283,EQ02178,B022,2026-05-01,Preventive,2,81448.67,Team Alpha,No,40724.335
M032284,EQ00300,B013,2026-09-02,Preventive,0,0.0,Team Charlie,No,0.0
M032285,EQ02818,B026,2025-09-15,Emergency,1,26536.78,Team Delta,No,26536.78
M032286,EQ02802,B013,2025-10-13,Emergency,3,55778.68,Team Bravo,No,18592.893333333333
M032287,EQ00329,B027,2025-09-05,Corrective,6,227777.13,Team Delta,No,37962.855
M032288,EQ03209,B006,2025-05-18,Corrective,9,170113.56,Team Echo,Yes,18901.506666666668
M032289,EQ00529,B018,2026-12-15,Corrective,2,42013.09,Team Bravo,No,21006.545
M032290,EQ04178,B007,2026-02-18,Inspection,10,280382.36,Team Charlie,Yes,28038.235999999997
M032291,EQ03409,B010,2026-02-10,Inspection,2,63153.51,Team Echo,No,31576.755
M032292,EQ02078,B017,2025-07-15,Preventive,4,68847.65,Team Bravo,No,17211.9125
M032293,EQ01612,B012,2026-07-11,Preventive,11,178599.85,Team Bravo,Yes,16236.35
M032294,EQ03239,B002,2025-12-04,Corrective,19,772167.9,Team Alpha,Yes,40640.415789473685
M032295,EQ02000,B020,2025-04-26,Corrective,1,27260.53,Team Echo,No,27260.53
M032296,EQ04656,B002,2025-03-23,Corrective,5,192470.85,Team Delta,No,38494.17
M032297,EQ00971,B002,2025-10-18,Corrective,5,187760.28,Team Alpha,No,37552.056
M032298,EQ00973,B019,2025-07-09,Preventive,1,36054.36,Team Echo,No,36054.36
M032299,EQ00171,B027,2026-10-24,Emergency,15,424195.52,Team Echo,Yes,28279.701333333334
M032300,EQ01504,B015,2026-11-29,Corrective,6,181261.44,Team Delta,No,30210.24
M032301,EQ00990,B021,2026-09-25,Emergency,1,38052.66,Team Echo,No,38052.66
M032302,EQ01578,B012,2026-06-29,Corrective,4,139445.06,Team Echo,No,34861.265
M032303,EQ04613,B014,2026-11-01,Preventive,0,0.0,Team Alpha,No,0.0
M032304,EQ00036,B014,2026-07-02,Preventive,3,90324.01,Team Echo,No,30108.00333333333
M032305,EQ03052,B007,2026-09-07,Emergency,14,691652.64,Team Charlie,Yes,49403.76
M032306,EQ02016,B019,2025-01-05,Corrective,0,0.0,Team Echo,No,0.0
M032307,EQ03232,B007,2026-05-28,Corrective,0,0.0,Team Echo,No,0.0
M032308,EQ04028,B025,2026-02-21,Inspection,7,211582.4,Team Alpha,No,30226.057142857142
M032309,EQ01419,B008,2025-01-20,Inspection,16,319635.06,Team Alpha,Yes,19977.19125
M032310,EQ04406,B002,2025-12-27,Corrective,3,127252.08,Team Alpha,No,42417.36
M032311,EQ04913,B018,2026-04-30,Corrective,4,197578.35,Team Bravo,No,49394.5875
M032312,EQ02491,B007,2026-05-01,Corrective,18,735217.69,Team Delta,Yes,40845.42722222222
M032313,EQ03277,B028,2026-05-14,Emergency,20,982073.16,Team Bravo,Yes,49103.658
M032314,EQ00601,B027,2026-01-14,Inspection,2,65562.06,Team Echo,No,32781.03
M032315,EQ00945,B026,2026-12-17,Corrective,9,238510.36,Team Alpha,Yes,26501.15111111111
M032316,EQ03011,B028,2025-07-16,Preventive,6,269574.16,Team Bravo,No,44929.026666666665
M032317,EQ01852,B010,2025-03-13,Corrective,3,67622.72,Team Alpha,No,22540.906666666666
M032318,EQ03554,B001,2025-12-23,Inspection,2,72749.19,Team Delta,No,36374.595
M032319,EQ01118,B026,2026-07-07,Preventive,12,530978.86,Team Alpha,Yes,44248.238333333335
M032320,EQ04488,B011,2025-04-12,Inspection,19,879934.4,Team Echo,Yes,46312.336842105266
M032321,EQ02883,B028,2025-08-29,Inspection,2,42627.53,Team Alpha,No,21313.765
M032322,EQ03729,B016,2025-09-05,Preventive,7,206537.84,Team Bravo,No,29505.405714285713
M032323,EQ00786,B023,2025-04-12,Preventive,2,81826.88,Team Echo,No,40913.44
M032324,EQ03419,B024,2026-01-31,Corrective,1,41474.52,Team Echo,No,41474.52
M032325,EQ00804,B030,2026-05-23,Preventive,10,423579.76,Team Alpha,Yes,42357.976
M032326,EQ03288,B021,2025-02-06,Inspection,2,70516.5,Team Alpha,No,35258.25
M032327,EQ02082,B005,2026-05-06,Corrective,16,793857.06,Team Charlie,Yes,49616.06625
M032328,EQ02147,B018,2026-05-16,Preventive,19,298815.37,Team Charlie,Yes,15727.124736842105
M032329,EQ01160,B010,2025-02-07,Inspection,2,79800.03,Team Echo,No,39900.015
M032330,EQ00699,B026,2026-07-27,Inspection,3,134796.46,Team Bravo,No,44932.15333333333
M032331,EQ02083,B016,2025-11-16,Preventive,15,288851.11,Team Delta,Yes,19256.740666666665
M032332,EQ03476,B022,2026-07-19,Inspection,2,74134.3,Team Echo,No,37067.15
M032333,EQ04448,B022,2025-01-28,Preventive,6,108622.23,Team Alpha,No,18103.704999999998
M032334,EQ00890,B029,2025-02-16,Inspection,4,77769.29,Team Charlie,No,19442.3225
M032335,EQ01607,B001,2026-03-29,Corrective,8,123417.56,Team Delta,Yes,15427.195
M032336,EQ01321,B024,2026-12-27,Emergency,8,195398.47,Team Echo,Yes,24424.80875
M032337,EQ03470,B006,2025-12-24,Inspection,7,163340.58,Team Bravo,No,23334.36857142857
M032338,EQ00032,B018,2025-09-13,Emergency,1,37989.8,Team Delta,No,37989.8
M032339,EQ03312,B029,2026-01-22,Emergency,3,71539.4,Team Alpha,No,23846.466666666664
M032340,EQ03932,B005,2026-07-04,Inspection,12,489230.59,Team Charlie,Yes,40769.215833333335
M032341,EQ02789,B013,2026-09-08,Corrective,2,49375.06,Team Delta,No,24687.53
M032342,EQ03789,B007,2025-05-20,Inspection,3,65999.71,Team Alpha,No,21999.903333333335
M032343,EQ02833,B019,2026-04-11,Inspection,8,383952.77,Team Charlie,Yes,47994.09625
M032344,EQ03103,B023,2025-08-27,Corrective,2,53271.26,Team Bravo,No,26635.63
M032345,EQ02548,B023,2026-01-11,Inspection,0,0.0,Team Echo,No,0.0
M032346,EQ01999,B027,2025-12-12,Inspection,1,32851.55,Team Echo,No,32851.55
M032347,EQ01186,B009,2025-12-11,Corrective,16,390988.36,Team Alpha,Yes,24436.7725
M032348,EQ02690,B016,2026-02-09,Preventive,3,67974.19,Team Delta,No,22658.063333333335
M032349,EQ03744,B004,2025-02-15,Inspection,6,247421.79,Team Echo,No,41236.965000000004
M032350,EQ02632,B001,2025-07-13,Preventive,2,71119.12,Team Charlie,No,35559.56
M032351,EQ03404,B010,2025-01-10,Preventive,3,51287.79,Team Echo,No,17095.93
M032352,EQ03310,B014,2025-06-04,Corrective,0,0.0,Team Alpha,No,0.0
M032353,EQ02157,B014,2025-01-16,Emergency,3,144376.71,Team Bravo,No,48125.57
M032354,EQ00935,B022,2025-02-11,Emergency,9,311767.29,Team Bravo,Yes,34640.81
M032355,EQ02335,B027,2025-10-31,Corrective,1,42186.92,Team Delta,No,42186.92
M032356,EQ02072,B019,2025-09-21,Emergency,11,256109.36,Team Alpha,Yes,23282.66909090909
M032357,EQ04096,B009,2026-12-29,Inspection,3,70954.06,Team Alpha,No,23651.353333333333
M032358,EQ01437,B008,2025-01-26,Preventive,10,467803.68,Team Bravo,Yes,46780.368
M032359,EQ01954,B017,2026-11-26,Emergency,4,90428.38,Team Bravo,No,22607.095
M032360,EQ04316,B026,2026-03-08,Emergency,3,138147.66,Team Alpha,No,46049.22
M032361,EQ01375,B019,2026-02-13,Emergency,4,105592.22,Team Echo,No,26398.055
M032362,EQ04301,B006,2025-09-30,Corrective,3,103679.42,Team Echo,No,34559.806666666664
M032363,EQ04417,B012,2025-07-16,Preventive,1,28436.78,Team Delta,No,28436.78
M032364,EQ01177,B016,2026-09-27,Inspection,5,80697.48,Team Echo,No,16139.496
M032365,EQ02941,B007,2026-05-18,Inspection,0,0.0,Team Bravo,No,0.0
M032366,EQ04876,B010,2025-07-29,Corrective,0,0.0,Team Echo,No,0.0
M032367,EQ02894,B019,2025-08-13,Inspection,3,113440.07,Team Alpha,No,37813.35666666667
M032368,EQ02560,B014,2026-08-08,Emergency,17,483689.4,Team Echo,Yes,28452.317647058826
M032369,EQ02124,B009,2025-08-30,Emergency,3,47090.57,Team Echo,No,15696.856666666667
M032370,EQ02981,B001,2026-07-10,Emergency,16,776046.55,Team Alpha,Yes,48502.909375
M032371,EQ02355,B011,2026-06-25,Corrective,19,768750.93,Team Delta,Yes,40460.575263157894
M032372,EQ04329,B012,2026-12-24,Emergency,1,29823.46,Team Delta,No,29823.46
M032373,EQ01895,B022,2026-05-17,Emergency,3,89040.36,Team Charlie,No,29680.12
M032374,EQ04785,B014,2025-11-04,Inspection,4,153977.14,Team Echo,No,38494.285
M032375,EQ02041,B011,2026-03-15,Corrective,4,94625.55,Team Delta,No,23656.3875
M032376,EQ00370,B021,2025-07-25,Preventive,17,647616.91,Team Bravo,Yes,38095.11235294118
M032377,EQ03900,B004,2026-06-03,Preventive,12,365302.55,Team Bravo,Yes,30441.879166666666
M032378,EQ03486,B011,2025-05-18,Emergency,17,633312.96,Team Bravo,Yes,37253.70352941176
M032379,EQ02120,B025,2026-04-10,Inspection,0,0.0,Team Echo,No,0.0
M032380,EQ03374,B012,2026-05-01,Inspection,7,301458.74,Team Delta,No,43065.53428571428
M032381,EQ02983,B005,2026-01-23,Emergency,2,42703.21,Team Alpha,No,21351.605
M032382,EQ01976,B030,2025-11-02,Preventive,8,396902.32,Team Alpha,Yes,49612.79
M032383,EQ00732,B014,2026-04-05,Inspection,11,215528.09,Team Echo,Yes,19593.462727272727
M032384,EQ02530,B029,2025-04-15,Inspection,5,159001.3,Team Delta,No,31800.26
M032385,EQ01437,B022,2026-04-13,Inspection,10,379236.33,Team Delta,Yes,37923.633
M032386,EQ04486,B021,2026-08-28,Emergency,8,271417.63,Team Charlie,Yes,33927.20375
M032387,EQ02681,B003,2025-04-18,Corrective,4,192723.21,Team Charlie,No,48180.8025
M032388,EQ02540,B023,2025-11-18,Inspection,4,67715.05,Team Delta,No,16928.7625
M032389,EQ00572,B010,2025-11-13,Emergency,3,101915.22,Team Charlie,No,33971.74
M032390,EQ00017,B024,2026-09-15,Inspection,4,84492.24,Team Charlie,No,21123.06
M032391,EQ00719,B012,2025-11-06,Emergency,4,175505.86,Team Charlie,No,43876.465
M032392,EQ03755,B018,2026-12-08,Preventive,6,258651.34,Team Bravo,No,43108.556666666664
M032393,EQ01477,B004,2025-04-18,Preventive,3,99271.96,Team Echo,No,33090.653333333335
M032394,EQ03290,B014,2025-05-05,Corrective,5,165477.24,Team Alpha,No,33095.448
M032395,EQ01130,B022,2026-10-29,Preventive,19,805737.92,Team Echo,Yes,42407.25894736842
M032396,EQ01698,B025,2026-08-10,Corrective,0,0.0,Team Alpha,No,0.0
M032397,EQ00523,B014,2026-05-05,Emergency,4,157676.78,Team Charlie,No,39419.195
M032398,EQ00371,B003,2026-03-09,Inspection,4,181682.07,Team Alpha,No,45420.5175
M032399,EQ04889,B022,2026-12-10,Corrective,4,79252.02,Team Delta,No,19813.005
M032400,EQ03751,B005,2026-04-27,Corrective,7,344818.57,Team Alpha,No,49259.79571428571
M032401,EQ02728,B002,2026-01-17,Emergency,3,80424.45,Team Delta,No,26808.149999999998
M032402,EQ03069,B023,2026-05-10,Preventive,7,302393.62,Team Delta,No,43199.08857142857
M032403,EQ04236,B022,2026-04-13,Inspection,9,409535.38,Team Delta,Yes,45503.93111111111
M032404,EQ00567,B022,2025-11-20,Inspection,1,44688.2,Team Delta,No,44688.2
M032405,EQ02093,B014,2025-03-17,Inspection,4,82044.41,Team Echo,No,20511.1025
M032406,EQ03761,B007,2025-01-10,Preventive,8,182215.61,Team Charlie,Yes,22776.95125
M032407,EQ00893,B005,2025-05-28,Emergency,13,414785.65,Team Delta,Yes,31906.588461538464
M032408,EQ03980,B001,2026-07-19,Inspection,5,242841.74,Team Bravo,No,48568.348
M032409,EQ02639,B004,2026-05-26,Corrective,10,342874.44,Team Alpha,Yes,34287.444
M032410,EQ01536,B011,2025-09-02,Inspection,4,115138.27,Team Alpha,No,28784.5675
M032411,EQ04751,B009,2026-12-21,Preventive,4,181452.56,Team Charlie,No,45363.14
M032412,EQ00434,B013,2026-08-29,Inspection,3,72946.16,Team Echo,No,24315.38666666667
M032413,EQ03005,B028,2026-07-30,Preventive,6,290326.36,Team Bravo,No,48387.72666666666
M032414,EQ00851,B019,2026-12-20,Emergency,4,82495.39,Team Echo,No,20623.8475
M032415,EQ02959,B004,2025-04-23,Preventive,7,304464.61,Team Delta,No,43494.944285714286
M032416,EQ04543,B002,2025-05-25,Preventive,6,205474.51,Team Charlie,No,34245.75166666667
M032417,EQ01881,B025,2025-05-23,Inspection,5,112506.78,Team Alpha,No,22501.356
M032418,EQ00780,B015,2025-07-28,Emergency,0,0.0,Team Alpha,No,0.0
M032419,EQ01458,B006,2025-05-30,Corrective,8,292570.87,Team Bravo,Yes,36571.35875
M032420,EQ02711,B012,2026-04-21,Preventive,2,49892.62,Team Echo,No,24946.31
M032421,EQ01930,B025,2025-09-30,Preventive,0,0.0,Team Alpha,No,0.0
M032422,EQ01170,B008,2026-08-07,Emergency,0,0.0,Team Bravo,No,0.0
M032423,EQ02295,B013,2026-12-06,Emergency,2,68479.47,Team Charlie,No,34239.735
M032424,EQ00568,B006,2026-02-25,Emergency,2,45385.92,Team Bravo,No,22692.96
M032425,EQ01651,B025,2026-08-29,Emergency,0,0.0,Team Alpha,No,0.0
M032426,EQ02532,B010,2026-08-15,Preventive,9,348812.41,Team Bravo,Yes,38756.93444444444
M032427,EQ02147,B018,2025-09-30,Emergency,18,835326.17,Team Echo,Yes,46407.00944444445
M032428,EQ04465,B015,2026-11-13,Preventive,0,0.0,Team Delta,No,0.0
M032429,EQ02582,B008,2026-04-18,Emergency,16,731209.59,Team Charlie,Yes,45700.599375
M032430,EQ02040,B026,2026-12-13,Inspection,0,0.0,Team Charlie,No,0.0
M032431,EQ02704,B023,2026-10-31,Preventive,3,116270.14,Team Bravo,No,38756.71333333333
M032432,EQ04129,B011,2026-09-04,Preventive,1,17618.04,Team Charlie,No,17618.04
M032433,EQ03610,B011,2026-07-19,Emergency,4,151731.86,Team Delta,No,37932.965
M032434,EQ00375,B022,2026-08-19,Preventive,6,245252.69,Team Charlie,No,40875.448333333334
M032435,EQ00429,B030,2025-12-19,Corrective,6,269220.28,Team Alpha,No,44870.04666666667
M032436,EQ02424,B006,2025-04-25,Preventive,1,42719.06,Team Delta,No,42719.06
M032437,EQ00729,B021,2026-01-02,Preventive,13,513988.45,Team Charlie,Yes,39537.57307692308
M032438,EQ04100,B004,2025-12-24,Inspection,9,182966.54,Team Bravo,Yes,20329.615555555556
M032439,EQ00792,B006,2025-08-30,Preventive,5,120317.59,Team Bravo,No,24063.518
M032440,EQ04226,B023,2026-01-15,Inspection,18,635671.05,Team Echo,Yes,35315.058333333334
M032441,EQ02124,B003,2026-04-11,Corrective,4,176002.37,Team Echo,No,44000.5925
M032442,EQ03700,B001,2026-06-24,Inspection,1,28728.87,Team Alpha,No,28728.87
M032443,EQ02831,B010,2025-12-04,Emergency,6,171865.37,Team Alpha,No,28644.228333333333
M032444,EQ00382,B023,2025-07-07,Inspection,3,148167.96,Team Delta,No,49389.32
M032445,EQ04388,B016,2025-01-08,Corrective,13,451318.81,Team Bravo,Yes,34716.83153846154
M032446,EQ02289,B019,2026-09-27,Inspection,2,76087.13,Team Alpha,No,38043.565
M032447,EQ04111,B005,2026-06-27,Preventive,1,45220.55,Team Delta,No,45220.55
M032448,EQ02292,B002,2026-06-15,Emergency,2,80747.22,Team Echo,No,40373.61
M032449,EQ00018,B002,2025-10-11,Preventive,3,78228.3,Team Echo,No,26076.100000000002
M032450,EQ03459,B025,2026-04-26,Emergency,3,49981.22,Team Alpha,No,16660.406666666666
M032451,EQ00684,B003,2025-07-25,Emergency,9,376318.5,Team Bravo,Yes,41813.166666666664
M032452,EQ02786,B013,2025-07-17,Preventive,3,127557.77,Team Bravo,No,42519.25666666667
M032453,EQ02335,B015,2025-09-12,Inspection,3,80610.35,Team Charlie,No,26870.11666666667
M032454,EQ04003,B018,2026-12-26,Inspection,9,251527.12,Team Delta,Yes,27947.457777777778
M032455,EQ04213,B012,2025-12-10,Emergency,6,170052.55,Team Charlie,No,28342.091666666664
M032456,EQ02186,B018,2026-07-28,Inspection,0,0.0,Team Bravo,No,0.0
M032457,EQ02889,B029,2026-12-23,Inspection,0,0.0,Team Charlie,No,0.0
M032458,EQ04761,B004,2026-01-04,Inspection,5,148988.33,Team Alpha,No,29797.665999999997
M032459,EQ03094,B011,2026-01-08,Inspection,18,328503.29,Team Bravo,Yes,18250.182777777776
M032460,EQ01470,B029,2026-03-25,Inspection,4,199278.34,Team Alpha,No,49819.585
M032461,EQ00001,B018,2025-07-19,Inspection,0,0.0,Team Alpha,No,0.0
M032462,EQ00533,B028,2025-04-02,Emergency,8,134168.5,Team Echo,Yes,16771.0625
M032463,EQ04758,B014,2026-03-11,Corrective,2,83629.44,Team Bravo,No,41814.72
M032464,EQ00925,B023,2025-09-04,Emergency,1,25678.55,Team Alpha,No,25678.55
M032465,EQ00450,B014,2026-01-02,Preventive,4,86084.0,Team Delta,No,21521.0
M032466,EQ02486,B011,2025-10-25,Emergency,10,285645.0,Team Bravo,Yes,28564.5
M032467,EQ01637,B013,2026-12-26,Corrective,4,128629.46,Team Delta,No,32157.365
M032468,EQ02287,B001,2025-07-24,Inspection,6,148206.88,Team Echo,No,24701.146666666667
M032469,EQ02763,B006,2026-08-29,Preventive,2,70508.64,Team Charlie,No,35254.32
M032470,EQ03298,B015,2026-03-23,Inspection,3,145119.81,Team Delta,No,48373.27
M032471,EQ02988,B029,2026-10-10,Preventive,18,305193.57,Team Alpha,Yes,16955.198333333334
M032472,EQ00707,B026,2026-06-22,Emergency,2,93310.77,Team Echo,No,46655.385
M032473,EQ01753,B017,2025-08-18,Preventive,1,15509.06,Team Bravo,No,15509.06
M032474,EQ00627,B005,2026-03-04,Emergency,4,182528.54,Team Alpha,No,45632.135
M032475,EQ03031,B022,2026-12-14,Emergency,5,119903.89,Team Alpha,No,23980.778
M032476,EQ01262,B020,2026-11-28,Inspection,8,242755.34,Team Bravo,Yes,30344.4175
M032477,EQ03595,B022,2025-04-28,Corrective,4,198487.41,Team Bravo,No,49621.8525
M032478,EQ03929,B027,2026-12-07,Preventive,6,287832.85,Team Bravo,No,47972.14166666666
M032479,EQ03296,B020,2025-06-06,Inspection,2,65706.81,Team Alpha,No,32853.405
M032480,EQ03876,B012,2025-07-27,Emergency,6,183324.66,Team Bravo,No,30554.11
M032481,EQ01512,B011,2026-12-27,Preventive,4,98173.88,Team Echo,No,24543.47
M032482,EQ01480,B029,2025-03-25,Inspection,4,142997.04,Team Alpha,No,35749.26
M032483,EQ03224,B019,2026-12-26,Emergency,0,0.0,Team Bravo,No,0.0
M032484,EQ00975,B012,2025-06-24,Corrective,3,102813.2,Team Alpha,No,34271.066666666666
M032485,EQ02651,B022,2026-06-17,Inspection,0,0.0,Team Alpha,No,0.0
M032486,EQ03844,B006,2025-10-23,Corrective,7,306905.83,Team Alpha,No,43843.69
M032487,EQ00911,B030,2026-02-24,Corrective,8,219639.33,Team Bravo,Yes,27454.91625
M032488,EQ04362,B017,2025-02-15,Corrective,1,44114.84,Team Charlie,No,44114.84
M032489,EQ00904,B006,2026-05-24,Preventive,6,155456.21,Team Alpha,No,25909.368333333332
M032490,EQ02899,B022,2026-02-10,Emergency,5,75704.28,Team Charlie,No,15140.856
M032491,EQ01844,B024,2025-08-31,Emergency,2,90676.7,Team Bravo,No,45338.35
M032492,EQ00341,B021,2025-04-15,Inspection,5,89863.34,Team Alpha,No,17972.667999999998
M032493,EQ04424,B008,2026-02-26,Preventive,1,34892.05,Team Bravo,No,34892.05
M032494,EQ00753,B002,2025-03-27,Emergency,8,253029.54,Team Bravo,Yes,31628.6925
M032495,EQ04648,B029,2026-03-09,Inspection,13,447854.37,Team Alpha,Yes,34450.336153846154
M032496,EQ02387,B012,2026-01-29,Corrective,6,130664.32,Team Alpha,No,21777.38666666667
M032497,EQ03928,B029,2026-09-19,Preventive,1,21331.8,Team Alpha,No,21331.8
M032498,EQ01577,B016,2026-03-19,Emergency,7,287638.13,Team Alpha,No,41091.16142857143
M032499,EQ03903,B011,2026-06-06,Corrective,17,658395.15,Team Delta,Yes,38729.126470588235
M032500,EQ01570,B021,2026-02-28,Inspection,17,321599.32,Team Echo,Yes,18917.60705882353
M032501,EQ00186,B020,2026-03-08,Corrective,18,526537.86,Team Alpha,Yes,29252.103333333333
M032502,EQ01419,B014,2026-04-29,Inspection,18,341959.45,Team Charlie,Yes,18997.747222222224
M032503,EQ00960,B015,2025-03-01,Inspection,0,0.0,Team Delta,No,0.0
M032504,EQ04118,B027,2026-08-31,Corrective,5,198655.35,Team Delta,No,39731.07
M032505,EQ02942,B026,2025-06-26,Emergency,4,196862.6,Team Charlie,No,49215.65
M032506,EQ04004,B011,2025-12-09,Inspection,7,348374.28,Team Alpha,No,49767.75428571429
M032507,EQ00603,B014,2026-08-14,Inspection,6,164321.47,Team Delta,No,27386.911666666667
M032508,EQ03681,B014,2025-01-14,Inspection,1,45310.74,Team Alpha,No,45310.74
M032509,EQ02058,B026,2026-08-04,Emergency,7,107634.45,Team Echo,No,15376.35
M032510,EQ02058,B025,2026-01-07,Preventive,4,142980.57,Team Delta,No,35745.1425
M032511,EQ02257,B025,2026-09-29,Emergency,3,138971.32,Team Delta,No,46323.77333333334
M032512,EQ03106,B005,2026-03-17,Emergency,8,298132.33,Team Bravo,Yes,37266.54125
M032513,EQ00298,B027,2025-04-02,Corrective,15,734885.22,Team Alpha,Yes,48992.348
M032514,EQ03249,B029,2025-02-23,Inspection,5,198643.65,Team Bravo,No,39728.729999999996
M032515,EQ01257,B022,2025-07-21,Preventive,9,330016.4,Team Delta,Yes,36668.48888888889
M032516,EQ02164,B020,2025-09-07,Emergency,4,87083.98,Team Echo,No,21770.995
