Fuel_ID,Date,Base_ID,Region,Vehicle_Type,Fuel_Consumed_Liters,Fuel_Cost_INR,Fuel_Cost_Per_Liter
F053385,2026-08-12,B024,East,Transport Vehicle,308.4,30495.87,98.8841439688716
F053386,2026-07-19,B008,East,Tank,725.74,72549.09,99.96567641304048
F053387,2026-03-07,B015,South,Transport Vehicle,195.69,18035.93,92.16582349634626
F053388,2025-11-02,B025,West,Jeep,83.78,7698.64,91.89114347099547
F053389,2026-05-07,B008,East,Transport Vehicle,208.86,19279.42,92.30786172555777
F053390,2025-11-08,B018,East,Transport Vehicle,295.43,28762.48,97.35802051247335
F053391,2026-06-14,B001,Central,Tank,801.5,79481.61,99.16607610729882
F053392,2025-01-09,B029,South,Generator,109.97,10981.35,99.85768846048923
F053393,2025-09-24,B011,Central,Jeep,114.31,10483.89,91.71454815851631
F053394,2025-05-31,B024,East,Helicopter,633.34,61900.22,97.73616067199292
F053395,2026-04-06,B004,East,Helicopter,612.42,55395.91,90.45411645602692
F053396,2026-10-10,B030,East,Jeep,52.68,4798.28,91.08352315869399
F053397,2026-12-19,B004,East,Transport Vehicle,192.63,17971.37,93.29476197892332
F053398,2026-01-17,B015,South,Helicopter,588.11,56903.54,96.75662716158541
F053399,2025-10-15,B005,East,Generator,115.58,11518.86,99.66136009690258
F053400,2025-04-23,B003,East,Generator,119.27,11223.65,94.10287582795338
F053401,2026-05-30,B002,North,Truck,242.02,23794.92,98.31799024873976
F053402,2026-02-06,B019,Central,Helicopter,641.71,59067.84,92.0475604244908
F053403,2025-05-24,B011,Central,Tank,501.83,50113.08,99.86066994799036
F053404,2026-03-11,B011,Central,Jeep,99.86,9435.41,94.48638093330663
F053405,2025-09-15,B022,Central,Transport Vehicle,236.65,22419.06,94.73509402070569
F053406,2026-12-04,B027,West,Tank,560.4,55052.13,98.23720556745182
F053407,2025-01-15,B023,North,Jeep,61.12,5688.68,93.07395287958116
F053408,2025-05-17,B003,East,Truck,440.44,40605.27,92.19251203342112
F053409,2025-01-10,B011,Central,Jeep,43.54,3992.54,91.69820854386771
F053410,2025-02-03,B021,South,Jeep,60.84,5645.3,92.78928336620645
F053411,2026-01-10,B017,East,Generator,172.06,16464.08,95.68801580843892
F053412,2025-05-13,B009,South,Jeep,64.36,6259.15,97.25217526413921
F053413,2025-04-27,B024,East,Jeep,113.97,10976.88,96.31376678073177
F053414,2026-02-25,B020,East,Tank,682.94,64181.55,93.97831434679473
F053415,2025-05-03,B009,South,Helicopter,532.06,47905.93,90.03858587377364
F053416,2026-10-18,B013,South,Helicopter,513.41,51179.43,99.68530024736566
F053417,2025-08-02,B006,West,Helicopter,691.43,65120.86,94.18286739076986
F053418,2025-08-05,B006,West,Helicopter,432.7,41849.88,96.71800323549803
F053419,2025-12-03,B014,Central,Helicopter,409.53,39065.75,95.39166849803433
F053420,2026-03-30,B010,North,Truck,206.54,19989.43,96.78236661179433
F053421,2025-02-11,B030,East,Transport Vehicle,255.74,24189.01,94.5843825760538
F053422,2025-06-06,B001,Central,Transport Vehicle,221.79,20214.5,91.14252220569007
F053423,2025-11-09,B006,West,Helicopter,444.74,40884.69,91.92941943607501
F053424,2025-10-15,B027,West,Transport Vehicle,336.59,32091.29,95.3423749962863
F053425,2025-06-26,B001,Central,Generator,128.28,12809.77,99.8578889928282
F053426,2025-10-08,B008,East,Jeep,116.42,11525.2,98.99673595602131
F053427,2026-09-16,B027,West,Truck,381.61,36230.48,94.94111789523336
F053428,2025-04-26,B007,Central,Transport Vehicle,293.35,26648.17,90.84087267768875
F053429,2026-04-30,B007,Central,Helicopter,678.42,61579.74,90.7693464225701
F053430,2026-11-18,B014,Central,Tank,703.97,69557.36,98.8072787192636
F053431,2026-03-10,B009,South,Truck,253.53,24511.68,96.68157614483493
F053432,2026-01-12,B006,West,Transport Vehicle,324.54,29936.15,92.2417883773957
F053433,2026-07-28,B020,East,Transport Vehicle,298.61,28619.57,95.84263755400019
F053434,2025-04-15,B002,North,Jeep,47.48,4372.03,92.08150800336983
F053435,2025-06-08,B030,East,Helicopter,416.13,38771.42,93.1714127796602
F053436,2025-09-24,B023,North,Transport Vehicle,292.47,29119.05,99.5625192327418
F053437,2026-10-19,B024,East,Truck,289.78,28426.13,98.09555524880946
F053438,2025-03-13,B002,North,Transport Vehicle,217.54,21447.07,98.58908706444792
F053439,2025-02-13,B024,East,Jeep,105.01,10215.27,97.2790210456147
F053440,2026-02-02,B021,South,Truck,249.16,23415.9,93.9793706855033
F053441,2025-10-03,B028,West,Tank,687.04,68503.86,99.70869236143457
F053442,2025-02-26,B014,Central,Jeep,66.43,6048.86,91.05614933012191
F053443,2026-12-16,B002,North,Generator,92.38,9052.01,97.9866854297467
F053444,2026-02-03,B015,South,Tank,871.16,86090.75,98.82312089627624
F053445,2026-08-31,B029,South,Transport Vehicle,304.1,29227.52,96.1115422558369
F053446,2026-02-27,B021,South,Tank,736.25,68223.06,92.66289983022071
F053447,2025-05-13,B008,East,Truck,370.0,35313.64,95.44227027027027
F053448,2026-02-25,B016,West,Generator,163.79,15805.85,96.50070211856647
F053449,2025-05-13,B019,Central,Helicopter,685.16,67833.55,99.00395528051843
F053450,2026-02-25,B009,South,Generator,139.2,12649.45,90.87248563218392
F053451,2025-10-04,B029,South,Generator,164.75,15465.71,93.87380880121395
F053452,2026-12-16,B013,South,Helicopter,698.63,68694.56,98.3275267308876
F053453,2026-09-08,B023,North,Helicopter,680.56,62497.28,91.83213823909722
F053454,2026-06-12,B023,North,Tank,654.04,59057.57,90.29657207510245
F053455,2026-06-10,B018,East,Helicopter,431.69,41312.75,95.70003938011072
F053456,2025-04-02,B012,South,Transport Vehicle,267.17,25521.74,95.52621926114459
F053457,2025-07-14,B027,West,Jeep,55.13,5119.95,92.87048793760202
F053458,2026-02-03,B007,Central,Transport Vehicle,203.79,18583.09,91.18744786299622
F053459,2025-01-15,B016,West,Transport Vehicle,194.7,17868.02,91.77205957883925
F053460,2026-03-29,B022,Central,Tank,639.87,62869.51,98.25356713082346
F053461,2025-07-01,B017,East,Tank,588.19,56171.62,95.49910743127221
F053462,2026-08-01,B014,Central,Generator,151.66,13759.41,90.72537254384808
F053463,2025-02-13,B028,West,Tank,660.48,60058.89,90.93218568313954
F053464,2025-01-26,B017,East,Truck,262.02,24737.59,94.41107549042059
F053465,2025-01-13,B025,West,Jeep,57.37,5506.09,95.97507408052991
F053466,2025-03-20,B016,West,Tank,845.21,77773.53,92.01681238982027
F053467,2026-06-19,B013,South,Helicopter,630.76,61214.23,97.048370220052
F053468,2026-07-28,B016,West,Jeep,41.76,3783.72,90.60632183908046
F053469,2026-08-18,B021,South,Truck,306.44,30330.78,98.97787495105078
F053470,2026-11-22,B020,East,Jeep,116.79,11321.19,96.93629591574621
F053471,2026-10-31,B022,Central,Helicopter,612.34,55920.76,91.32305581866284
F053472,2026-04-05,B005,East,Helicopter,466.45,45853.68,98.30352663736736
F053473,2026-10-02,B011,Central,Generator,137.24,13101.24,95.46225590206936
F053474,2025-10-20,B015,South,Truck,255.48,24403.29,95.51937529356506
F053475,2025-05-23,B010,North,Jeep,117.23,11296.47,96.36159686087178
F053476,2026-03-03,B025,West,Jeep,48.92,4765.49,97.41394112837284
F053477,2026-07-14,B005,East,Truck,381.43,35272.39,92.47408436672522
F053478,2025-07-05,B010,North,Truck,342.06,31683.52,92.62562123604046
F053479,2026-12-26,B025,West,Truck,362.53,33073.3,91.22913965740767
F053480,2025-01-20,B028,West,Generator,117.29,11099.93,94.63662716344105
F053481,2025-10-23,B011,Central,Truck,353.01,32929.21,93.28123849182742
F053482,2025-03-17,B008,East,Truck,426.35,39366.35,92.33341151635979
F053483,2026-03-19,B013,South,Jeep,115.91,10824.96,93.39107928565265
F053484,2026-08-05,B018,East,Truck,430.03,39953.62,92.90891333162804
F053485,2025-11-15,B028,West,Transport Vehicle,196.89,17782.68,90.31784245009905
F053486,2025-12-23,B025,West,Truck,406.03,36945.29,90.99152771962663
F053487,2026-04-30,B021,South,Jeep,93.61,8477.33,90.56008973400277
F053488,2025-02-24,B027,West,Tank,501.76,48820.14,97.29779177295919
F053489,2026-11-21,B003,East,Jeep,53.06,5013.18,94.48134187712024
F053490,2026-10-22,B023,North,Tank,729.67,67044.75,91.88365973659326
F053491,2026-08-06,B007,Central,Truck,294.6,27439.59,93.1418533604888
F053492,2026-06-11,B022,Central,Tank,560.04,55160.12,98.49317905863867
F053493,2025-12-10,B013,South,Generator,134.25,13138.51,97.86599627560521
F053494,2026-01-26,B013,South,Truck,408.11,36878.68,90.36455857489402
F053495,2026-08-06,B025,West,Generator,136.19,13603.36,99.88516043762391
F053496,2025-02-11,B002,North,Truck,267.27,25746.39,96.33101358177124
F053497,2025-10-19,B029,South,Helicopter,437.4,40421.77,92.41374028349337
F053498,2025-01-27,B001,Central,Tank,808.13,74246.02,91.87385692895946
F053499,2025-12-29,B003,East,Tank,857.5,78980.43,92.10545772594752
F053500,2025-02-08,B030,East,Truck,219.0,20858.61,95.24479452054794
F053501,2026-07-03,B011,Central,Jeep,47.24,4275.26,90.5008467400508
F053502,2026-04-30,B012,South,Generator,90.09,8991.66,99.8075258075258
F053503,2025-06-08,B011,Central,Generator,139.4,13791.47,98.93450502152079
F053504,2025-10-26,B016,West,Generator,134.95,13266.33,98.30552056317156
F053505,2025-04-19,B011,Central,Truck,295.76,26864.18,90.8310116310522
F053506,2025-12-25,B013,South,Jeep,59.85,5454.73,91.14001670843776
F053507,2026-06-26,B002,North,Transport Vehicle,330.49,30491.61,92.26182335320281
F053508,2026-02-25,B029,South,Truck,430.31,39615.66,92.06307080941647
F053509,2026-02-23,B001,Central,Truck,276.6,27207.1,98.36261749819232
F053510,2026-03-28,B024,East,Helicopter,515.76,47436.25,91.97349542422832
F053511,2025-11-20,B010,North,Truck,333.96,31499.49,94.3211462450593
F053512,2025-04-24,B011,Central,Truck,343.03,32964.38,96.097659096872
F053513,2026-05-21,B011,Central,Generator,86.91,8445.17,97.17144172132092
F053514,2025-04-05,B007,Central,Tank,707.29,65598.88,92.74679410142942
F053515,2025-11-03,B014,Central,Helicopter,698.67,68372.71,97.86123634906323
F053516,2026-11-27,B020,East,Tank,572.11,51600.0,90.19244550873084
F053517,2026-07-10,B014,Central,Helicopter,646.34,64550.55,99.8708883869171
F053518,2026-06-12,B004,East,Generator,135.76,12682.62,93.41941661756042
F053519,2025-09-09,B007,Central,Helicopter,413.98,37830.74,91.38301367215807
F053520,2025-04-12,B029,South,Truck,373.81,37237.39,99.61582087156577
F053521,2026-03-01,B007,Central,Truck,279.77,25608.31,91.53343818136328
F053522,2025-12-25,B005,East,Generator,106.7,10241.07,95.9800374882849
F053523,2026-06-08,B021,South,Tank,509.88,46548.07,91.29220600925709
F053524,2025-09-12,B009,South,Jeep,104.73,10386.69,99.17588083643655
F053525,2025-05-28,B008,East,Jeep,55.96,5224.62,93.36347390993566
F053526,2026-05-06,B001,Central,Helicopter,640.17,60881.89,95.1026914725776
F053527,2026-12-31,B024,East,Helicopter,524.84,51438.63,98.00821202652236
F053528,2025-08-21,B001,Central,Truck,233.26,22307.63,95.63418502958073
F053529,2026-09-11,B026,South,Generator,110.13,10768.12,97.77644601834197
F053530,2025-02-20,B004,East,Truck,365.33,34035.48,93.16366025237458
F053531,2025-09-18,B018,East,Generator,80.89,7935.03,98.09655087155396
F053532,2025-12-29,B018,East,Tank,580.19,56056.6,96.6176597321567
F053533,2025-09-23,B029,South,Transport Vehicle,259.79,24919.25,95.92074367758573
F053534,2025-01-09,B002,North,Truck,368.59,34577.81,93.81103665319189
F053535,2025-11-16,B019,Central,Generator,91.01,8800.7,96.70036259751676
F053536,2026-11-25,B015,South,Generator,81.0,7898.13,97.50777777777778
F053537,2026-10-11,B009,South,Helicopter,548.69,52738.44,96.11700595964935
F053538,2025-10-26,B027,West,Helicopter,459.11,42010.49,91.50419289494891
F053539,2026-05-01,B027,West,Jeep,89.54,8146.18,90.9781103417467
F053540,2025-08-02,B016,West,Transport Vehicle,348.81,33951.25,97.33450875834981
F053541,2025-06-13,B016,West,Transport Vehicle,204.83,19873.88,97.02621686276424
F053542,2026-12-10,B003,East,Generator,139.59,13168.01,94.33347661007235
F053543,2025-10-26,B022,Central,Transport Vehicle,187.44,18079.05,96.45246478873239
F053544,2026-02-12,B016,West,Helicopter,648.34,58619.0,90.41398031896844
F053545,2025-06-23,B020,East,Jeep,112.38,10610.9,94.41982559174231
F053546,2026-10-20,B018,East,Generator,98.7,9384.72,95.08328267477202
F053547,2025-06-26,B030,East,Jeep,47.72,4441.97,93.08403185247276
F053548,2025-06-11,B019,Central,Truck,360.09,35160.04,97.64236718598129
F053549,2026-02-14,B007,Central,Transport Vehicle,229.94,21844.26,94.99982604157606
F053550,2025-02-10,B009,South,Truck,417.05,39093.62,93.73844862726293
F053551,2025-08-03,B023,North,Helicopter,517.86,49435.07,95.46029815007917
F053552,2025-03-15,B027,West,Transport Vehicle,233.68,22023.45,94.24619137281753
F053553,2025-08-17,B008,East,Tank,879.49,85054.69,96.70910413989927
F053554,2025-03-07,B015,South,Truck,291.6,28722.22,98.49869684499313
F053555,2025-12-02,B011,Central,Truck,200.22,19969.74,99.73898711417442
F053556,2026-02-21,B028,West,Jeep,68.97,6797.84,98.56227345222561
F053557,2026-09-20,B001,Central,Jeep,48.6,4821.8,99.21399176954732
F053558,2025-12-08,B004,East,Transport Vehicle,212.43,19477.76,91.69025090618085
F053559,2025-08-20,B003,East,Tank,697.73,65358.52,93.67308271107734
F053560,2026-01-29,B002,North,Tank,687.69,62611.09,91.04551469412088
F053561,2025-10-02,B017,East,Truck,223.01,21133.09,94.76297027039146
F053562,2025-06-19,B019,Central,Tank,654.64,59736.26,91.25054992056704
F053563,2025-04-05,B010,North,Jeep,70.17,6363.76,90.69060852216047
F053564,2025-02-28,B004,East,Jeep,44.84,4189.02,93.42149866190901
F053565,2026-11-16,B014,Central,Transport Vehicle,252.24,22834.69,90.52763241357437
F053566,2025-02-22,B004,East,Transport Vehicle,187.67,17147.34,91.36963819470347
F053567,2025-10-27,B016,West,Generator,128.34,12072.87,94.06942496493689
F053568,2026-04-24,B024,East,Tank,702.53,66175.36,94.19577811623704
F053569,2026-06-16,B024,East,Tank,825.37,77677.0,94.11173170820359
F053570,2025-12-19,B019,Central,Tank,800.59,72506.29,90.56607002335777
F053571,2025-05-01,B028,West,Helicopter,573.41,55531.09,96.84360230899357
F053572,2025-01-23,B001,Central,Helicopter,565.57,55997.41,99.01057340382269
F053573,2025-08-06,B008,East,Jeep,90.11,8989.1,99.75696371101986
F053574,2026-12-25,B004,East,Truck,378.6,35890.46,94.79783412572635
F053575,2025-05-17,B004,East,Tank,768.03,75754.74,98.63513144017813
F053576,2026-02-08,B015,South,Helicopter,621.24,59552.76,95.86111647672398
F053577,2025-02-28,B028,West,Helicopter,564.5,51642.33,91.48331266607617
F053578,2025-05-03,B029,South,Generator,134.18,12242.45,91.239007303622
F053579,2025-10-27,B021,South,Jeep,49.64,4737.8,95.44319097502014
F053580,2025-04-19,B029,South,Transport Vehicle,211.9,19767.41,93.28650306748466
F053581,2025-10-12,B018,East,Truck,276.92,27656.35,99.87126245847175
F053582,2026-01-29,B020,East,Generator,128.11,11715.27,91.44695964405588
F053583,2025-06-28,B013,South,Truck,306.05,27654.69,90.36003920927952
F053584,2025-07-24,B012,South,Tank,774.7,72177.98,93.16894281657414
F053585,2025-02-18,B030,East,Helicopter,601.75,54968.21,91.34725384295804
F053586,2026-08-27,B004,East,Tank,813.01,74083.08,91.12197881944871
F053587,2026-04-21,B029,South,Helicopter,569.33,54056.45,94.9474821281155
F053588,2026-06-20,B010,North,Jeep,72.16,6548.29,90.74681263858093
F053589,2026-05-11,B009,South,Generator,81.86,7424.68,90.699731248473
F053590,2026-06-04,B016,West,Helicopter,577.03,57074.2,98.91028196107655
F053591,2026-11-20,B006,West,Truck,292.7,28035.25,95.78151691151349
F053592,2026-04-17,B025,West,Generator,93.93,8673.6,92.34110507824975
F053593,2025-12-30,B006,West,Jeep,115.06,10686.25,92.87545628367808
F053594,2026-01-19,B021,South,Helicopter,618.48,59571.07,96.31850666149269
F053595,2026-09-25,B029,South,Helicopter,676.91,62908.06,92.93415668257228
F053596,2026-03-04,B020,East,Transport Vehicle,323.65,31839.32,98.37577630156034
F053597,2026-07-01,B022,Central,Generator,145.71,13983.63,95.96891085031912
F053598,2026-05-06,B005,East,Jeep,40.31,3751.08,93.05581741503349
F053599,2025-11-15,B019,Central,Truck,341.83,34053.9,99.62232688763422
F053600,2026-05-24,B001,Central,Generator,128.9,12723.12,98.70535298681149
F053601,2026-10-01,B013,South,Jeep,77.15,7038.75,91.23460790667531
F053602,2025-06-18,B029,South,Helicopter,569.03,54154.98,95.1706939880147
F053603,2026-12-04,B007,Central,Generator,152.0,14766.04,97.14500000000001
F053604,2025-10-26,B002,North,Tank,888.77,82932.53,93.31157667338006
F053605,2025-12-14,B003,East,Generator,139.78,13833.05,98.96301330662469
F053606,2025-10-25,B019,Central,Transport Vehicle,341.57,33345.27,97.62353251163744
F053607,2025-07-02,B020,East,Transport Vehicle,204.46,18687.46,91.39910006847305
F053608,2026-09-29,B009,South,Tank,709.41,66170.92,93.27598990710591
F053609,2025-08-12,B025,West,Transport Vehicle,206.98,18985.12,91.72441781814668
F053610,2026-05-11,B025,West,Transport Vehicle,321.59,29182.36,90.74399079573371
F053611,2026-04-09,B015,South,Jeep,51.71,4774.32,92.32875652678398
F053612,2025-09-15,B018,East,Tank,731.77,66982.21,91.53451221012068
F053613,2026-12-08,B016,West,Helicopter,501.49,45168.84,90.06927356477695
F053614,2025-07-21,B019,Central,Helicopter,574.83,56442.4,98.18972565802063
F053615,2025-10-13,B026,South,Jeep,88.03,8586.96,97.54583664659773
F053616,2026-03-14,B003,East,Generator,173.25,17308.29,99.90354978354979
F053617,2026-02-13,B017,East,Generator,124.9,11707.91,93.7382706164932
F053618,2025-02-07,B005,East,Generator,134.89,12186.48,90.34383571799245
F053619,2025-10-09,B026,South,Helicopter,557.5,51883.78,93.06507623318386
F053620,2025-01-13,B025,West,Truck,449.42,41436.01,92.1988563036803
F053621,2026-03-28,B023,North,Jeep,46.18,4444.48,96.24252923343438
F053622,2026-03-28,B022,Central,Tank,670.79,62188.35,92.70911909837655
F053623,2026-07-07,B024,East,Truck,372.89,34252.81,91.85767920834562
F053624,2025-11-03,B017,East,Truck,286.14,26841.88,93.80680785629413
F053625,2025-07-26,B009,South,Helicopter,456.99,44353.68,97.05612814284777
F053626,2025-03-15,B029,South,Truck,277.35,25488.62,91.90055886064538
F053627,2026-07-29,B020,East,Jeep,74.64,7157.34,95.89147909967846
F053628,2025-06-13,B002,North,Helicopter,649.78,64299.13,98.95523100126196
F053629,2025-03-27,B014,Central,Transport Vehicle,223.19,20844.2,93.3921770688651
F053630,2025-02-03,B015,South,Truck,435.93,40259.18,92.35239602688505
F053631,2025-10-18,B028,West,Generator,161.11,15423.84,95.73483955061758
F053632,2025-11-05,B030,East,Jeep,75.77,7228.25,95.39725485020458
F053633,2026-06-24,B021,South,Generator,177.1,17162.62,96.90920383963862
F053634,2026-07-23,B024,East,Tank,896.06,88851.57,99.15805861214652
F053635,2026-04-16,B014,Central,Jeep,68.48,6608.45,96.50189836448597
F053636,2025-05-06,B029,South,Jeep,104.73,10187.37,97.27270123173876
F053637,2025-11-09,B009,South,Tank,801.4,78262.48,97.65719990017469
F053638,2025-11-24,B027,West,Helicopter,448.79,41058.09,91.48619621649323
F053639,2026-05-18,B021,South,Transport Vehicle,254.73,23144.97,90.86079378165117
F053640,2026-10-13,B017,East,Helicopter,633.6,59029.3,93.16493055555556
F053641,2026-03-19,B021,South,Generator,113.25,10855.71,95.85615894039735
F053642,2026-11-28,B029,South,Transport Vehicle,325.88,32477.29,99.66027372038788
F053643,2025-07-06,B021,South,Transport Vehicle,318.03,30191.96,94.93431437285791
F053644,2025-05-29,B007,Central,Helicopter,517.14,51056.87,98.72929960939011
F053645,2025-09-28,B024,East,Jeep,58.43,5414.78,92.67123053226082
F053646,2025-02-20,B011,Central,Transport Vehicle,273.66,26851.73,98.12077029891104
F053647,2025-11-30,B018,East,Tank,657.66,60757.38,92.38418027552231
F053648,2025-05-28,B012,South,Tank,756.9,70011.67,92.49791253798388
F053649,2025-03-23,B028,West,Helicopter,645.4,61137.46,94.72801363495506
F053650,2026-05-09,B028,West,Transport Vehicle,291.82,29019.18,99.44205332054007
F053651,2025-01-23,B027,West,Helicopter,632.83,57787.27,91.31562978999098
F053652,2025-09-13,B001,Central,Generator,171.03,16633.26,97.25346430450797
F053653,2026-04-22,B012,South,Jeep,70.47,7003.4,99.38129700581807
F053654,2026-05-12,B017,East,Helicopter,494.59,46110.61,93.22996825653573
F053655,2025-08-09,B018,East,Transport Vehicle,275.8,27344.91,99.14760696156635
F053656,2025-02-15,B022,Central,Helicopter,485.19,43748.73,90.16824336857727
F053657,2026-02-28,B019,Central,Helicopter,559.83,54178.92,96.7774502974117
F053658,2026-12-02,B002,North,Jeep,119.05,10801.27,90.72885342293155
F053659,2026-10-30,B004,East,Transport Vehicle,231.92,21556.59,92.9483873749569
F053660,2026-10-22,B004,East,Helicopter,458.61,42205.57,92.02932775124833
F053661,2026-03-30,B025,West,Helicopter,610.58,56515.64,92.56058174195027
F053662,2026-09-04,B014,Central,Truck,337.83,33102.68,97.98620607998106
F053663,2025-09-09,B024,East,Tank,680.47,66012.0,97.0094199597337
F053664,2026-09-16,B003,East,Transport Vehicle,341.17,33684.25,98.7315707711698
F053665,2026-03-23,B009,South,Generator,159.2,14618.11,91.82229899497489
F053666,2026-01-28,B006,West,Generator,126.74,12283.92,96.92220293514282
F053667,2026-11-27,B006,West,Helicopter,506.69,49678.94,98.04602419625412
F053668,2025-07-18,B003,East,Helicopter,449.92,44213.32,98.26929231863441
F053669,2026-01-26,B021,South,Generator,174.73,17306.74,99.04847478967551
F053670,2026-09-16,B030,East,Tank,600.97,54837.39,91.24813218629882
F053671,2026-05-10,B005,East,Generator,153.2,13960.36,91.12506527415145
F053672,2026-12-09,B022,Central,Tank,841.69,78353.6,93.09080540341456
F053673,2026-02-21,B029,South,Jeep,59.19,5497.22,92.87413414428114
F053674,2025-12-17,B021,South,Jeep,95.29,8743.79,91.75978591667541
F053675,2025-11-01,B023,North,Generator,118.49,10976.21,92.6340619461558
F053676,2026-07-09,B026,South,Truck,303.7,27937.63,91.99087915706289
F053677,2026-06-11,B014,Central,Helicopter,441.56,39804.42,90.14498595887308
F053678,2025-04-29,B003,East,Jeep,43.97,4042.01,91.92654082328862
F053679,2025-12-06,B010,North,Generator,144.2,13123.5,91.00901525658809
F053680,2025-01-14,B013,South,Truck,306.66,30481.58,99.39861736124698
F053681,2026-09-05,B021,South,Helicopter,495.09,46351.19,93.62174554121474
F053682,2025-07-27,B008,East,Tank,645.06,63518.21,98.46868508355813
F053683,2026-01-19,B005,East,Jeep,49.62,4827.08,97.28093510681177
F053684,2025-03-26,B010,North,Helicopter,579.34,57258.46,98.83394897642144
F053685,2026-10-11,B008,East,Jeep,104.53,9856.38,94.29235626136037
F053686,2026-03-02,B028,West,Jeep,89.49,8565.02,95.70924125600627
F053687,2026-09-30,B013,South,Truck,397.09,38269.35,96.37449948374424
F053688,2026-12-16,B028,West,Tank,844.84,77465.07,91.69200085223238
F053689,2025-05-23,B003,East,Jeep,84.24,8127.01,96.47447768281103
F053690,2025-01-13,B014,Central,Truck,314.59,28468.04,90.4925140659271
F053691,2026-01-26,B018,East,Helicopter,499.05,49223.25,98.63390441839495
F053692,2026-06-01,B016,West,Truck,330.64,31259.03,94.54098112751028
F053693,2026-12-28,B004,East,Generator,170.17,15586.71,91.59493447728742
F053694,2025-10-22,B020,East,Transport Vehicle,321.17,30474.58,94.88613506865524
F053695,2025-11-09,B022,Central,Generator,171.36,16611.36,96.93837535014005
F053696,2026-09-12,B023,North,Tank,659.67,64761.78,98.17299558870344
F053697,2025-06-03,B030,East,Truck,303.52,28943.27,95.3586913547707
F053698,2025-04-01,B002,North,Jeep,89.94,8859.84,98.50833889259506
F053699,2025-07-09,B004,East,Generator,139.62,13471.72,96.4884687007592
F053700,2026-03-03,B020,East,Transport Vehicle,221.22,22044.44,99.64939878853629
F053701,2025-09-23,B005,East,Tank,604.13,55707.56,92.21121281843311
F053702,2025-02-16,B011,Central,Tank,516.09,47950.44,92.91100389466953
F053703,2026-05-11,B002,North,Tank,727.08,71862.46,98.83707432469605
F053704,2025-09-22,B001,Central,Transport Vehicle,242.37,22411.51,92.46816850270247
F053705,2026-01-06,B005,East,Truck,390.25,35613.14,91.25724535554131
F053706,2025-05-26,B013,South,Truck,441.16,43769.45,99.21445733974068
F053707,2025-10-17,B005,East,Jeep,66.56,5998.22,90.11748798076923
F053708,2026-12-16,B015,South,Tank,507.21,46461.34,91.60178229924489
F053709,2026-02-10,B018,East,Jeep,118.74,11196.94,94.29796193363653
F053710,2025-09-08,B027,West,Generator,103.65,10153.44,97.9589001447178
F053711,2026-03-16,B029,South,Jeep,42.47,4078.51,96.032728985166
F053712,2026-11-20,B013,South,Tank,722.65,65288.88,90.34647478032242
F053713,2026-02-18,B005,East,Transport Vehicle,332.46,30236.79,90.94865547735067
F053714,2026-04-12,B007,Central,Truck,405.14,39565.9,97.65982129634202
F053715,2026-10-05,B001,Central,Helicopter,692.43,64400.28,93.0061955721156
F053716,2026-11-06,B002,North,Helicopter,465.22,43984.31,94.5451829242079
F053717,2026-01-28,B007,Central,Tank,893.98,83323.8,93.20544083760264
F053718,2025-03-30,B030,East,Generator,97.7,9618.7,98.45138178096214
F053719,2025-09-10,B016,West,Tank,710.46,64380.32,90.61779692030515
F053720,2025-02-18,B003,East,Generator,150.44,14922.02,99.18917840999734
F053721,2026-11-29,B007,Central,Tank,546.64,51394.63,94.01915337333529
F053722,2025-05-24,B025,West,Tank,662.76,62540.48,94.3636912306114
F053723,2025-10-18,B016,West,Generator,177.85,17268.37,97.09513635085746
F053724,2026-02-19,B016,West,Tank,505.81,45659.66,90.27037820525494
F053725,2026-01-20,B028,West,Jeep,94.56,8659.85,91.5804780033841
F053726,2025-10-31,B016,West,Tank,530.7,50794.29,95.71187111362352
F053727,2026-12-21,B028,West,Generator,115.07,10901.83,94.74085339358652
F053728,2025-06-26,B023,North,Tank,609.19,59760.28,98.09793332129549
F053729,2025-11-12,B015,South,Jeep,48.45,4623.84,95.43529411764706
F053730,2026-01-29,B011,Central,Jeep,55.38,5044.22,91.0837847598411
F053731,2025-05-07,B021,South,Jeep,62.75,5963.98,95.04350597609562
F053732,2025-03-05,B001,Central,Truck,327.65,32024.67,97.74048527392034
F053733,2026-03-23,B008,East,Transport Vehicle,180.42,17367.13,96.25945017182131
F053734,2025-03-20,B017,East,Tank,626.7,62235.01,99.30590394127971
F053735,2026-11-03,B018,East,Helicopter,621.42,61767.53,99.3973962859258
F053736,2026-01-04,B017,East,Helicopter,422.85,39368.45,93.10263686886601
F053737,2026-12-02,B025,West,Tank,833.2,75885.89,91.0776404224676
F053738,2025-01-28,B002,North,Jeep,84.22,7900.46,93.80740916646877
F053739,2025-12-12,B015,South,Jeep,78.59,7422.97,94.45183865631759
F053740,2025-07-21,B007,Central,Jeep,117.0,11088.6,94.77435897435898
F053741,2026-04-07,B029,South,Jeep,116.44,11031.97,94.74381655788389
F053742,2026-01-06,B011,Central,Generator,109.0,10362.54,95.06917431192662
F053743,2025-12-23,B001,Central,Generator,95.43,9346.54,97.94131824373886
F053744,2025-10-10,B005,East,Helicopter,553.11,54653.66,98.81155647158793
F053745,2025-08-15,B005,East,Transport Vehicle,260.63,23844.17,91.48666692245712
F053746,2025-03-14,B006,West,Transport Vehicle,208.7,20077.21,96.20129372304744
