Equipment_ID,Supplier_ID,Equipment_Name,Category,Manufacturer,Purchase_Year,Expected_Life,Status,Equipment_Age
EQ02807,SUP0266,Communication System,Communication System,L&T Defence,2005,15,Maintenance,21
EQ02808,SUP0055,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2012,18,Out of Service,14
EQ02809,SUP0080,Armored Vehicle,Armored Vehicle,Mahindra Defence,2012,21,Operational,14
EQ02810,SUP0165,Tank,Tank,BEL,2020,16,Operational,6
EQ02811,SUP0202,Drone,Drone,Ashok Leyland Defence,2009,19,Maintenance,17
EQ02812,SUP0089,Tank,Tank,BEL,2007,18,Maintenance,19
EQ02813,SUP0065,Tank,Tank,BEL,2018,18,Operational,8
EQ02814,SUP0148,Truck,Truck,HAL,2006,25,Maintenance,20
EQ02815,SUP0080,Armored Vehicle,Armored Vehicle,BEL,2019,19,Operational,7
EQ02816,SUP0246,Drone,Drone,Mahindra Defence,2010,24,Maintenance,16
EQ02817,SUP0203,Tank,Tank,HAL,2025,25,Maintenance,1
EQ02818,SUP0150,Generator,Generator,Ashok Leyland Defence,2006,25,Operational,20
EQ02819,SUP0196,Tank,Tank,BEL,2018,29,Operational,8
EQ02820,SUP0242,Missile Launcher,Missile Launcher,Bharat Dynamics,2017,16,Maintenance,9
EQ02821,SUP0205,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2017,19,Operational,9
EQ02822,SUP0057,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2022,26,Maintenance,4
EQ02823,SUP0289,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2015,13,Operational,11
EQ02824,SUP0044,Radar,Radar,Ashok Leyland Defence,2016,23,Operational,10
EQ02825,SUP0066,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2020,26,Operational,6
EQ02826,SUP0122,Armored Vehicle,Armored Vehicle,Mahindra Defence,2021,21,Operational,5
EQ02827,SUP0244,Communication System,Communication System,Mahindra Defence,2019,10,Operational,7
EQ02828,SUP0237,Tank,Tank,Bharat Dynamics,2015,16,Operational,11
EQ02829,SUP0266,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2019,23,Operational,7
EQ02830,SUP0114,Drone,Drone,BEL,2014,27,Operational,12
EQ02831,SUP0222,Radar,Radar,Bharat Dynamics,2025,25,Operational,1
EQ02832,SUP0134,Radar,Radar,DRDO,2022,23,Operational,4
EQ02833,SUP0179,Communication System,Communication System,Ashok Leyland Defence,2010,29,Maintenance,16
EQ02834,SUP0104,Radar,Radar,Bharat Dynamics,2009,29,Maintenance,17
EQ02835,SUP0007,Radar,Radar,BEL,2017,16,Operational,9
EQ02836,SUP0098,Tank,Tank,Tata Advanced Systems,2010,16,Maintenance,16
EQ02837,SUP0189,Radar,Radar,BEL,2024,28,Operational,2
EQ02838,SUP0037,Drone,Drone,L&T Defence,2006,28,Maintenance,20
EQ02839,SUP0188,Radar,Radar,BEL,2010,10,Maintenance,16
EQ02840,SUP0100,Truck,Truck,L&T Defence,2006,28,Operational,20
EQ02841,SUP0203,Drone,Drone,Tata Advanced Systems,2023,26,Operational,3
EQ02842,SUP0162,Generator,Generator,BEL,2022,17,Operational,4
EQ02843,SUP0254,Generator,Generator,Bharat Dynamics,2018,17,Operational,8
EQ02844,SUP0276,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2016,10,Operational,10
EQ02845,SUP0023,Drone,Drone,Tata Advanced Systems,2019,12,Out of Service,7
EQ02846,SUP0270,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2007,21,Maintenance,19
EQ02847,SUP0217,Missile Launcher,Missile Launcher,DRDO,2016,11,Maintenance,10
EQ02848,SUP0165,Generator,Generator,Ashok Leyland Defence,2017,23,Operational,9
EQ02849,SUP0170,Drone,Drone,Mahindra Defence,2011,24,Operational,15
EQ02850,SUP0040,Drone,Drone,Bharat Dynamics,2007,21,Out of Service,19
EQ02851,SUP0065,Armored Vehicle,Armored Vehicle,L&T Defence,2019,14,Operational,7
EQ02852,SUP0282,Missile Launcher,Missile Launcher,L&T Defence,2016,22,Operational,10
EQ02853,SUP0062,Radar,Radar,Ashok Leyland Defence,2013,19,Operational,13
EQ02854,SUP0276,Radar,Radar,HAL,2016,25,Operational,10
EQ02855,SUP0229,Tank,Tank,DRDO,2019,26,Operational,7
EQ02856,SUP0023,Tank,Tank,HAL,2006,13,Operational,20
EQ02857,SUP0072,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2017,29,Operational,9
EQ02858,SUP0001,Generator,Generator,HAL,2013,22,Operational,13
EQ02859,SUP0087,Truck,Truck,Mahindra Defence,2024,23,Operational,2
EQ02860,SUP0017,Truck,Truck,Tata Advanced Systems,2021,26,Operational,5
EQ02861,SUP0289,Drone,Drone,Mahindra Defence,2017,26,Maintenance,9
EQ02862,SUP0119,Tank,Tank,DRDO,2013,14,Operational,13
EQ02863,SUP0125,Communication System,Communication System,Ashok Leyland Defence,2024,30,Operational,2
EQ02864,SUP0049,Generator,Generator,BEL,2014,22,Maintenance,12
EQ02865,SUP0180,Tank,Tank,Tata Advanced Systems,2014,23,Operational,12
EQ02866,SUP0078,Communication System,Communication System,L&T Defence,2011,15,Operational,15
EQ02867,SUP0123,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2007,28,Maintenance,19
EQ02868,SUP0224,Drone,Drone,L&T Defence,2024,20,Operational,2
EQ02869,SUP0068,Generator,Generator,Bharat Dynamics,2014,22,Operational,12
EQ02870,SUP0222,Tank,Tank,Tata Advanced Systems,2022,22,Operational,4
EQ02871,SUP0014,Armored Vehicle,Armored Vehicle,Tata Advanced Systems,2023,28,Operational,3
EQ02872,SUP0171,Armored Vehicle,Armored Vehicle,Tata Advanced Systems,2006,30,Operational,20
EQ02873,SUP0112,Generator,Generator,BEL,2024,11,Operational,2
EQ02874,SUP0272,Radar,Radar,Bharat Dynamics,2008,29,Out of Service,18
EQ02875,SUP0052,Tank,Tank,L&T Defence,2011,22,Operational,15
EQ02876,SUP0186,Armored Vehicle,Armored Vehicle,BEL,2017,23,Operational,9
EQ02877,SUP0214,Armored Vehicle,Armored Vehicle,Mahindra Defence,2010,14,Operational,16
EQ02878,SUP0091,Drone,Drone,L&T Defence,2019,16,Operational,7
EQ02879,SUP0137,Generator,Generator,L&T Defence,2008,30,Out of Service,18
EQ02880,SUP0251,Armored Vehicle,Armored Vehicle,L&T Defence,2020,15,Operational,6
EQ02881,SUP0050,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2007,29,Operational,19
EQ02882,SUP0089,Communication System,Communication System,Bharat Dynamics,2011,23,Operational,15
EQ02883,SUP0061,Armored Vehicle,Armored Vehicle,BEL,2007,23,Operational,19
EQ02884,SUP0253,Drone,Drone,L&T Defence,2008,13,Operational,18
EQ02885,SUP0286,Communication System,Communication System,Tata Advanced Systems,2011,16,Maintenance,15
EQ02886,SUP0211,Communication System,Communication System,Mahindra Defence,2017,19,Operational,9
EQ02887,SUP0223,Communication System,Communication System,Tata Advanced Systems,2008,26,Operational,18
EQ02888,SUP0093,Generator,Generator,DRDO,2022,14,Operational,4
EQ02889,SUP0124,Missile Launcher,Missile Launcher,Tata Advanced Systems,2010,14,Out of Service,16
EQ02890,SUP0023,Generator,Generator,DRDO,2016,21,Operational,10
EQ02891,SUP0197,Truck,Truck,BEL,2025,25,Operational,1
EQ02892,SUP0047,Missile Launcher,Missile Launcher,Mahindra Defence,2014,29,Operational,12
EQ02893,SUP0024,Truck,Truck,Mahindra Defence,2018,29,Operational,8
EQ02894,SUP0097,Truck,Truck,Bharat Dynamics,2006,24,Operational,20
EQ02895,SUP0277,Communication System,Communication System,HAL,2008,17,Operational,18
EQ02896,SUP0077,Drone,Drone,L&T Defence,2005,19,Operational,21
EQ02897,SUP0225,Radar,Radar,BEL,2014,27,Maintenance,12
EQ02898,SUP0299,Truck,Truck,Ashok Leyland Defence,2024,29,Operational,2
EQ02899,SUP0030,Drone,Drone,Ashok Leyland Defence,2009,30,Operational,17
EQ02900,SUP0147,Drone,Drone,L&T Defence,2017,23,Maintenance,9
EQ02901,SUP0106,Drone,Drone,DRDO,2016,28,Operational,10
EQ02902,SUP0118,Armored Vehicle,Armored Vehicle,L&T Defence,2019,17,Operational,7
EQ02903,SUP0231,Radar,Radar,Bharat Dynamics,2018,11,Operational,8
EQ02904,SUP0034,Radar,Radar,HAL,2025,22,Operational,1
EQ02905,SUP0263,Generator,Generator,Bharat Dynamics,2005,26,Out of Service,21
EQ02906,SUP0177,Missile Launcher,Missile Launcher,L&T Defence,2014,20,Operational,12
EQ02907,SUP0084,Generator,Generator,Ashok Leyland Defence,2006,25,Maintenance,20
EQ02908,SUP0260,Armored Vehicle,Armored Vehicle,DRDO,2011,24,Operational,15
EQ02909,SUP0195,Missile Launcher,Missile Launcher,Tata Advanced Systems,2019,25,Operational,7
EQ02910,SUP0150,Drone,Drone,DRDO,2009,27,Operational,17
EQ02911,SUP0233,Generator,Generator,Tata Advanced Systems,2020,30,Operational,6
EQ02912,SUP0285,Tank,Tank,L&T Defence,2008,27,Maintenance,18
EQ02913,SUP0039,Generator,Generator,BEL,2013,29,Operational,13
EQ02914,SUP0086,Armored Vehicle,Armored Vehicle,HAL,2016,18,Operational,10
EQ02915,SUP0277,Truck,Truck,Ashok Leyland Defence,2018,16,Operational,8
EQ02916,SUP0044,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2014,25,Operational,12
EQ02917,SUP0015,Armored Vehicle,Armored Vehicle,BEL,2010,23,Maintenance,16
EQ02918,SUP0134,Tank,Tank,Tata Advanced Systems,2024,20,Operational,2
EQ02919,SUP0171,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2023,13,Operational,3
EQ02920,SUP0113,Communication System,Communication System,HAL,2016,21,Operational,10
EQ02921,SUP0043,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2025,14,Out of Service,1
EQ02922,SUP0286,Armored Vehicle,Armored Vehicle,Mahindra Defence,2025,11,Operational,1
EQ02923,SUP0288,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2022,24,Maintenance,4
EQ02924,SUP0237,Generator,Generator,HAL,2022,29,Operational,4
EQ02925,SUP0267,Missile Launcher,Missile Launcher,BEL,2023,19,Operational,3
EQ02926,SUP0155,Communication System,Communication System,Mahindra Defence,2020,27,Operational,6
EQ02927,SUP0244,Drone,Drone,Tata Advanced Systems,2009,12,Operational,17
EQ02928,SUP0052,Radar,Radar,Bharat Dynamics,2008,19,Maintenance,18
EQ02929,SUP0100,Generator,Generator,DRDO,2018,11,Maintenance,8
EQ02930,SUP0257,Truck,Truck,Ashok Leyland Defence,2023,23,Operational,3
EQ02931,SUP0163,Communication System,Communication System,DRDO,2020,28,Maintenance,6
EQ02932,SUP0034,Drone,Drone,HAL,2018,28,Operational,8
EQ02933,SUP0271,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2017,20,Maintenance,9
EQ02934,SUP0009,Drone,Drone,Ashok Leyland Defence,2016,13,Operational,10
EQ02935,SUP0167,Communication System,Communication System,Tata Advanced Systems,2023,15,Operational,3
EQ02936,SUP0239,Radar,Radar,DRDO,2009,25,Maintenance,17
EQ02937,SUP0288,Missile Launcher,Missile Launcher,Mahindra Defence,2011,27,Operational,15
EQ02938,SUP0149,Communication System,Communication System,DRDO,2011,17,Operational,15
EQ02939,SUP0265,Tank,Tank,Ashok Leyland Defence,2012,18,Operational,14
EQ02940,SUP0249,Missile Launcher,Missile Launcher,L&T Defence,2015,18,Operational,11
EQ02941,SUP0019,Generator,Generator,DRDO,2016,22,Operational,10
EQ02942,SUP0098,Truck,Truck,BEL,2016,17,Operational,10
EQ02943,SUP0289,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2005,22,Maintenance,21
EQ02944,SUP0002,Armored Vehicle,Armored Vehicle,BEL,2021,20,Operational,5
EQ02945,SUP0023,Drone,Drone,HAL,2015,28,Operational,11
EQ02946,SUP0207,Armored Vehicle,Armored Vehicle,HAL,2012,18,Operational,14
EQ02947,SUP0097,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2005,22,Operational,21
EQ02948,SUP0286,Armored Vehicle,Armored Vehicle,Mahindra Defence,2011,28,Operational,15
EQ02949,SUP0063,Generator,Generator,L&T Defence,2023,13,Operational,3
EQ02950,SUP0210,Armored Vehicle,Armored Vehicle,Mahindra Defence,2010,26,Maintenance,16
EQ02951,SUP0292,Truck,Truck,HAL,2011,15,Operational,15
EQ02952,SUP0078,Armored Vehicle,Armored Vehicle,DRDO,2008,11,Out of Service,18
EQ02953,SUP0057,Missile Launcher,Missile Launcher,Tata Advanced Systems,2022,11,Operational,4
EQ02954,SUP0250,Truck,Truck,L&T Defence,2007,19,Operational,19
EQ02955,SUP0054,Tank,Tank,Mahindra Defence,2012,12,Operational,14
EQ02956,SUP0247,Radar,Radar,HAL,2017,16,Operational,9
EQ02957,SUP0262,Radar,Radar,Tata Advanced Systems,2007,12,Out of Service,19
EQ02958,SUP0133,Drone,Drone,BEL,2005,16,Maintenance,21
EQ02959,SUP0004,Truck,Truck,Mahindra Defence,2023,17,Operational,3
EQ02960,SUP0017,Communication System,Communication System,Mahindra Defence,2016,15,Operational,10
EQ02961,SUP0015,Tank,Tank,BEL,2005,12,Maintenance,21
EQ02962,SUP0059,Radar,Radar,Tata Advanced Systems,2007,25,Maintenance,19
EQ02963,SUP0063,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2019,15,Maintenance,7
EQ02964,SUP0021,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2017,19,Operational,9
EQ02965,SUP0204,Radar,Radar,Mahindra Defence,2013,14,Maintenance,13
EQ02966,SUP0023,Generator,Generator,Bharat Dynamics,2005,13,Out of Service,21
EQ02967,SUP0180,Drone,Drone,HAL,2022,20,Operational,4
EQ02968,SUP0136,Truck,Truck,Mahindra Defence,2024,17,Operational,2
EQ02969,SUP0272,Communication System,Communication System,HAL,2019,18,Out of Service,7
EQ02970,SUP0127,Armored Vehicle,Armored Vehicle,Tata Advanced Systems,2023,13,Operational,3
EQ02971,SUP0077,Drone,Drone,Bharat Dynamics,2014,20,Operational,12
EQ02972,SUP0025,Communication System,Communication System,DRDO,2005,23,Operational,21
EQ02973,SUP0142,Radar,Radar,Mahindra Defence,2005,29,Operational,21
EQ02974,SUP0100,Generator,Generator,Bharat Dynamics,2015,29,Operational,11
EQ02975,SUP0030,Generator,Generator,L&T Defence,2010,17,Out of Service,16
EQ02976,SUP0086,Tank,Tank,DRDO,2011,30,Operational,15
EQ02977,SUP0099,Generator,Generator,Bharat Dynamics,2009,24,Operational,17
EQ02978,SUP0138,Armored Vehicle,Armored Vehicle,Mahindra Defence,2005,13,Operational,21
EQ02979,SUP0104,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2012,14,Operational,14
EQ02980,SUP0190,Drone,Drone,Bharat Dynamics,2016,10,Operational,10
EQ02981,SUP0234,Tank,Tank,Ashok Leyland Defence,2015,19,Operational,11
EQ02982,SUP0091,Truck,Truck,Tata Advanced Systems,2021,17,Operational,5
EQ02983,SUP0283,Tank,Tank,HAL,2008,14,Operational,18
EQ02984,SUP0251,Missile Launcher,Missile Launcher,Tata Advanced Systems,2007,28,Maintenance,19
EQ02985,SUP0008,Drone,Drone,Ashok Leyland Defence,2017,26,Maintenance,9
EQ02986,SUP0278,Tank,Tank,DRDO,2017,18,Operational,9
EQ02987,SUP0140,Generator,Generator,BEL,2009,30,Operational,17
EQ02988,SUP0015,Drone,Drone,Mahindra Defence,2005,25,Out of Service,21
EQ02989,SUP0045,Missile Launcher,Missile Launcher,DRDO,2025,10,Operational,1
EQ02990,SUP0019,Communication System,Communication System,DRDO,2022,21,Operational,4
EQ02991,SUP0220,Communication System,Communication System,HAL,2025,30,Operational,1
EQ02992,SUP0104,Generator,Generator,Bharat Dynamics,2009,26,Operational,17
EQ02993,SUP0091,Missile Launcher,Missile Launcher,Tata Advanced Systems,2020,23,Operational,6
EQ02994,SUP0009,Communication System,Communication System,Bharat Dynamics,2009,21,Operational,17
EQ02995,SUP0079,Missile Launcher,Missile Launcher,BEL,2019,28,Operational,7
EQ02996,SUP0285,Missile Launcher,Missile Launcher,Bharat Dynamics,2008,10,Maintenance,18
EQ02997,SUP0056,Tank,Tank,L&T Defence,2010,26,Maintenance,16
EQ02998,SUP0032,Drone,Drone,Ashok Leyland Defence,2025,14,Operational,1
EQ02999,SUP0236,Missile Launcher,Missile Launcher,L&T Defence,2015,29,Operational,11
EQ03000,SUP0193,Communication System,Communication System,HAL,2020,14,Maintenance,6
EQ03001,SUP0160,Radar,Radar,L&T Defence,2010,12,Maintenance,16
EQ03002,SUP0206,Armored Vehicle,Armored Vehicle,Mahindra Defence,2018,13,Maintenance,8
EQ03003,SUP0008,Truck,Truck,DRDO,2005,20,Operational,21
EQ03004,SUP0299,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2013,17,Operational,13
EQ03005,SUP0203,Armored Vehicle,Armored Vehicle,DRDO,2022,16,Operational,4
EQ03006,SUP0214,Missile Launcher,Missile Launcher,DRDO,2008,30,Operational,18
EQ03007,SUP0092,Radar,Radar,Tata Advanced Systems,2022,13,Operational,4
EQ03008,SUP0257,Radar,Radar,Bharat Dynamics,2009,30,Out of Service,17
EQ03009,SUP0093,Generator,Generator,L&T Defence,2023,22,Operational,3
EQ03010,SUP0237,Generator,Generator,BEL,2011,15,Operational,15
EQ03011,SUP0286,Truck,Truck,Tata Advanced Systems,2022,17,Operational,4
EQ03012,SUP0249,Generator,Generator,Bharat Dynamics,2010,16,Operational,16
EQ03013,SUP0010,Tank,Tank,Ashok Leyland Defence,2007,26,Maintenance,19
EQ03014,SUP0258,Radar,Radar,L&T Defence,2023,18,Operational,3
EQ03015,SUP0132,Generator,Generator,L&T Defence,2019,13,Operational,7
EQ03016,SUP0018,Missile Launcher,Missile Launcher,Mahindra Defence,2023,21,Maintenance,3
EQ03017,SUP0066,Communication System,Communication System,HAL,2024,27,Operational,2
EQ03018,SUP0110,Communication System,Communication System,L&T Defence,2020,11,Operational,6
EQ03019,SUP0288,Tank,Tank,BEL,2023,18,Operational,3
EQ03020,SUP0061,Communication System,Communication System,Mahindra Defence,2017,16,Operational,9
EQ03021,SUP0209,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2014,24,Operational,12
EQ03022,SUP0277,Missile Launcher,Missile Launcher,L&T Defence,2008,24,Operational,18
EQ03023,SUP0190,Armored Vehicle,Armored Vehicle,Mahindra Defence,2012,26,Operational,14
EQ03024,SUP0169,Tank,Tank,HAL,2005,20,Maintenance,21
EQ03025,SUP0238,Generator,Generator,HAL,2024,27,Operational,2
EQ03026,SUP0152,Drone,Drone,BEL,2016,29,Operational,10
EQ03027,SUP0224,Truck,Truck,DRDO,2014,19,Operational,12
EQ03028,SUP0266,Tank,Tank,BEL,2015,19,Operational,11
EQ03029,SUP0075,Armored Vehicle,Armored Vehicle,L&T Defence,2006,21,Operational,20
EQ03030,SUP0051,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2025,12,Maintenance,1
EQ03031,SUP0039,Communication System,Communication System,HAL,2018,21,Operational,8
EQ03032,SUP0141,Communication System,Communication System,HAL,2011,13,Operational,15
EQ03033,SUP0180,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2010,24,Operational,16
EQ03034,SUP0276,Armored Vehicle,Armored Vehicle,HAL,2015,24,Operational,11
EQ03035,SUP0277,Generator,Generator,L&T Defence,2008,12,Maintenance,18
EQ03036,SUP0158,Generator,Generator,BEL,2017,18,Operational,9
EQ03037,SUP0111,Tank,Tank,BEL,2008,24,Operational,18
EQ03038,SUP0123,Radar,Radar,L&T Defence,2005,10,Operational,21
EQ03039,SUP0166,Armored Vehicle,Armored Vehicle,Tata Advanced Systems,2020,12,Operational,6
EQ03040,SUP0246,Truck,Truck,Bharat Dynamics,2019,14,Operational,7
EQ03041,SUP0143,Armored Vehicle,Armored Vehicle,L&T Defence,2019,15,Operational,7
EQ03042,SUP0029,Drone,Drone,Ashok Leyland Defence,2006,12,Operational,20
EQ03043,SUP0092,Tank,Tank,Tata Advanced Systems,2024,25,Operational,2
EQ03044,SUP0145,Tank,Tank,Ashok Leyland Defence,2025,12,Operational,1
EQ03045,SUP0060,Communication System,Communication System,HAL,2014,30,Operational,12
EQ03046,SUP0147,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2021,26,Operational,5
EQ03047,SUP0275,Tank,Tank,DRDO,2005,18,Out of Service,21
EQ03048,SUP0085,Drone,Drone,Tata Advanced Systems,2015,26,Operational,11
EQ03049,SUP0215,Communication System,Communication System,Bharat Dynamics,2006,15,Operational,20
EQ03050,SUP0143,Armored Vehicle,Armored Vehicle,Tata Advanced Systems,2021,29,Operational,5
EQ03051,SUP0246,Truck,Truck,Bharat Dynamics,2023,11,Operational,3
EQ03052,SUP0029,Armored Vehicle,Armored Vehicle,BEL,2011,15,Operational,15
EQ03053,SUP0039,Tank,Tank,HAL,2022,30,Operational,4
EQ03054,SUP0096,Missile Launcher,Missile Launcher,HAL,2019,30,Operational,7
EQ03055,SUP0210,Truck,Truck,HAL,2013,26,Out of Service,13
EQ03056,SUP0285,Communication System,Communication System,Bharat Dynamics,2008,11,Maintenance,18
EQ03057,SUP0123,Armored Vehicle,Armored Vehicle,L&T Defence,2010,17,Maintenance,16
EQ03058,SUP0117,Generator,Generator,Tata Advanced Systems,2006,15,Out of Service,20
EQ03059,SUP0253,Missile Launcher,Missile Launcher,DRDO,2015,23,Operational,11
EQ03060,SUP0123,Generator,Generator,Tata Advanced Systems,2024,24,Operational,2
EQ03061,SUP0070,Missile Launcher,Missile Launcher,Bharat Dynamics,2012,22,Operational,14
EQ03062,SUP0132,Generator,Generator,L&T Defence,2024,12,Operational,2
EQ03063,SUP0294,Communication System,Communication System,Ashok Leyland Defence,2008,21,Operational,18
EQ03064,SUP0294,Radar,Radar,BEL,2022,21,Operational,4
EQ03065,SUP0165,Armored Vehicle,Armored Vehicle,HAL,2008,18,Maintenance,18
EQ03066,SUP0187,Drone,Drone,Bharat Dynamics,2018,28,Operational,8
EQ03067,SUP0009,Drone,Drone,Mahindra Defence,2009,18,Operational,17
EQ03068,SUP0222,Truck,Truck,Mahindra Defence,2018,13,Operational,8
EQ03069,SUP0066,Truck,Truck,BEL,2016,30,Operational,10
EQ03070,SUP0113,Drone,Drone,Tata Advanced Systems,2024,23,Operational,2
EQ03071,SUP0242,Drone,Drone,BEL,2014,27,Operational,12
EQ03072,SUP0291,Truck,Truck,Mahindra Defence,2016,14,Operational,10
EQ03073,SUP0191,Tank,Tank,Tata Advanced Systems,2009,26,Operational,17
EQ03074,SUP0198,Radar,Radar,DRDO,2014,13,Operational,12
EQ03075,SUP0093,Truck,Truck,L&T Defence,2020,27,Operational,6
EQ03076,SUP0207,Drone,Drone,Tata Advanced Systems,2010,10,Maintenance,16
EQ03077,SUP0238,Missile Launcher,Missile Launcher,DRDO,2014,27,Operational,12
EQ03078,SUP0205,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2016,25,Operational,10
EQ03079,SUP0112,Missile Launcher,Missile Launcher,Tata Advanced Systems,2017,24,Out of Service,9
EQ03080,SUP0137,Tank,Tank,Tata Advanced Systems,2009,28,Operational,17
EQ03081,SUP0016,Tank,Tank,HAL,2010,17,Out of Service,16
EQ03082,SUP0145,Radar,Radar,L&T Defence,2015,22,Operational,11
EQ03083,SUP0078,Drone,Drone,Ashok Leyland Defence,2010,25,Maintenance,16
EQ03084,SUP0166,Armored Vehicle,Armored Vehicle,Mahindra Defence,2008,10,Maintenance,18
EQ03085,SUP0269,Missile Launcher,Missile Launcher,L&T Defence,2024,12,Maintenance,2
EQ03086,SUP0233,Missile Launcher,Missile Launcher,DRDO,2019,12,Operational,7
EQ03087,SUP0141,Armored Vehicle,Armored Vehicle,BEL,2025,16,Operational,1
EQ03088,SUP0223,Generator,Generator,HAL,2021,22,Operational,5
EQ03089,SUP0153,Drone,Drone,Bharat Dynamics,2020,11,Operational,6
EQ03090,SUP0168,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2009,23,Operational,17
EQ03091,SUP0181,Communication System,Communication System,DRDO,2007,16,Maintenance,19
EQ03092,SUP0252,Generator,Generator,Ashok Leyland Defence,2013,26,Operational,13
EQ03093,SUP0093,Armored Vehicle,Armored Vehicle,HAL,2006,11,Operational,20
EQ03094,SUP0198,Generator,Generator,DRDO,2007,23,Operational,19
EQ03095,SUP0134,Generator,Generator,Ashok Leyland Defence,2021,11,Operational,5
EQ03096,SUP0013,Truck,Truck,HAL,2016,29,Out of Service,10
EQ03097,SUP0280,Communication System,Communication System,DRDO,2018,28,Operational,8
EQ03098,SUP0043,Generator,Generator,Mahindra Defence,2015,13,Operational,11
EQ03099,SUP0068,Armored Vehicle,Armored Vehicle,Tata Advanced Systems,2021,18,Operational,5
EQ03100,SUP0080,Radar,Radar,Tata Advanced Systems,2009,15,Maintenance,17
EQ03101,SUP0263,Truck,Truck,Tata Advanced Systems,2011,20,Operational,15
EQ03102,SUP0121,Armored Vehicle,Armored Vehicle,BEL,2025,21,Operational,1
EQ03103,SUP0278,Tank,Tank,DRDO,2015,25,Operational,11
EQ03104,SUP0203,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2021,20,Operational,5
EQ03105,SUP0059,Missile Launcher,Missile Launcher,DRDO,2024,21,Operational,2
EQ03106,SUP0112,Missile Launcher,Missile Launcher,L&T Defence,2015,10,Operational,11
EQ03107,SUP0283,Missile Launcher,Missile Launcher,Bharat Dynamics,2010,14,Maintenance,16
EQ03108,SUP0003,Missile Launcher,Missile Launcher,Tata Advanced Systems,2025,20,Maintenance,1
EQ03109,SUP0246,Communication System,Communication System,Bharat Dynamics,2016,20,Operational,10
EQ03110,SUP0231,Drone,Drone,Tata Advanced Systems,2012,14,Maintenance,14
EQ03111,SUP0265,Radar,Radar,Mahindra Defence,2011,10,Operational,15
EQ03112,SUP0158,Generator,Generator,HAL,2021,13,Operational,5
EQ03113,SUP0133,Drone,Drone,BEL,2021,22,Operational,5
EQ03114,SUP0018,Tank,Tank,L&T Defence,2007,11,Out of Service,19
EQ03115,SUP0164,Truck,Truck,DRDO,2023,17,Operational,3
EQ03116,SUP0278,Tank,Tank,DRDO,2021,24,Out of Service,5
EQ03117,SUP0236,Generator,Generator,Ashok Leyland Defence,2012,19,Operational,14
EQ03118,SUP0115,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2011,25,Operational,15
EQ03119,SUP0164,Truck,Truck,HAL,2008,15,Out of Service,18
EQ03120,SUP0193,Generator,Generator,Bharat Dynamics,2021,18,Operational,5
EQ03121,SUP0144,Communication System,Communication System,BEL,2007,23,Out of Service,19
EQ03122,SUP0187,Drone,Drone,BEL,2010,10,Maintenance,16
EQ03123,SUP0226,Communication System,Communication System,Bharat Dynamics,2017,14,Operational,9
EQ03124,SUP0160,Generator,Generator,Tata Advanced Systems,2009,26,Maintenance,17
EQ03125,SUP0202,Missile Launcher,Missile Launcher,Tata Advanced Systems,2014,23,Operational,12
EQ03126,SUP0069,Tank,Tank,Bharat Dynamics,2009,10,Operational,17
EQ03127,SUP0278,Truck,Truck,Ashok Leyland Defence,2011,17,Operational,15
EQ03128,SUP0085,Truck,Truck,BEL,2011,22,Operational,15
EQ03129,SUP0067,Tank,Tank,L&T Defence,2025,30,Operational,1
EQ03130,SUP0064,Drone,Drone,BEL,2012,27,Operational,14
EQ03131,SUP0014,Truck,Truck,HAL,2019,16,Operational,7
EQ03132,SUP0135,Generator,Generator,L&T Defence,2019,21,Out of Service,7
EQ03133,SUP0250,Truck,Truck,Ashok Leyland Defence,2025,11,Operational,1
EQ03134,SUP0003,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2009,27,Maintenance,17
