Mission_ID,Mission_Date,Base_ID,Region,Mission_Type,Priority,Weather,Duration_Hours,Personnel_Deployed,Budget_INR,Mission_Status,Budget_Per_Person
MIS011923,2026-12-24,B008,East,Disaster Relief,High,Storm,20,81,3916525.03,Delayed,48352.160864197525
MIS011924,2025-08-17,B026,South,Disaster Relief,Low,Rain,42,232,1450729.42,Completed,6253.144051724137
MIS011925,2026-10-27,B014,Central,Disaster Relief,High,Rain,68,310,3759319.25,Completed,12126.83629032258
MIS011926,2026-10-02,B020,East,Equipment Transport,Medium,Snow,6,195,1374228.27,Delayed,7047.324461538462
MIS011927,2025-07-08,B002,North,Equipment Transport,Low,Fog,6,315,336668.85,Completed,1068.79
MIS011928,2025-03-21,B013,South,Reconnaissance,High,Clear,59,382,4909071.27,Delayed,12850.971910994764
MIS011929,2026-02-02,B020,East,Medical Support,Medium,Fog,47,335,1163752.34,Cancelled,3473.8875820895523
MIS011930,2025-05-15,B020,East,Medical Support,Medium,Fog,53,100,1326627.52,Completed,13266.2752
MIS011931,2026-01-16,B009,South,Reconnaissance,High,Storm,36,184,3721923.49,Delayed,20227.84505434783
MIS011932,2026-04-10,B023,North,Training Exercise,Medium,Fog,21,116,1944396.54,Completed,16762.039137931035
MIS011933,2026-04-08,B030,East,Medical Support,High,Clear,18,228,716689.29,Completed,3143.3740789473686
MIS011934,2025-01-14,B028,West,Disaster Relief,Low,Rain,36,253,1262216.69,Completed,4988.9987747035575
MIS011935,2026-11-14,B014,Central,Medical Support,Medium,Clear,18,307,2986445.24,Completed,9727.834657980457
MIS011936,2026-01-18,B009,South,Surveillance,Medium,Storm,5,140,3566795.58,Completed,25477.111285714287
MIS011937,2025-07-24,B001,Central,Training Exercise,Low,Rain,10,228,594205.62,Completed,2606.165
MIS011938,2026-03-08,B010,North,Reconnaissance,High,Fog,59,232,2248870.65,Completed,9693.40797413793
MIS011939,2026-02-27,B026,South,Supply Delivery,High,Fog,40,123,1945871.69,Completed,15820.095040650405
MIS011940,2026-08-08,B006,West,Surveillance,Critical,Storm,43,163,4657680.69,Delayed,28574.728159509206
MIS011941,2025-03-14,B026,South,Border Patrol,High,Fog,15,296,4121268.34,Completed,13923.20385135135
MIS011942,2026-03-10,B028,West,Supply Delivery,Low,Rain,34,101,4201375.26,Completed,41597.77485148515
MIS011943,2025-02-07,B001,Central,Equipment Transport,High,Snow,41,180,1829595.66,Cancelled,10164.420333333333
MIS011944,2025-08-27,B002,North,Disaster Relief,High,Snow,28,330,4612221.83,Completed,13976.429787878787
MIS011945,2026-06-30,B018,East,Training Exercise,High,Fog,9,228,2812342.23,Delayed,12334.834342105263
MIS011946,2025-01-16,B024,East,Reconnaissance,Low,Rain,54,40,281213.85,Completed,7030.34625
MIS011947,2025-12-01,B004,East,Training Exercise,Low,Fog,28,374,4199981.29,Completed,11229.896497326203
MIS011948,2026-10-17,B021,South,Disaster Relief,High,Storm,41,97,199056.61,Delayed,2052.1299999999997
MIS011949,2026-09-14,B012,South,Training Exercise,Critical,Rain,14,205,4295524.99,Completed,20953.78043902439
MIS011950,2025-05-30,B005,East,Equipment Transport,High,Fog,23,63,2070886.34,Completed,32871.211746031746
MIS011951,2026-05-21,B007,Central,Training Exercise,Medium,Fog,15,273,2209680.01,Completed,8094.06597069597
MIS011952,2025-08-18,B009,South,Training Exercise,High,Storm,13,240,4621881.74,Completed,19257.840583333335
MIS011953,2026-11-02,B025,West,Medical Support,Low,Rain,61,293,3049201.85,Completed,10406.832252559727
MIS011954,2025-01-27,B029,South,Border Patrol,Critical,Storm,48,112,1491130.7,Completed,13313.666964285714
MIS011955,2025-09-24,B012,South,Border Patrol,Medium,Snow,66,184,2347576.36,Completed,12758.567173913043
MIS011956,2025-02-11,B017,East,Surveillance,Low,Storm,59,299,1088567.87,Completed,3640.6952173913046
MIS011957,2025-03-04,B021,South,Medical Support,High,Snow,31,320,3683275.07,Completed,11510.23459375
MIS011958,2026-03-08,B006,West,Training Exercise,Critical,Clear,35,384,316312.3,Completed,823.7299479166667
MIS011959,2026-11-08,B016,West,Reconnaissance,Critical,Fog,22,248,1786429.01,Completed,7203.342782258064
MIS011960,2026-11-14,B012,South,Equipment Transport,Low,Snow,18,113,4758229.35,Completed,42108.22433628318
MIS011961,2026-12-07,B019,Central,Training Exercise,Critical,Storm,15,47,2209311.4,Delayed,47006.62553191489
MIS011962,2025-08-26,B004,East,Supply Delivery,Medium,Snow,13,396,1508237.75,Delayed,3808.681186868687
MIS011963,2026-04-30,B012,South,Medical Support,Critical,Fog,47,68,2117525.61,Completed,31140.082499999997
MIS011964,2026-10-05,B028,West,Supply Delivery,High,Snow,34,223,396860.31,Delayed,1779.6426457399102
MIS011965,2025-10-26,B027,West,Surveillance,Medium,Storm,65,371,4912561.37,Delayed,13241.405309973046
MIS011966,2025-12-08,B001,Central,Equipment Transport,Medium,Rain,67,87,2069767.49,Completed,23790.43091954023
MIS011967,2026-05-04,B029,South,Surveillance,High,Fog,47,284,118824.61,Completed,418.39651408450703
MIS011968,2025-10-22,B010,North,Medical Support,Critical,Storm,21,87,3455402.57,Completed,39717.27091954023
MIS011969,2026-06-20,B013,South,Training Exercise,Low,Storm,9,82,3346627.44,Cancelled,40812.52975609756
MIS011970,2025-03-15,B018,East,Supply Delivery,High,Storm,60,188,560075.86,Cancelled,2979.126914893617
MIS011971,2025-11-06,B011,Central,Border Patrol,Medium,Snow,59,353,2891755.88,Completed,8191.943002832861
MIS011972,2025-06-07,B020,East,Disaster Relief,Medium,Storm,12,286,2712197.9,Completed,9483.20944055944
MIS011973,2026-02-11,B005,East,Supply Delivery,Medium,Snow,53,115,3567696.83,Delayed,31023.450695652176
MIS011974,2025-06-01,B006,West,Border Patrol,Critical,Snow,42,390,2118928.8,Delayed,5433.150769230769
MIS011975,2025-03-09,B003,East,Training Exercise,High,Rain,68,32,2700739.26,Completed,84398.101875
MIS011976,2025-03-22,B021,South,Disaster Relief,Medium,Fog,59,337,4141866.2,Completed,12290.40415430267
MIS011977,2026-11-09,B016,West,Equipment Transport,High,Clear,42,306,2570055.69,Completed,8398.874803921568
MIS011978,2026-12-13,B003,East,Border Patrol,High,Snow,20,367,2428871.73,Completed,6618.179100817439
MIS011979,2025-10-19,B017,East,Reconnaissance,Medium,Fog,4,275,1932135.22,Completed,7025.946254545454
MIS011980,2026-12-29,B016,West,Training Exercise,Medium,Fog,20,115,4450115.6,Completed,38696.65739130435
MIS011981,2026-01-01,B029,South,Training Exercise,Medium,Storm,52,163,3983365.39,Cancelled,24437.824478527607
MIS011982,2026-11-19,B015,South,Disaster Relief,Critical,Rain,64,62,322118.17,Completed,5195.454354838709
MIS011983,2026-01-06,B026,South,Medical Support,High,Clear,26,111,577266.65,Completed,5200.600450450451
MIS011984,2026-07-21,B011,Central,Training Exercise,Medium,Fog,26,306,1091253.12,Completed,3566.186666666667
MIS011985,2025-10-25,B019,Central,Training Exercise,Critical,Clear,59,364,2649951.7,Completed,7280.0870879120885
MIS011986,2025-11-23,B022,Central,Equipment Transport,High,Storm,45,111,3434737.76,Completed,30943.58342342342
MIS011987,2026-04-09,B021,South,Disaster Relief,Low,Rain,36,260,4175322.89,Completed,16058.934192307694
MIS011988,2025-05-05,B021,South,Equipment Transport,Low,Rain,20,159,1371586.85,Completed,8626.332389937108
MIS011989,2026-09-11,B005,East,Reconnaissance,Low,Rain,12,38,3943789.12,Completed,103783.92421052633
MIS011990,2025-10-23,B025,West,Training Exercise,High,Rain,40,84,1098768.84,Completed,13080.58142857143
MIS011991,2025-01-20,B024,East,Border Patrol,Medium,Fog,31,50,4328516.57,Completed,86570.33140000001
MIS011992,2025-01-07,B007,Central,Reconnaissance,Low,Fog,18,315,715140.42,Completed,2270.287047619048
MIS011993,2026-02-25,B001,Central,Reconnaissance,High,Storm,72,109,3296221.63,Completed,30240.565412844036
MIS011994,2026-08-04,B002,North,Medical Support,Medium,Storm,30,272,2574848.46,Completed,9466.35463235294
MIS011995,2025-06-09,B012,South,Training Exercise,High,Snow,33,206,2918452.08,Completed,14167.243106796117
MIS011996,2026-10-13,B027,West,Training Exercise,Critical,Storm,15,136,2765091.38,Cancelled,20331.554264705883
MIS011997,2026-10-22,B002,North,Reconnaissance,High,Rain,20,247,2826964.11,Completed,11445.198825910931
MIS011998,2025-03-04,B023,North,Border Patrol,High,Fog,24,198,1100348.69,Completed,5557.3166161616155
MIS011999,2025-04-29,B015,South,Surveillance,Low,Fog,69,234,2356396.37,Completed,10070.069957264957
MIS012000,2026-02-16,B010,North,Disaster Relief,Medium,Clear,61,256,2898978.89,Completed,11324.1362890625
MIS012001,2026-08-01,B006,West,Disaster Relief,Critical,Fog,13,91,131881.25,Completed,1449.2445054945056
MIS012002,2026-06-14,B011,Central,Supply Delivery,Medium,Storm,47,266,3672156.07,Completed,13805.098007518796
MIS012003,2025-12-24,B018,East,Disaster Relief,Low,Storm,10,280,2396280.7,Completed,8558.145357142857
MIS012004,2026-03-18,B017,East,Disaster Relief,Medium,Rain,16,88,2092365.92,Completed,23776.885454545452
MIS012005,2026-06-26,B014,Central,Equipment Transport,Critical,Rain,61,155,2800791.06,Completed,18069.619741935483
MIS012006,2026-06-28,B025,West,Disaster Relief,Critical,Clear,72,122,1993895.28,Delayed,16343.40393442623
MIS012007,2026-05-14,B019,Central,Border Patrol,Low,Storm,66,31,3289403.05,Cancelled,106109.77580645161
MIS012008,2025-12-03,B025,West,Equipment Transport,Low,Rain,39,69,2345482.92,Completed,33992.50608695652
MIS012009,2025-02-24,B014,Central,Reconnaissance,Low,Clear,26,299,4460869.17,Cancelled,14919.294882943144
MIS012010,2025-03-12,B017,East,Border Patrol,Low,Clear,19,344,668245.44,Delayed,1942.573953488372
MIS012011,2025-06-19,B002,North,Medical Support,High,Storm,13,190,4052945.19,Delayed,21331.29047368421
MIS012012,2026-12-20,B026,South,Training Exercise,High,Clear,12,256,4928584.21,Completed,19252.2820703125
MIS012013,2025-01-25,B018,East,Surveillance,Medium,Snow,40,254,4438776.88,Delayed,17475.499527559055
MIS012014,2026-12-15,B002,North,Training Exercise,Critical,Fog,9,230,1178430.44,Completed,5123.6106086956515
MIS012015,2026-12-22,B011,Central,Supply Delivery,Low,Rain,58,129,3415279.72,Completed,26475.03658914729
MIS012016,2026-08-25,B001,Central,Equipment Transport,Medium,Storm,21,168,174418.28,Completed,1038.2040476190475
MIS012017,2025-07-17,B018,East,Equipment Transport,Critical,Snow,37,343,1667370.91,Delayed,4861.139679300291
MIS012018,2026-01-25,B015,South,Supply Delivery,Low,Rain,5,344,2727955.01,Completed,7930.101773255813
MIS012019,2026-01-07,B016,West,Training Exercise,Medium,Clear,39,106,173887.73,Completed,1640.450283018868
MIS012020,2025-03-02,B021,South,Equipment Transport,Medium,Clear,70,37,2735198.25,Completed,73924.27702702703
MIS012021,2025-02-01,B021,South,Disaster Relief,Critical,Fog,55,208,489234.95,Completed,2352.091105769231
MIS012022,2026-01-12,B021,South,Disaster Relief,High,Storm,30,289,4420137.56,Delayed,15294.593633217992
MIS012023,2026-05-21,B009,South,Disaster Relief,Medium,Rain,42,211,3346760.31,Cancelled,15861.42327014218
MIS012024,2026-01-19,B012,South,Surveillance,Medium,Storm,9,229,2539574.35,Completed,11089.844323144105
MIS012025,2025-03-08,B030,East,Reconnaissance,Critical,Clear,55,267,4240108.4,Delayed,15880.555805243446
MIS012026,2026-06-23,B022,Central,Equipment Transport,Medium,Fog,8,181,2336002.85,Completed,12906.093093922653
MIS012027,2026-09-11,B022,Central,Surveillance,High,Rain,67,96,4536266.9,Completed,47252.78020833334
MIS012028,2026-01-17,B014,Central,Surveillance,Medium,Fog,35,99,1107543.03,Delayed,11187.303333333333
MIS012029,2025-12-27,B002,North,Medical Support,High,Rain,8,38,441303.39,Completed,11613.247105263159
MIS012030,2025-11-07,B025,West,Border Patrol,High,Snow,66,358,3780314.7,Completed,10559.538268156424
MIS012031,2025-07-17,B019,Central,Disaster Relief,High,Storm,24,196,2362309.73,Completed,12052.600663265306
MIS012032,2025-09-23,B024,East,Equipment Transport,High,Clear,11,180,3847321.92,Delayed,21374.010666666665
MIS012033,2025-08-24,B006,West,Border Patrol,Critical,Fog,43,332,4375024.47,Completed,13177.78454819277
MIS012034,2025-06-18,B019,Central,Disaster Relief,Critical,Clear,72,141,4243763.81,Cancelled,30097.61567375886
MIS012035,2026-07-06,B007,Central,Reconnaissance,High,Clear,67,159,4992076.22,Completed,31396.705786163522
MIS012036,2026-04-28,B023,North,Reconnaissance,Critical,Storm,47,372,1666910.85,Delayed,4480.943145161291
MIS012037,2025-03-31,B023,North,Surveillance,High,Snow,54,395,779336.35,Cancelled,1973.0034177215189
MIS012038,2026-06-23,B018,East,Disaster Relief,High,Fog,62,210,876282.31,Completed,4172.772904761905
MIS012039,2025-10-25,B010,North,Surveillance,Low,Fog,48,89,1010840.35,Completed,11357.756741573034
MIS012040,2025-07-30,B004,East,Border Patrol,Medium,Snow,44,282,3530211.84,Completed,12518.48170212766
MIS012041,2025-06-15,B017,East,Disaster Relief,High,Clear,18,64,3493328.94,Completed,54583.2646875
MIS012042,2026-01-12,B002,North,Border Patrol,High,Storm,27,63,2980749.45,Completed,47313.48333333334
MIS012043,2026-09-04,B005,East,Reconnaissance,Low,Clear,43,53,328876.87,Delayed,6205.223962264151
MIS012044,2026-08-15,B016,West,Border Patrol,Critical,Rain,36,346,3668048.53,Completed,10601.296329479768
MIS012045,2025-11-08,B002,North,Surveillance,Critical,Rain,39,37,4970360.71,Completed,134334.07324324324
MIS012046,2025-12-17,B009,South,Equipment Transport,Medium,Snow,69,372,2906114.08,Completed,7812.134623655914
MIS012047,2025-11-18,B013,South,Surveillance,Low,Fog,31,227,2921152.67,Completed,12868.513964757709
MIS012048,2026-11-28,B018,East,Reconnaissance,Medium,Snow,53,137,1959842.28,Completed,14305.418102189782
MIS012049,2025-11-07,B020,East,Reconnaissance,Low,Rain,51,182,3667880.24,Completed,20153.188131868133
MIS012050,2025-01-23,B003,East,Border Patrol,High,Fog,17,293,4319945.65,Completed,14743.841808873722
MIS012051,2026-12-11,B004,East,Border Patrol,High,Snow,40,233,2396885.21,Completed,10287.060987124463
MIS012052,2026-08-24,B030,East,Equipment Transport,Medium,Rain,36,194,3862344.79,Completed,19908.9937628866
MIS012053,2026-04-12,B015,South,Border Patrol,Medium,Snow,14,251,635856.16,Completed,2533.2914741035856
MIS012054,2026-02-27,B006,West,Border Patrol,Low,Fog,27,73,603330.45,Completed,8264.800684931506
MIS012055,2026-07-21,B022,Central,Surveillance,Low,Storm,50,76,4025957.82,Delayed,52973.12921052631
MIS012056,2026-05-06,B024,East,Border Patrol,Medium,Storm,65,269,2291192.85,Delayed,8517.445539033457
MIS012057,2025-07-04,B009,South,Supply Delivery,Low,Fog,51,218,1063843.85,Completed,4880.017660550459
MIS012058,2025-04-17,B009,South,Medical Support,High,Clear,43,215,1407521.65,Completed,6546.6123255813945
MIS012059,2026-05-02,B003,East,Equipment Transport,High,Storm,7,151,3410387.52,Completed,22585.347814569537
MIS012060,2025-10-18,B017,East,Training Exercise,High,Storm,36,102,3528777.61,Completed,34595.85892156863
MIS012061,2026-02-22,B006,West,Medical Support,Low,Clear,45,179,3881892.52,Delayed,21686.550391061453
MIS012062,2026-12-03,B009,South,Training Exercise,Medium,Storm,4,153,3766456.87,Cancelled,24617.365163398692
MIS012063,2025-07-30,B021,South,Disaster Relief,Medium,Rain,59,244,1456282.27,Completed,5968.369959016393
MIS012064,2025-12-27,B008,East,Disaster Relief,High,Fog,54,210,4498568.48,Completed,21421.754666666668
MIS012065,2026-04-24,B009,South,Surveillance,Medium,Clear,13,314,2899477.15,Delayed,9234.003662420382
MIS012066,2025-03-19,B002,North,Reconnaissance,Medium,Clear,10,128,4979805.72,Completed,38904.7321875
MIS012067,2026-01-19,B006,West,Medical Support,Medium,Snow,67,76,3932222.93,Completed,51739.77539473685
MIS012068,2026-05-30,B020,East,Medical Support,High,Rain,20,82,2367474.27,Delayed,28871.63743902439
MIS012069,2026-10-16,B007,Central,Disaster Relief,Low,Rain,14,255,3337972.99,Completed,13090.090156862747
MIS012070,2025-07-21,B009,South,Surveillance,Medium,Clear,20,171,1697875.01,Completed,9929.093625730995
MIS012071,2026-04-14,B019,Central,Disaster Relief,Low,Snow,44,118,1144504.94,Delayed,9699.194406779661
MIS012072,2025-10-08,B026,South,Reconnaissance,High,Fog,44,131,1461211.95,Completed,11154.289694656489
MIS012073,2025-10-21,B022,Central,Disaster Relief,Low,Clear,65,203,890833.57,Completed,4388.342709359606
MIS012074,2025-12-24,B004,East,Training Exercise,Medium,Clear,59,120,3192680.17,Cancelled,26605.668083333334
MIS012075,2025-12-21,B015,South,Reconnaissance,Low,Storm,71,281,2668927.89,Completed,9497.964021352314
MIS012076,2026-03-02,B022,Central,Supply Delivery,High,Fog,10,59,2328367.95,Completed,39463.86355932204
MIS012077,2026-06-26,B012,South,Training Exercise,High,Clear,59,135,1861018.63,Completed,13785.323185185185
MIS012078,2026-10-30,B021,South,Border Patrol,High,Storm,21,83,1964590.65,Delayed,23669.76686746988
MIS012079,2025-03-02,B010,North,Reconnaissance,Medium,Rain,31,398,1814730.87,Completed,4559.625301507538
MIS012080,2025-08-18,B010,North,Medical Support,Low,Clear,25,391,2697945.09,Completed,6900.1153196930945
MIS012081,2026-10-10,B007,Central,Supply Delivery,High,Storm,72,345,1767377.79,Completed,5122.834173913044
MIS012082,2025-09-01,B014,Central,Equipment Transport,High,Snow,58,176,2013433.79,Completed,11439.964715909091
MIS012083,2025-11-24,B009,South,Equipment Transport,Critical,Fog,63,347,942917.95,Completed,2717.3427953890487
MIS012084,2026-01-05,B018,East,Supply Delivery,Low,Storm,20,277,3126695.74,Delayed,11287.710252707582
MIS012085,2026-01-18,B028,West,Supply Delivery,Medium,Clear,58,80,717309.49,Completed,8966.368625
MIS012086,2025-05-05,B020,East,Surveillance,Medium,Rain,39,115,2344211.37,Completed,20384.446695652176
MIS012087,2025-09-03,B004,East,Border Patrol,Medium,Rain,19,178,2181189.93,Completed,12253.876011235956
MIS012088,2025-04-14,B010,North,Reconnaissance,Low,Snow,7,285,2599027.33,Completed,9119.394140350878
MIS012089,2026-09-01,B021,South,Disaster Relief,Medium,Storm,34,147,3425744.49,Cancelled,23304.384285714288
MIS012090,2025-10-06,B009,South,Equipment Transport,Medium,Clear,9,280,895049.2,Delayed,3196.6042857142857
MIS012091,2025-09-19,B026,South,Border Patrol,Critical,Snow,22,374,2131589.86,Delayed,5699.438128342245
MIS012092,2026-05-18,B008,East,Surveillance,Critical,Snow,6,302,3391184.14,Delayed,11229.086556291391
MIS012093,2026-08-23,B009,South,Reconnaissance,High,Rain,12,264,794464.26,Completed,3009.334318181818
MIS012094,2025-11-14,B011,Central,Medical Support,Medium,Snow,19,325,506967.27,Completed,1559.8992923076923
MIS012095,2025-11-10,B010,North,Reconnaissance,High,Rain,60,371,265002.59,Completed,714.2926954177898
MIS012096,2025-12-04,B014,Central,Disaster Relief,Low,Clear,30,212,1834564.88,Completed,8653.607924528302
MIS012097,2026-03-07,B007,Central,Training Exercise,Critical,Storm,55,87,1052418.18,Cancelled,12096.760689655172
MIS012098,2026-06-25,B013,South,Border Patrol,High,Snow,15,362,4404065.55,Delayed,12165.926933701658
MIS012099,2026-01-08,B024,East,Training Exercise,Low,Snow,68,131,2536558.95,Delayed,19363.04541984733
MIS012100,2025-10-28,B002,North,Medical Support,Low,Rain,27,285,4031436.15,Cancelled,14145.39
MIS012101,2026-03-25,B027,West,Reconnaissance,Critical,Rain,16,299,1918646.67,Completed,6416.878494983277
MIS012102,2026-08-14,B012,South,Border Patrol,Medium,Storm,54,282,528960.73,Completed,1875.747269503546
MIS012103,2025-12-24,B009,South,Disaster Relief,Medium,Storm,71,272,2454797.84,Completed,9024.992058823529
MIS012104,2025-08-25,B017,East,Disaster Relief,High,Rain,49,152,2514721.38,Completed,16544.21960526316
MIS012105,2026-08-18,B021,South,Surveillance,Low,Snow,5,226,2519910.3,Delayed,11150.045575221238
MIS012106,2025-03-24,B023,North,Training Exercise,Critical,Snow,25,331,2921258.75,Completed,8825.555135951661
MIS012107,2025-04-03,B010,North,Medical Support,Low,Storm,55,317,1941445.35,Delayed,6124.433280757098
MIS012108,2026-07-12,B022,Central,Border Patrol,High,Fog,14,331,2158039.99,Delayed,6519.75827794562
MIS012109,2026-03-01,B019,Central,Border Patrol,High,Storm,58,355,3890142.44,Completed,10958.14771830986
MIS012110,2025-04-27,B020,East,Border Patrol,High,Rain,51,342,4189993.37,Completed,12251.442602339182
MIS012111,2025-08-17,B030,East,Training Exercise,Medium,Rain,54,265,2657284.3,Completed,10027.487924528301
MIS012112,2025-08-23,B003,East,Border Patrol,Medium,Rain,34,171,4128600.01,Completed,24143.859707602336
MIS012113,2026-02-24,B016,West,Disaster Relief,Low,Snow,60,252,856399.94,Completed,3398.41246031746
MIS012114,2025-07-20,B024,East,Medical Support,Medium,Storm,69,335,1395843.53,Completed,4166.697104477612
MIS012115,2025-05-20,B028,West,Medical Support,Low,Clear,70,386,754252.68,Completed,1954.0224870466322
MIS012116,2025-08-21,B009,South,Surveillance,High,Clear,12,261,1855658.67,Completed,7109.803333333333
MIS012117,2025-12-04,B009,South,Supply Delivery,High,Rain,63,294,4301613.28,Cancelled,14631.33768707483
MIS012118,2025-10-18,B002,North,Supply Delivery,Medium,Rain,43,304,3454763.16,Completed,11364.3525
MIS012119,2026-12-12,B004,East,Border Patrol,Medium,Clear,26,370,4792492.54,Completed,12952.68254054054
MIS012120,2026-02-18,B004,East,Training Exercise,Critical,Storm,7,339,836114.68,Completed,2466.4149852507376
MIS012121,2026-01-18,B009,South,Disaster Relief,Medium,Fog,55,350,4596145.53,Completed,13131.844371428571
MIS012122,2026-06-06,B019,Central,Surveillance,Medium,Snow,44,263,2657009.44,Completed,10102.697490494296
MIS012123,2026-01-13,B018,East,Supply Delivery,Critical,Snow,21,359,2887037.73,Cancelled,8041.88782729805
MIS012124,2025-09-22,B015,South,Medical Support,High,Fog,35,46,2295295.34,Completed,49897.72478260869
MIS012125,2026-11-15,B002,North,Reconnaissance,High,Clear,33,246,1572321.73,Completed,6391.55174796748
MIS012126,2025-09-25,B017,East,Border Patrol,Medium,Storm,55,52,3930021.09,Delayed,75577.32865384615
MIS012127,2026-10-22,B016,West,Surveillance,High,Fog,23,287,1896108.35,Completed,6606.649303135889
MIS012128,2025-09-26,B006,West,Border Patrol,Medium,Fog,33,61,2168767.03,Delayed,35553.557868852455
MIS012129,2026-05-08,B029,South,Border Patrol,Low,Fog,15,317,700252.57,Completed,2208.998643533123
MIS012130,2025-12-07,B019,Central,Border Patrol,Medium,Fog,35,84,2968258.93,Cancelled,35336.41583333333
MIS012131,2026-01-04,B027,West,Reconnaissance,Critical,Storm,32,109,4718418.85,Completed,43288.24633027523
MIS012132,2026-06-05,B005,East,Border Patrol,Critical,Fog,26,153,3791843.98,Completed,24783.293986928104
MIS012133,2025-05-20,B014,Central,Training Exercise,Medium,Clear,20,336,907979.67,Delayed,2702.3204464285714
MIS012134,2026-12-26,B004,East,Supply Delivery,High,Snow,25,274,1284063.18,Delayed,4686.361970802919
MIS012135,2025-12-02,B029,South,Border Patrol,Medium,Storm,69,129,917173.64,Completed,7109.873178294573
MIS012136,2025-05-18,B010,North,Medical Support,Low,Storm,26,42,2991081.9,Delayed,71216.2357142857
MIS012137,2026-10-15,B017,East,Border Patrol,Critical,Rain,42,183,935561.49,Completed,5112.3578688524585
MIS012138,2025-07-29,B020,East,Medical Support,Low,Rain,22,311,907626.67,Completed,2918.413729903537
MIS012139,2026-03-27,B011,Central,Equipment Transport,Medium,Rain,42,22,3654312.45,Completed,166105.11136363636
MIS012140,2025-06-10,B024,East,Surveillance,High,Rain,41,365,2668345.02,Completed,7310.534301369863
MIS012141,2025-06-20,B025,West,Training Exercise,Low,Fog,36,241,4266559.67,Completed,17703.567095435683
MIS012142,2026-01-14,B002,North,Surveillance,High,Snow,51,185,3708030.86,Delayed,20043.410054054053
MIS012143,2025-11-05,B013,South,Equipment Transport,Medium,Snow,12,287,443886.04,Completed,1546.6412543554006
MIS012144,2025-12-31,B025,West,Border Patrol,Medium,Clear,20,357,4371184.07,Completed,12244.213081232494
MIS012145,2025-12-04,B007,Central,Disaster Relief,Medium,Snow,26,136,4389324.56,Completed,32274.445294117642
MIS012146,2025-05-03,B011,Central,Reconnaissance,Critical,Fog,29,173,1996514.52,Completed,11540.546358381504
MIS012147,2025-05-02,B002,North,Equipment Transport,Low,Storm,43,366,701137.57,Completed,1915.6764207650272
MIS012148,2026-05-13,B021,South,Surveillance,Critical,Rain,53,271,4414777.93,Completed,16290.693468634685
MIS012149,2025-03-30,B007,Central,Border Patrol,Medium,Rain,31,48,1915607.91,Completed,39908.498125
MIS012150,2026-09-02,B019,Central,Reconnaissance,Medium,Snow,21,350,4805531.27,Completed,13730.089342857142
MIS012151,2025-07-17,B021,South,Reconnaissance,High,Snow,60,73,340909.57,Completed,4669.994109589041
MIS012152,2025-08-06,B003,East,Border Patrol,Low,Rain,54,357,4034430.42,Completed,11300.925546218486
MIS012153,2025-02-13,B013,South,Equipment Transport,Low,Snow,45,312,813228.5,Completed,2606.5016025641025
MIS012154,2025-05-01,B018,East,Equipment Transport,Low,Snow,52,193,387430.84,Completed,2007.4136787564769
MIS012155,2025-12-16,B019,Central,Supply Delivery,High,Fog,51,181,1659585.62,Completed,9168.981325966852
MIS012156,2025-02-02,B030,East,Medical Support,High,Snow,67,310,4869862.99,Completed,15709.235451612903
MIS012157,2026-11-03,B011,Central,Training Exercise,Low,Storm,49,83,4121911.54,Delayed,49661.58481927711
MIS012158,2026-10-06,B001,Central,Reconnaissance,High,Snow,14,228,2831005.39,Delayed,12416.690307017545
MIS012159,2026-07-02,B028,West,Surveillance,Low,Clear,20,116,255271.6,Cancelled,2200.6172413793106
MIS012160,2026-09-01,B025,West,Training Exercise,Medium,Fog,29,373,3918255.43,Completed,10504.706246648793
MIS012161,2025-09-08,B004,East,Disaster Relief,Medium,Fog,52,367,4539969.74,Cancelled,12370.489754768392
MIS012162,2025-05-11,B029,South,Equipment Transport,Low,Fog,43,132,3220684.57,Completed,24399.12553030303
MIS012163,2026-06-14,B008,East,Training Exercise,Critical,Storm,28,331,264632.05,Completed,799.4925981873112
MIS012164,2025-07-28,B014,Central,Border Patrol,Critical,Rain,37,130,2273835.97,Completed,17491.045923076923
MIS012165,2026-10-07,B016,West,Medical Support,Medium,Rain,67,61,1318876.73,Cancelled,21620.93
MIS012166,2026-10-19,B012,South,Surveillance,Low,Clear,50,160,981408.75,Completed,6133.8046875
MIS012167,2025-10-20,B002,North,Equipment Transport,Medium,Snow,68,152,4987200.21,Delayed,32810.52769736842
MIS012168,2026-12-02,B019,Central,Medical Support,Medium,Rain,16,214,1546723.63,Completed,7227.680514018691
MIS012169,2025-02-09,B006,West,Border Patrol,Low,Fog,8,45,683635.84,Completed,15191.907555555556
MIS012170,2026-02-23,B027,West,Supply Delivery,Low,Storm,9,254,3000864.32,Delayed,11814.426456692912
MIS012171,2025-03-31,B003,East,Reconnaissance,Low,Fog,6,392,1387461.51,Completed,3539.4426275510205
MIS012172,2025-12-28,B013,South,Medical Support,High,Storm,23,383,3964371.42,Delayed,10350.839216710183
MIS012173,2026-07-13,B003,East,Medical Support,High,Fog,71,209,726199.34,Delayed,3474.637990430622
MIS012174,2025-05-06,B026,South,Surveillance,High,Fog,56,396,1183181.56,Cancelled,2987.8322222222223
MIS012175,2025-05-03,B018,East,Reconnaissance,High,Rain,16,274,3656618.88,Completed,13345.324379562044
MIS012176,2025-11-09,B023,North,Reconnaissance,High,Clear,24,241,3328230.69,Completed,13810.085850622407
