Maintenance_ID,Equipment_ID,Base_ID,Maintenance_Date,Maintenance_Type,Downtime_Days,Maintenance_Cost_INR,Technician_Team,Failure
M019377,EQ02567,B002,2026-12-25,Emergency,6,126175.1,Team Charlie,No
M019378,EQ02807,B025,2025-05-10,Emergency,8,132412.78,Team Alpha,Yes
M019379,EQ01402,B012,2026-05-22,Preventive,4,121749.73,Team Bravo,No
M019380,EQ04146,B018,2026-02-09,Emergency,13,209241.68,Team Charlie,Yes
M019381,EQ04798,B012,2026-09-01,Emergency,14,307665.74,Team Bravo,Yes
M019382,EQ04007,B014,2025-01-01,Corrective,15,667120.8,Team Delta,Yes
M019383,EQ03290,B018,2025-12-11,Corrective,7,118983.64,Team Delta,No
M019384,EQ04975,B022,2026-09-15,Emergency,2,46448.76,Team Alpha,No
M019385,EQ03214,B003,2026-05-19,Emergency,0,0.0,Team Charlie,No
M019386,EQ00811,B021,2026-06-06,Corrective,11,482644.55,Team Bravo,Yes
M019387,EQ03763,B029,2026-05-24,Inspection,2,45541.41,Team Echo,No
M019388,EQ03221,B019,2026-11-16,Emergency,13,641420.64,Team Delta,Yes
M019389,EQ03618,B012,2025-09-13,Preventive,2,78508.5,Team Alpha,No
M019390,EQ02066,B028,2025-11-02,Emergency,2,87133.41,Team Echo,No
M019391,EQ01020,B006,2025-12-22,Preventive,0,0.0,Team Charlie,No
M019392,EQ03349,B018,2025-07-15,Preventive,3,121037.6,Team Charlie,No
M019393,EQ02880,B020,2025-09-28,Corrective,7,218818.61,Team Alpha,No
M019394,EQ02730,B009,2025-10-05,Preventive,14,456118.04,Team Bravo,Yes
M019395,EQ00904,B015,2026-06-30,Emergency,3,81705.65,Team Delta,No
M019396,EQ03072,B009,2026-09-25,Preventive,16,795132.22,Team Echo,Yes
M019397,EQ04039,B010,2026-09-25,Inspection,4,96679.32,Team Delta,No
M019398,EQ02776,B015,2026-03-15,Corrective,1,48028.24,Team Alpha,No
M019399,EQ03182,B003,2025-03-26,Preventive,4,158368.08,Team Delta,No
M019400,EQ00462,B020,2025-05-28,Corrective,14,544303.1,Team Charlie,Yes
M019401,EQ04287,B024,2026-06-09,Inspection,8,321313.9,Team Bravo,Yes
M019402,EQ04992,B028,2025-12-30,Preventive,4,166272.79,Team Alpha,No
M019403,EQ03182,B005,2025-05-08,Emergency,0,0.0,Team Bravo,No
M019404,EQ03912,B030,2025-01-29,Emergency,2,68966.13,Team Charlie,No
M019405,EQ04668,B022,2025-07-29,Corrective,2,50776.13,Team Bravo,No
M019406,EQ02805,B025,2026-05-07,Preventive,8,333336.14,Team Delta,Yes
M019407,EQ02064,B012,2025-04-26,Corrective,9,160480.85,Team Alpha,Yes
M019408,EQ00399,B021,2026-12-11,Preventive,6,240684.04,Team Bravo,No
M019409,EQ00806,B019,2025-11-21,Inspection,20,389287.12,Team Delta,Yes
M019410,EQ02999,B020,2025-03-23,Emergency,3,128434.18,Team Echo,No
M019411,EQ04101,B030,2025-05-22,Emergency,4,151868.51,Team Bravo,No
M019412,EQ00658,B009,2026-07-07,Inspection,1,19573.03,Team Bravo,No
M019413,EQ02114,B016,2025-08-20,Inspection,18,846083.53,Team Delta,Yes
M019414,EQ03947,B003,2025-11-24,Preventive,7,265415.42,Team Alpha,No
M019415,EQ04067,B020,2026-09-09,Emergency,8,326377.26,Team Charlie,Yes
M019416,EQ03463,B023,2025-09-29,Emergency,3,70878.48,Team Bravo,No
M019417,EQ03700,B017,2025-01-26,Inspection,1,43210.56,Team Charlie,No
M019418,EQ03115,B017,2026-12-03,Emergency,3,130044.75,Team Echo,No
M019419,EQ03434,B006,2026-11-09,Preventive,2,91369.14,Team Echo,No
M019420,EQ02888,B029,2026-06-27,Inspection,11,215536.31,Team Delta,Yes
M019421,EQ03610,B012,2026-05-24,Emergency,8,353977.59,Team Charlie,Yes
M019422,EQ01084,B018,2025-04-28,Corrective,0,0.0,Team Delta,No
M019423,EQ02722,B025,2025-01-17,Preventive,15,568329.3,Team Delta,Yes
M019424,EQ01815,B027,2025-03-24,Emergency,7,271947.15,Team Charlie,No
M019425,EQ00428,B017,2026-09-12,Corrective,9,350078.52,Team Charlie,Yes
M019426,EQ01973,B001,2025-07-01,Inspection,0,0.0,Team Charlie,No
M019427,EQ00543,B009,2025-11-03,Emergency,6,148106.49,Team Alpha,No
M019428,EQ01206,B012,2026-02-24,Inspection,2,63380.72,Team Alpha,No
M019429,EQ03584,B013,2026-10-06,Corrective,6,195143.19,Team Charlie,No
M019430,EQ02836,B013,2026-01-22,Corrective,0,0.0,Team Charlie,No
M019431,EQ04290,B025,2026-10-12,Inspection,1,32209.3,Team Bravo,No
M019432,EQ00602,B009,2026-02-18,Inspection,6,159461.17,Team Bravo,No
M019433,EQ02683,B006,2025-05-22,Corrective,17,577681.01,Team Alpha,Yes
M019434,EQ04774,B007,2026-05-28,Preventive,9,233360.83,Team Bravo,Yes
M019435,EQ01884,B014,2026-05-29,Corrective,2,96998.05,Team Bravo,No
M019436,EQ03729,B009,2025-12-30,Preventive,2,84513.63,Team Charlie,No
M019437,EQ02053,B030,2025-09-21,Emergency,1,29458.73,Team Alpha,No
M019438,EQ03795,B007,2025-02-19,Inspection,3,49273.29,Team Alpha,No
M019439,EQ01614,B016,2025-01-12,Emergency,16,270515.66,Team Charlie,Yes
M019440,EQ01580,B008,2025-04-13,Emergency,4,184649.63,Team Echo,No
M019441,EQ03189,B009,2026-10-21,Inspection,8,169978.89,Team Delta,Yes
M019442,EQ04238,B006,2025-11-11,Emergency,7,247950.06,Team Bravo,No
M019443,EQ03231,B001,2025-05-23,Inspection,9,357862.75,Team Alpha,Yes
M019444,EQ01636,B022,2026-09-11,Preventive,17,341935.69,Team Delta,Yes
M019445,EQ03620,B029,2025-04-01,Preventive,4,60655.97,Team Echo,No
M019446,EQ03150,B009,2025-12-08,Inspection,8,380484.06,Team Alpha,Yes
M019447,EQ04403,B003,2025-12-19,Inspection,5,125337.05,Team Echo,No
M019448,EQ01735,B012,2026-06-28,Emergency,6,139299.29,Team Echo,No
M019449,EQ00140,B023,2025-12-16,Preventive,20,516469.27,Team Charlie,Yes
M019450,EQ04469,B025,2025-11-03,Inspection,3,145119.12,Team Charlie,No
M019451,EQ00637,B027,2026-04-20,Corrective,6,199700.55,Team Bravo,No
M019452,EQ00863,B010,2025-12-21,Inspection,12,249093.22,Team Bravo,Yes
M019453,EQ00509,B001,2025-10-19,Inspection,2,61362.36,Team Echo,No
M019454,EQ03169,B028,2025-09-30,Inspection,15,510021.92,Team Charlie,Yes
M019455,EQ02589,B030,2025-01-06,Inspection,11,432352.27,Team Alpha,Yes
M019456,EQ01378,B027,2026-05-18,Inspection,9,170360.18,Team Charlie,Yes
M019457,EQ00034,B014,2026-08-15,Corrective,15,730966.17,Team Bravo,Yes
M019458,EQ03156,B023,2026-06-20,Inspection,4,149886.93,Team Bravo,No
M019459,EQ02639,B003,2026-03-27,Emergency,7,243545.58,Team Echo,No
M019460,EQ03889,B018,2025-03-22,Corrective,4,94233.63,Team Charlie,No
M019461,EQ03767,B003,2025-12-30,Emergency,16,655069.7,Team Alpha,Yes
M019462,EQ01274,B025,2026-05-16,Emergency,4,181620.56,Team Charlie,No
M019463,EQ03216,B019,2025-08-20,Corrective,9,193922.21,Team Charlie,Yes
M019464,EQ00859,B007,2026-08-17,Corrective,4,149445.46,Team Charlie,No
M019465,EQ00127,B024,2025-10-17,Corrective,13,464332.44,Team Charlie,Yes
M019466,EQ02786,B004,2026-02-25,Preventive,1,22887.28,Team Charlie,No
M019467,EQ04210,B006,2026-09-15,Corrective,0,0.0,Team Charlie,No
M019468,EQ03872,B021,2026-09-14,Corrective,6,104279.89,Team Charlie,No
M019469,EQ03163,B028,2026-01-08,Corrective,3,122656.82,Team Echo,No
M019470,EQ04409,B004,2025-09-09,Inspection,10,296416.8,Team Alpha,Yes
M019471,EQ03864,B010,2025-05-25,Preventive,11,183437.66,Team Delta,Yes
M019472,EQ00574,B017,2026-08-08,Preventive,0,0.0,Team Bravo,No
M019473,EQ01801,B011,2026-01-22,Preventive,13,514468.17,Team Bravo,Yes
M019474,EQ00620,B006,2026-07-02,Corrective,5,165833.31,Team Charlie,No
M019475,EQ04202,B003,2025-05-06,Corrective,12,389394.58,Team Echo,Yes
M019476,EQ01145,B019,2026-05-04,Inspection,12,379361.7,Team Charlie,Yes
M019477,EQ04224,B010,2025-11-17,Preventive,1,38410.4,Team Charlie,No
M019478,EQ02618,B002,2025-02-05,Preventive,4,79226.34,Team Delta,No
M019479,EQ02865,B029,2025-09-14,Corrective,9,408297.15,Team Charlie,Yes
M019480,EQ00669,B007,2025-11-07,Emergency,19,482983.4,Team Echo,Yes
M019481,EQ03883,B030,2025-08-03,Corrective,0,0.0,Team Charlie,No
M019482,EQ04544,B030,2026-01-11,Emergency,0,0.0,Team Bravo,No
M019483,EQ00245,B006,2026-02-16,Inspection,3,147744.76,Team Echo,No
M019484,EQ02019,B011,2025-06-24,Emergency,5,119062.02,Team Charlie,No
M019485,EQ00664,B010,2025-11-12,Inspection,3,106476.75,Team Echo,No
M019486,EQ00636,B008,2025-06-07,Corrective,14,699872.88,Team Bravo,Yes
M019487,EQ04824,B019,2026-06-25,Corrective,7,264114.98,Team Echo,No
M019488,EQ03458,B012,2025-12-15,Preventive,14,247327.95,Team Echo,Yes
M019489,EQ04090,B005,2026-05-29,Preventive,20,696515.04,Team Echo,Yes
M019490,EQ00648,B002,2025-03-18,Emergency,4,197261.71,Team Alpha,No
M019491,EQ02251,B016,2026-08-02,Emergency,1,40107.79,Team Echo,No
M019492,EQ00175,B021,2026-01-18,Inspection,20,698666.14,Team Bravo,Yes
M019493,EQ04435,B027,2026-06-21,Inspection,20,331724.36,Team Bravo,Yes
M019494,EQ02590,B026,2026-04-23,Preventive,14,338739.49,Team Delta,Yes
M019495,EQ04321,B012,2026-08-09,Inspection,16,278839.72,Team Delta,Yes
M019496,EQ00655,B022,2025-04-17,Corrective,5,88270.72,Team Echo,No
M019497,EQ01032,B010,2025-04-20,Corrective,12,310824.3,Team Charlie,Yes
M019498,EQ02132,B004,2025-04-12,Preventive,6,227870.77,Team Delta,No
M019499,EQ00417,B003,2025-05-08,Emergency,5,184320.94,Team Charlie,No
M019500,EQ02615,B028,2025-10-24,Preventive,19,816895.76,Team Echo,Yes
M019501,EQ03779,B018,2026-06-26,Preventive,3,144245.75,Team Echo,No
M019502,EQ04867,B008,2025-12-20,Emergency,11,203630.17,Team Alpha,Yes
M019503,EQ01574,B009,2025-11-11,Corrective,3,140356.56,Team Bravo,No
M019504,EQ00967,B013,2025-06-14,Corrective,8,139409.04,Team Bravo,Yes
M019505,EQ01899,B015,2026-07-16,Corrective,4,115892.78,Team Charlie,No
M019506,EQ03049,B012,2026-11-11,Preventive,3,115549.64,Team Charlie,No
M019507,EQ02092,B023,2026-03-21,Emergency,2,64093.31,Team Bravo,No
M019508,EQ02786,B011,2026-01-17,Emergency,3,102974.89,Team Bravo,No
M019509,EQ03757,B024,2025-08-12,Emergency,12,198198.07,Team Alpha,Yes
M019510,EQ01372,B015,2026-12-28,Corrective,0,0.0,Team Delta,No
M019511,EQ01671,B022,2026-06-22,Emergency,9,325060.91,Team Bravo,Yes
M019512,EQ03059,B007,2025-08-23,Preventive,12,359976.97,Team Alpha,Yes
M019513,EQ02212,B010,2025-06-04,Preventive,0,0.0,Team Charlie,No
M019514,EQ01904,B030,2025-05-12,Corrective,3,70215.3,Team Delta,No
M019515,EQ01941,B011,2026-08-29,Emergency,0,0.0,Team Bravo,No
M019516,EQ03253,B003,2026-01-21,Corrective,14,461043.06,Team Delta,Yes
M019517,EQ03260,B013,2026-01-30,Corrective,0,0.0,Team Bravo,No
M019518,EQ00009,B009,2026-09-12,Emergency,5,142309.07,Team Delta,No
M019519,EQ01283,B009,2026-06-25,Emergency,0,0.0,Team Charlie,No
M019520,EQ01415,B020,2025-01-07,Preventive,4,85474.03,Team Charlie,No
M019521,EQ00234,B011,2025-08-05,Emergency,9,229277.95,Team Charlie,Yes
M019522,EQ01823,B016,2026-03-20,Preventive,3,86047.12,Team Delta,No
M019523,EQ03828,B029,2025-12-21,Emergency,14,670907.76,Team Charlie,Yes
M019524,EQ01558,B006,2026-12-18,Corrective,4,157379.42,Team Alpha,No
M019525,EQ02277,B010,2026-05-08,Inspection,12,189731.92,Team Alpha,Yes
M019526,EQ03502,B015,2026-12-19,Preventive,9,210535.04,Team Delta,Yes
M019527,EQ02247,B028,2026-03-23,Corrective,5,113932.76,Team Alpha,No
M019528,EQ03546,B029,2025-09-04,Inspection,18,468602.35,Team Echo,Yes
M019529,EQ01856,B016,2025-07-13,Corrective,3,105091.69,Team Charlie,No
M019530,EQ03189,B002,2026-02-23,Corrective,6,99189.03,Team Alpha,No
M019531,EQ03303,B018,2026-01-20,Inspection,8,174673.93,Team Charlie,Yes
M019532,EQ00752,B023,2026-12-13,Corrective,1,33894.21,Team Echo,No
M019533,EQ02863,B007,2026-11-19,Emergency,0,0.0,Team Delta,No
M019534,EQ03641,B028,2026-04-20,Emergency,18,672519.26,Team Echo,Yes
M019535,EQ02687,B028,2025-03-15,Inspection,0,0.0,Team Bravo,No
M019536,EQ03377,B017,2026-02-06,Preventive,5,104821.06,Team Echo,No
M019537,EQ02031,B005,2026-11-22,Inspection,4,69742.03,Team Echo,No
M019538,EQ02586,B025,2026-02-07,Emergency,3,102543.7,Team Echo,No
M019539,EQ03096,B022,2026-09-10,Corrective,13,492422.01,Team Delta,Yes
M019540,EQ03965,B021,2026-08-11,Inspection,2,86799.54,Team Echo,No
M019541,EQ02467,B029,2026-03-19,Emergency,1,33926.77,Team Delta,No
M019542,EQ01795,B024,2026-07-26,Preventive,9,270250.74,Team Delta,Yes
M019543,EQ01657,B030,2026-07-07,Emergency,1,41907.92,Team Bravo,No
M019544,EQ01093,B029,2026-03-24,Corrective,9,223446.96,Team Charlie,Yes
M019545,EQ01355,B002,2025-03-21,Preventive,13,430113.61,Team Echo,Yes
M019546,EQ00952,B008,2026-09-16,Corrective,4,124419.45,Team Alpha,No
M019547,EQ04958,B019,2026-05-04,Inspection,6,260612.99,Team Charlie,No
M019548,EQ03173,B006,2026-12-04,Inspection,9,376120.24,Team Charlie,Yes
M019549,EQ02250,B019,2025-11-12,Preventive,8,213370.89,Team Delta,Yes
M019550,EQ01787,B025,2025-08-07,Corrective,3,138563.03,Team Charlie,No
M019551,EQ00690,B017,2025-01-31,Corrective,2,76236.97,Team Bravo,No
M019552,EQ04115,B018,2026-12-11,Inspection,17,804660.9,Team Bravo,Yes
M019553,EQ01806,B013,2025-08-07,Corrective,15,634066.32,Team Echo,Yes
M019554,EQ01343,B011,2026-08-19,Emergency,10,220422.56,Team Bravo,Yes
M019555,EQ01310,B029,2026-09-12,Inspection,2,93503.8,Team Charlie,No
M019556,EQ00044,B024,2026-10-13,Emergency,18,287100.09,Team Charlie,Yes
M019557,EQ00134,B003,2025-04-10,Preventive,10,223857.18,Team Alpha,Yes
M019558,EQ02799,B014,2026-07-07,Corrective,1,39026.56,Team Delta,No
M019559,EQ04821,B006,2026-02-22,Inspection,12,464101.97,Team Echo,Yes
M019560,EQ03801,B014,2025-07-09,Inspection,1,21728.12,Team Charlie,No
M019561,EQ02109,B016,2025-05-23,Inspection,6,107114.18,Team Delta,No
M019562,EQ02682,B010,2026-05-19,Emergency,3,91336.4,Team Delta,No
M019563,EQ00288,B022,2026-06-26,Preventive,8,120028.41,Team Charlie,Yes
M019564,EQ01171,B009,2026-07-07,Emergency,20,571853.84,Team Alpha,Yes
M019565,EQ03196,B025,2026-12-19,Inspection,4,138421.74,Team Charlie,No
M019566,EQ04615,B008,2025-08-30,Emergency,4,72382.5,Team Alpha,No
M019567,EQ02289,B014,2026-08-03,Inspection,2,99778.58,Team Bravo,No
M019568,EQ03657,B024,2026-08-29,Emergency,0,0.0,Team Echo,No
M019569,EQ01119,B029,2025-04-22,Corrective,2,42256.86,Team Charlie,No
M019570,EQ04595,B007,2025-11-24,Emergency,0,0.0,Team Bravo,No
M019571,EQ02518,B001,2026-05-03,Corrective,3,54321.99,Team Echo,No
M019572,EQ02558,B027,2026-10-02,Preventive,4,146065.89,Team Charlie,No
M019573,EQ04030,B030,2025-04-14,Corrective,3,65247.46,Team Bravo,No
M019574,EQ03612,B013,2025-12-22,Inspection,1,36086.6,Team Bravo,No
M019575,EQ01151,B030,2025-11-30,Inspection,8,232168.52,Team Echo,Yes
M019576,EQ00059,B003,2026-12-16,Inspection,18,504296.93,Team Delta,Yes
M019577,EQ00881,B001,2025-08-01,Preventive,3,81665.74,Team Charlie,No
M019578,EQ04224,B015,2026-09-29,Inspection,4,184476.15,Team Bravo,No
M019579,EQ04800,B015,2025-05-25,Inspection,2,64093.53,Team Charlie,No
M019580,EQ01005,B016,2026-10-18,Emergency,20,989352.44,Team Charlie,Yes
M019581,EQ03941,B001,2025-10-14,Corrective,8,314822.71,Team Delta,Yes
M019582,EQ02682,B028,2025-02-06,Inspection,2,60472.61,Team Alpha,No
M019583,EQ00635,B001,2025-06-30,Preventive,3,81967.14,Team Charlie,No
M019584,EQ00822,B007,2025-08-07,Preventive,20,519386.0,Team Echo,Yes
M019585,EQ04003,B030,2026-06-08,Corrective,11,539674.0,Team Bravo,Yes
M019586,EQ00946,B028,2026-06-18,Preventive,10,180350.77,Team Echo,Yes
M019587,EQ00521,B011,2025-09-30,Inspection,5,107772.46,Team Bravo,No
M019588,EQ02822,B025,2026-11-19,Emergency,3,76305.51,Team Echo,No
M019589,EQ03534,B006,2026-09-17,Emergency,3,52220.24,Team Delta,No
M019590,EQ01171,B018,2025-10-12,Inspection,9,416257.69,Team Charlie,Yes
M019591,EQ02736,B007,2025-08-28,Inspection,15,257282.86,Team Delta,Yes
M019592,EQ01463,B026,2025-10-07,Inspection,2,68581.03,Team Echo,No
M019593,EQ02376,B019,2025-03-28,Preventive,9,314538.59,Team Charlie,Yes
M019594,EQ03901,B005,2026-08-06,Preventive,3,68610.09,Team Charlie,No
M019595,EQ02376,B027,2026-11-09,Corrective,9,343432.64,Team Alpha,Yes
M019596,EQ01328,B019,2025-12-04,Corrective,4,88413.49,Team Echo,No
M019597,EQ01298,B018,2025-03-18,Preventive,7,239036.2,Team Echo,No
M019598,EQ04660,B028,2025-11-16,Emergency,5,128062.85,Team Bravo,No
M019599,EQ03194,B025,2025-12-31,Emergency,2,34980.76,Team Bravo,No
M019600,EQ02242,B017,2026-06-01,Emergency,2,73368.34,Team Charlie,No
M019601,EQ04002,B009,2026-08-05,Corrective,7,300531.21,Team Charlie,No
M019602,EQ03187,B007,2025-10-19,Corrective,14,342868.89,Team Charlie,Yes
M019603,EQ00651,B002,2025-07-26,Corrective,11,491471.34,Team Bravo,Yes
M019604,EQ01388,B023,2025-06-26,Corrective,7,161184.34,Team Echo,No
M019605,EQ03064,B014,2025-08-12,Corrective,6,236006.12,Team Delta,No
M019606,EQ01646,B013,2025-03-12,Emergency,9,187850.83,Team Delta,Yes
M019607,EQ01597,B008,2025-11-04,Inspection,0,0.0,Team Echo,No
M019608,EQ03342,B001,2026-04-05,Emergency,4,85371.78,Team Delta,No
M019609,EQ02693,B010,2026-11-11,Emergency,1,18466.26,Team Bravo,No
M019610,EQ00372,B024,2025-05-16,Inspection,18,315757.85,Team Bravo,Yes
M019611,EQ04282,B020,2026-05-20,Inspection,2,84368.67,Team Delta,No
M019612,EQ03989,B010,2025-12-12,Emergency,1,24701.36,Team Alpha,No
M019613,EQ04200,B028,2026-09-14,Corrective,5,197546.84,Team Echo,No
M019614,EQ02424,B008,2025-07-19,Emergency,0,0.0,Team Charlie,No
M019615,EQ00289,B003,2026-11-26,Inspection,4,150432.22,Team Charlie,No
M019616,EQ02508,B010,2026-04-30,Inspection,0,0.0,Team Echo,No
M019617,EQ01899,B022,2026-05-29,Inspection,1,17838.31,Team Alpha,No
M019618,EQ01198,B017,2026-08-05,Emergency,5,191358.89,Team Alpha,No
M019619,EQ01183,B030,2026-09-26,Preventive,4,77356.7,Team Alpha,No
M019620,EQ02286,B003,2026-05-13,Emergency,2,82484.99,Team Alpha,No
M019621,EQ01135,B012,2026-05-25,Corrective,18,646317.82,Team Delta,Yes
M019622,EQ00356,B015,2026-12-18,Inspection,4,61896.63,Team Echo,No
M019623,EQ01499,B010,2026-10-02,Inspection,19,286801.91,Team Bravo,Yes
M019624,EQ03583,B011,2025-05-31,Emergency,8,130182.25,Team Alpha,Yes
M019625,EQ04315,B027,2026-12-21,Preventive,7,160253.78,Team Charlie,No
M019626,EQ03001,B010,2025-12-21,Inspection,0,0.0,Team Echo,No
M019627,EQ02121,B001,2025-10-10,Preventive,6,226398.26,Team Delta,No
M019628,EQ01375,B026,2026-11-11,Inspection,9,442751.98,Team Alpha,Yes
M019629,EQ00581,B027,2026-05-26,Emergency,0,0.0,Team Alpha,No
M019630,EQ04465,B018,2026-12-08,Corrective,1,42146.1,Team Delta,No
M019631,EQ00585,B021,2026-01-14,Corrective,15,688230.58,Team Echo,Yes
M019632,EQ00519,B022,2026-02-07,Corrective,1,24574.9,Team Echo,No
M019633,EQ01098,B030,2026-05-03,Preventive,3,49975.45,Team Charlie,No
M019634,EQ01672,B014,2025-11-24,Corrective,0,0.0,Team Bravo,No
M019635,EQ02843,B025,2025-09-13,Preventive,3,48553.17,Team Charlie,No
M019636,EQ02316,B005,2026-12-14,Preventive,6,281361.87,Team Bravo,No
M019637,EQ00054,B010,2025-09-26,Emergency,2,77382.72,Team Charlie,No
M019638,EQ03595,B016,2026-05-13,Inspection,3,51784.3,Team Delta,No
M019639,EQ00254,B008,2026-01-07,Emergency,2,32513.35,Team Charlie,No
M019640,EQ00716,B026,2026-05-11,Preventive,1,41431.46,Team Delta,No
M019641,EQ03255,B007,2025-01-21,Inspection,17,441134.67,Team Delta,Yes
M019642,EQ03743,B008,2025-02-26,Corrective,3,72903.1,Team Echo,No
M019643,EQ04183,B030,2025-08-23,Inspection,2,94954.18,Team Bravo,No
M019644,EQ00214,B013,2026-09-12,Emergency,8,260544.82,Team Delta,Yes
M019645,EQ02007,B020,2026-06-01,Inspection,8,156756.3,Team Bravo,Yes
M019646,EQ04857,B015,2025-07-30,Corrective,3,98731.88,Team Echo,No
M019647,EQ01470,B028,2025-05-03,Emergency,0,0.0,Team Bravo,No
M019648,EQ02499,B027,2026-11-03,Corrective,4,72824.78,Team Delta,No
M019649,EQ05000,B030,2025-12-12,Corrective,9,187271.81,Team Alpha,Yes
M019650,EQ04620,B011,2025-12-23,Inspection,0,0.0,Team Bravo,No
M019651,EQ01151,B027,2025-11-08,Emergency,13,255748.36,Team Delta,Yes
M019652,EQ02315,B017,2026-06-30,Inspection,15,734235.19,Team Echo,Yes
M019653,EQ04853,B010,2025-07-10,Inspection,4,89033.13,Team Delta,No
M019654,EQ02646,B025,2026-10-23,Preventive,5,171169.25,Team Delta,No
M019655,EQ03054,B014,2026-03-01,Emergency,2,78298.43,Team Delta,No
M019656,EQ02885,B021,2025-04-09,Inspection,10,164587.68,Team Charlie,Yes
M019657,EQ04948,B020,2026-08-30,Inspection,5,200924.4,Team Alpha,No
M019658,EQ02989,B014,2025-01-10,Emergency,17,824115.24,Team Alpha,Yes
M019659,EQ02934,B014,2025-06-01,Corrective,11,175601.66,Team Echo,Yes
M019660,EQ03587,B023,2025-01-09,Corrective,7,209838.67,Team Echo,No
M019661,EQ01986,B019,2025-12-15,Inspection,1,37619.3,Team Bravo,No
M019662,EQ01240,B011,2025-11-05,Emergency,0,0.0,Team Charlie,No
M019663,EQ04383,B011,2026-07-23,Corrective,7,296069.09,Team Echo,No
M019664,EQ03034,B015,2026-01-14,Emergency,3,139688.34,Team Delta,No
M019665,EQ02320,B017,2026-11-17,Inspection,7,250076.41,Team Alpha,No
M019666,EQ03784,B025,2025-05-29,Emergency,5,214151.36,Team Charlie,No
M019667,EQ04707,B014,2025-01-08,Corrective,8,204290.92,Team Echo,Yes
M019668,EQ01980,B003,2026-09-03,Preventive,5,176312.09,Team Delta,No
M019669,EQ04028,B030,2025-03-28,Inspection,9,366043.81,Team Alpha,Yes
M019670,EQ04710,B011,2025-01-26,Emergency,2,52742.85,Team Charlie,No
M019671,EQ03115,B002,2025-12-29,Inspection,7,278020.48,Team Delta,No
M019672,EQ01083,B009,2025-09-24,Preventive,5,93003.44,Team Bravo,No
M019673,EQ03531,B006,2025-07-26,Corrective,0,0.0,Team Alpha,No
M019674,EQ01870,B028,2025-08-26,Corrective,4,90772.22,Team Echo,No
M019675,EQ04601,B001,2026-03-10,Emergency,8,174499.93,Team Echo,Yes
M019676,EQ02001,B011,2025-07-07,Corrective,3,45082.42,Team Alpha,No
M019677,EQ01159,B024,2026-07-15,Preventive,2,84259.25,Team Bravo,No
M019678,EQ03328,B006,2025-12-12,Emergency,2,41086.28,Team Echo,No
M019679,EQ02908,B021,2025-10-10,Preventive,4,168612.18,Team Bravo,No
M019680,EQ00412,B006,2026-05-22,Emergency,0,0.0,Team Bravo,No
M019681,EQ03312,B027,2025-03-07,Emergency,5,171964.95,Team Charlie,No
M019682,EQ01518,B013,2025-05-05,Preventive,4,82524.78,Team Alpha,No
M019683,EQ00193,B013,2026-01-09,Emergency,8,212094.16,Team Charlie,Yes
M019684,EQ04151,B015,2025-09-13,Preventive,3,125352.35,Team Delta,No
M019685,EQ04090,B021,2025-12-01,Inspection,7,189127.11,Team Bravo,No
M019686,EQ00901,B025,2025-08-23,Emergency,11,351857.73,Team Alpha,Yes
M019687,EQ02937,B017,2025-09-21,Emergency,2,98682.66,Team Bravo,No
M019688,EQ03675,B014,2025-08-15,Inspection,6,114822.99,Team Alpha,No
M019689,EQ01673,B015,2026-11-29,Corrective,6,179656.38,Team Bravo,No
M019690,EQ01277,B012,2026-11-23,Emergency,17,471963.26,Team Bravo,Yes
M019691,EQ04213,B028,2026-05-24,Emergency,8,192177.36,Team Echo,Yes
M019692,EQ04846,B003,2025-02-03,Corrective,9,152014.77,Team Delta,Yes
M019693,EQ02532,B014,2026-10-20,Corrective,2,94028.55,Team Charlie,No
M019694,EQ03422,B017,2025-02-15,Inspection,4,82033.22,Team Charlie,No
M019695,EQ04821,B008,2026-01-20,Preventive,5,217549.96,Team Bravo,No
M019696,EQ02857,B008,2025-04-15,Corrective,12,508759.48,Team Alpha,Yes
M019697,EQ02275,B022,2025-01-23,Emergency,3,79297.11,Team Charlie,No
M019698,EQ00502,B028,2025-08-01,Corrective,4,142622.3,Team Echo,No
M019699,EQ03055,B026,2025-01-19,Preventive,20,449695.91,Team Delta,Yes
M019700,EQ03379,B022,2026-12-02,Inspection,5,126544.61,Team Charlie,No
M019701,EQ02144,B021,2026-12-17,Preventive,3,103303.65,Team Echo,No
M019702,EQ01945,B015,2026-09-27,Inspection,4,147319.09,Team Charlie,No
M019703,EQ04993,B029,2025-07-29,Corrective,3,120954.66,Team Delta,No
M019704,EQ03121,B015,2025-02-02,Corrective,0,0.0,Team Delta,No
M019705,EQ02498,B009,2025-12-02,Corrective,1,20830.42,Team Delta,No
M019706,EQ01889,B021,2026-05-01,Corrective,9,377978.95,Team Delta,Yes
M019707,EQ03659,B008,2026-09-13,Emergency,13,612493.8,Team Delta,Yes
M019708,EQ03216,B023,2026-02-15,Preventive,8,261218.49,Team Echo,Yes
M019709,EQ01402,B029,2025-05-03,Corrective,0,0.0,Team Echo,No
M019710,EQ03999,B011,2025-09-26,Emergency,2,38691.19,Team Charlie,No
M019711,EQ00795,B018,2025-11-02,Inspection,9,357760.47,Team Charlie,Yes
M019712,EQ03588,B030,2026-08-14,Corrective,3,114277.35,Team Bravo,No
M019713,EQ02898,B008,2026-05-14,Inspection,16,750997.44,Team Charlie,Yes
