Fuel_ID,Date,Base_ID,Region,Vehicle_Type,Fuel_Consumed_Liters,Fuel_Cost_INR
F056201,2026-08-12,B016,West,Tank,585.72,55059.86
F056202,2026-11-30,B012,South,Tank,699.63,68877.52
F056203,2026-04-26,B027,West,Transport Vehicle,257.82,24697.45
F056204,2025-08-31,B014,Central,Jeep,64.51,6183.18
F056205,2026-12-05,B006,West,Tank,760.9,68738.87
F056206,2025-10-09,B022,Central,Truck,345.85,32063.36
F056207,2026-11-06,B011,Central,Jeep,51.79,5134.6
F056208,2026-02-18,B028,West,Jeep,113.95,10993.29
F056209,2026-07-22,B004,East,Generator,94.27,8491.69
F056210,2026-10-01,B013,South,Transport Vehicle,345.42,31738.99
F056211,2025-12-29,B003,East,Helicopter,565.92,55620.12
F056212,2026-03-14,B009,South,Helicopter,569.57,55163.25
F056213,2026-05-22,B028,West,Tank,677.15,65367.58
F056214,2026-11-08,B012,South,Truck,341.69,33479.18
F056215,2025-06-16,B012,South,Helicopter,550.66,51145.62
F056216,2025-04-29,B001,Central,Generator,148.65,14440.32
F056217,2026-08-17,B003,East,Transport Vehicle,260.93,25415.96
F056218,2025-02-25,B013,South,Generator,105.62,9844.85
F056219,2026-09-18,B014,Central,Truck,372.83,34397.17
F056220,2026-06-26,B004,East,Jeep,70.81,6970.28
F056221,2025-12-18,B022,Central,Generator,147.88,13530.23
F056222,2026-01-10,B013,South,Transport Vehicle,220.26,21633.52
F056223,2025-07-19,B013,South,Generator,164.91,15417.86
F056224,2026-04-14,B023,North,Jeep,67.19,6440.73
F056225,2026-01-11,B012,South,Tank,601.66,59469.38
F056226,2026-03-15,B006,West,Transport Vehicle,335.36,30185.25
F056227,2025-11-06,B027,West,Truck,347.29,33901.46
F056228,2026-03-13,B020,East,Jeep,46.06,4489.33
F056229,2026-01-29,B016,West,Helicopter,612.23,55876.8
F056230,2026-05-07,B017,East,Tank,690.57,64632.43
F056231,2025-10-24,B010,North,Tank,780.72,75578.83
F056232,2026-01-23,B030,East,Transport Vehicle,328.51,29601.84
F056233,2025-08-04,B007,Central,Generator,128.76,11946.65
F056234,2025-05-17,B018,East,Tank,794.0,74332.0
F056235,2025-03-21,B016,West,Jeep,61.92,5809.47
F056236,2026-10-16,B025,West,Transport Vehicle,253.8,24175.15
F056237,2025-02-19,B021,South,Jeep,118.71,11667.39
F056238,2025-11-24,B015,South,Jeep,52.3,5016.99
F056239,2026-04-09,B009,South,Helicopter,475.87,43443.58
F056240,2026-11-22,B013,South,Tank,848.35,83593.85
F056241,2026-10-31,B003,East,Generator,176.34,16217.67
F056242,2026-06-08,B001,Central,Jeep,67.48,6463.71
F056243,2026-07-30,B020,East,Jeep,77.09,7641.71
F056244,2026-08-24,B006,West,Transport Vehicle,207.86,19515.74
F056245,2025-03-01,B009,South,Jeep,85.35,8480.88
F056246,2025-03-14,B016,West,Tank,578.02,56048.59
F056247,2025-02-26,B017,East,Truck,287.04,27568.76
F056248,2026-11-02,B026,South,Jeep,97.49,9460.62
F056249,2025-06-04,B007,Central,Tank,867.99,80774.76
F056250,2025-09-12,B025,West,Transport Vehicle,283.66,27247.84
F056251,2025-06-08,B015,South,Tank,592.97,58080.21
F056252,2025-03-14,B029,South,Truck,437.35,39891.71
F056253,2026-11-11,B008,East,Helicopter,559.09,52093.51
F056254,2026-09-23,B011,Central,Jeep,74.83,7135.48
F056255,2026-01-31,B018,East,Generator,150.0,14631.3
F056256,2025-07-05,B001,Central,Helicopter,525.35,50684.96
F056257,2025-06-13,B003,East,Helicopter,552.94,50245.86
F056258,2026-07-01,B006,West,Tank,822.55,81118.09
F056259,2026-07-13,B005,East,Tank,579.34,54917.54
F056260,2026-05-22,B007,Central,Tank,681.51,62525.38
F056261,2025-01-23,B007,Central,Jeep,81.18,7740.41
F056262,2026-02-26,B012,South,Generator,97.14,9605.46
F056263,2025-04-01,B025,West,Generator,136.17,13590.96
F056264,2025-07-31,B002,North,Truck,246.27,22630.13
F056265,2026-09-05,B013,South,Helicopter,448.22,43218.65
F056266,2026-09-04,B016,West,Transport Vehicle,302.64,29783.13
F056267,2026-10-17,B025,West,Tank,563.67,56211.37
F056268,2026-11-23,B008,East,Jeep,77.05,7391.96
F056269,2026-09-16,B022,Central,Transport Vehicle,245.43,23494.01
F056270,2026-09-22,B019,Central,Transport Vehicle,185.79,18045.15
F056271,2026-08-12,B030,East,Transport Vehicle,308.36,29441.77
F056272,2026-12-30,B018,East,Truck,416.97,40553.13
F056273,2025-09-07,B009,South,Truck,279.18,25732.55
F056274,2026-04-23,B025,West,Transport Vehicle,216.07,20324.85
F056275,2026-03-23,B026,South,Generator,116.98,11543.13
F056276,2025-05-23,B008,East,Generator,98.24,9491.24
F056277,2026-06-03,B005,East,Jeep,98.02,9774.61
F056278,2026-06-01,B001,Central,Truck,326.77,29910.0
F056279,2025-08-30,B029,South,Jeep,96.19,9171.27
F056280,2025-08-23,B027,West,Generator,161.67,14595.36
F056281,2025-05-07,B016,West,Transport Vehicle,321.93,31842.48
F056282,2026-08-06,B025,West,Generator,157.99,14553.12
F056283,2025-05-02,B007,Central,Jeep,78.97,7386.17
F056284,2025-12-04,B009,South,Helicopter,604.67,58860.49
F056285,2026-04-16,B023,North,Transport Vehicle,285.56,28293.44
F056286,2025-04-03,B007,Central,Truck,447.76,41974.17
F056287,2026-06-25,B008,East,Jeep,69.78,6746.38
F056288,2025-01-17,B025,West,Helicopter,663.19,63642.19
F056289,2025-03-13,B010,North,Helicopter,607.88,54852.2
F056290,2025-03-28,B021,South,Tank,524.41,49652.0
F056291,2026-02-20,B024,East,Truck,404.2,37109.74
F056292,2025-08-28,B020,East,Generator,152.37,14577.18
F056293,2025-09-23,B012,South,Jeep,108.1,10228.35
F056294,2026-07-12,B012,South,Truck,427.22,41407.33
F056295,2026-12-15,B023,North,Transport Vehicle,276.27,25610.81
F056296,2026-11-10,B019,Central,Transport Vehicle,199.82,18607.69
F056297,2025-04-02,B014,Central,Generator,95.68,9148.92
F056298,2026-07-09,B007,Central,Generator,143.63,13059.51
F056299,2026-05-12,B022,Central,Tank,703.13,66384.53
F056300,2025-10-13,B021,South,Generator,154.37,15243.42
F056301,2026-12-08,B022,Central,Tank,882.55,82185.68
F056302,2025-11-10,B020,East,Helicopter,481.03,47400.12
F056303,2026-11-13,B023,North,Helicopter,645.99,58679.71
F056304,2025-05-13,B015,South,Helicopter,603.99,55171.48
F056305,2026-02-11,B017,East,Tank,791.57,77962.6
F056306,2026-07-26,B019,Central,Tank,681.33,67024.47
F056307,2026-01-22,B028,West,Generator,116.71,11564.77
F056308,2025-05-05,B028,West,Generator,113.17,10805.8
F056309,2026-10-22,B022,Central,Jeep,74.57,6887.03
F056310,2025-06-13,B017,East,Transport Vehicle,206.4,19008.31
F056311,2026-10-20,B004,East,Truck,282.58,25549.54
F056312,2026-02-11,B002,North,Truck,390.99,36535.45
F056313,2025-04-10,B020,East,Helicopter,533.24,51110.52
F056314,2026-11-17,B013,South,Tank,783.46,78128.47
F056315,2026-03-15,B029,South,Helicopter,657.12,64803.15
F056316,2025-04-05,B009,South,Truck,382.95,36548.98
F056317,2026-10-27,B003,East,Transport Vehicle,209.28,19341.01
F056318,2025-06-09,B028,West,Transport Vehicle,221.61,20262.15
F056319,2025-03-23,B016,West,Truck,342.2,33540.6
F056320,2026-10-19,B021,South,Transport Vehicle,309.63,28861.63
F056321,2026-09-16,B021,South,Transport Vehicle,289.41,28510.1
F056322,2026-09-21,B008,East,Tank,539.7,53852.4
F056323,2026-05-22,B020,East,Jeep,83.39,7755.36
F056324,2026-04-30,B026,South,Jeep,113.27,10870.14
F056325,2025-01-15,B001,Central,Tank,602.88,58250.28
F056326,2025-11-15,B004,East,Helicopter,423.66,41831.57
F056327,2025-11-26,B022,Central,Generator,80.26,7565.71
F056328,2025-03-22,B010,North,Generator,142.7,13474.5
F056329,2025-11-06,B026,South,Transport Vehicle,327.02,30941.78
F056330,2026-11-29,B027,West,Helicopter,489.9,48764.56
F056331,2026-03-30,B007,Central,Jeep,73.72,7108.79
F056332,2025-09-20,B027,West,Tank,591.39,53980.66
F056333,2025-03-20,B022,Central,Helicopter,508.08,47991.8
F056334,2026-05-09,B011,Central,Transport Vehicle,209.84,19288.03
F056335,2025-11-11,B001,Central,Jeep,73.71,6635.79
F056336,2026-11-11,B014,Central,Helicopter,419.69,40547.68
F056337,2026-11-18,B012,South,Jeep,59.03,5757.97
F056338,2025-02-11,B018,East,Generator,162.57,15379.7
F056339,2025-03-06,B015,South,Transport Vehicle,296.51,28002.46
F056340,2025-10-03,B021,South,Tank,807.89,73362.95
F056341,2026-09-02,B013,South,Tank,698.0,66244.82
F056342,2026-01-15,B022,Central,Jeep,98.81,9424.74
F056343,2025-01-09,B017,East,Tank,673.05,65161.97
F056344,2025-12-10,B008,East,Helicopter,642.8,59276.93
F056345,2025-08-10,B004,East,Helicopter,549.79,54471.8
F056346,2026-12-24,B016,West,Truck,333.0,31198.99
F056347,2026-10-28,B023,North,Transport Vehicle,206.7,18774.47
F056348,2025-04-27,B030,East,Helicopter,418.1,38250.63
F056349,2025-08-13,B010,North,Tank,739.86,68822.21
F056350,2026-06-03,B011,Central,Helicopter,475.36,47238.61
F056351,2026-12-13,B019,Central,Generator,158.94,14328.96
F056352,2026-03-25,B002,North,Jeep,82.13,7854.79
F056353,2025-06-04,B003,East,Helicopter,442.93,43128.5
F056354,2026-07-10,B016,West,Tank,568.54,55282.09
F056355,2025-03-02,B006,West,Generator,101.81,10174.59
F056356,2026-08-21,B001,Central,Transport Vehicle,217.02,20604.29
F056357,2026-01-24,B015,South,Truck,333.07,31465.58
F056358,2026-10-13,B024,East,Transport Vehicle,338.39,31851.17
F056359,2025-08-13,B005,East,Truck,310.25,29253.09
F056360,2026-09-03,B007,Central,Jeep,50.97,4719.66
F056361,2025-07-01,B022,Central,Generator,102.52,9237.41
F056362,2025-03-28,B001,Central,Helicopter,660.94,64779.21
F056363,2025-07-17,B028,West,Generator,100.9,9830.09
F056364,2025-12-11,B028,West,Helicopter,677.19,66614.34
F056365,2025-12-10,B005,East,Jeep,77.37,7392.99
F056366,2026-04-10,B010,North,Transport Vehicle,326.4,31695.57
F056367,2025-07-14,B023,North,Transport Vehicle,219.15,19794.17
F056368,2025-02-19,B007,Central,Truck,289.76,27330.56
F056369,2025-09-23,B025,West,Helicopter,677.54,61985.55
F056370,2025-08-29,B006,West,Tank,516.0,49753.39
F056371,2026-02-17,B028,West,Generator,166.26,16585.4
F056372,2026-07-13,B029,South,Generator,108.86,10311.66
F056373,2026-06-19,B016,West,Tank,778.45,76818.2
F056374,2026-09-13,B022,Central,Truck,310.0,28584.39
F056375,2025-04-11,B027,West,Jeep,75.17,7163.48
F056376,2026-08-11,B025,West,Helicopter,665.71,60230.5
F056377,2025-01-11,B019,Central,Helicopter,628.7,58177.78
F056378,2025-03-27,B012,South,Generator,123.55,11880.47
F056379,2025-11-02,B010,North,Helicopter,436.1,40491.69
F056380,2026-05-06,B001,Central,Helicopter,597.91,56230.03
F056381,2025-09-14,B014,Central,Jeep,96.72,9640.48
F056382,2025-06-21,B005,East,Truck,386.9,35365.08
F056383,2025-07-27,B012,South,Jeep,83.85,7991.15
F056384,2026-05-26,B008,East,Tank,626.9,57132.51
F056385,2025-04-18,B015,South,Generator,107.23,9776.57
F056386,2025-12-17,B020,East,Transport Vehicle,300.12,27144.53
F056387,2025-11-14,B007,Central,Transport Vehicle,196.58,18529.56
F056388,2026-05-01,B015,South,Helicopter,677.35,67088.74
F056389,2025-06-03,B005,East,Truck,256.85,23589.42
F056390,2025-01-06,B013,South,Helicopter,486.76,47659.11
F056391,2025-11-11,B006,West,Jeep,82.7,7762.89
F056392,2025-02-10,B019,Central,Generator,176.1,16879.54
F056393,2025-11-21,B002,North,Truck,370.41,34511.69
F056394,2025-11-25,B026,South,Generator,145.33,13198.15
F056395,2026-06-26,B026,South,Generator,82.89,7927.01
F056396,2026-04-02,B021,South,Transport Vehicle,330.26,32987.86
F056397,2025-01-10,B018,East,Truck,287.89,26845.47
F056398,2025-07-04,B011,Central,Transport Vehicle,305.27,29827.28
F056399,2026-05-12,B006,West,Transport Vehicle,259.89,24528.38
F056400,2026-06-05,B021,South,Truck,348.68,32079.54
F056401,2026-07-25,B005,East,Generator,171.74,17021.09
F056402,2025-12-04,B030,East,Truck,397.52,36138.82
F056403,2026-11-28,B025,West,Transport Vehicle,323.55,29808.75
F056404,2026-05-21,B013,South,Transport Vehicle,189.73,18435.85
F056405,2025-05-09,B017,East,Generator,157.52,14243.03
F056406,2026-12-13,B001,Central,Helicopter,521.42,50200.81
F056407,2026-01-30,B021,South,Generator,149.59,14889.1
F056408,2025-01-04,B009,South,Jeep,110.38,10327.56
F056409,2025-06-28,B004,East,Generator,81.96,7553.96
F056410,2026-06-19,B023,North,Generator,128.01,11820.28
F056411,2025-04-02,B010,North,Generator,127.09,12619.1
F056412,2025-10-27,B020,East,Transport Vehicle,250.16,23138.42
F056413,2025-02-16,B002,North,Generator,142.58,13378.43
F056414,2025-08-29,B005,East,Truck,245.34,22742.0
F056415,2025-04-20,B016,West,Helicopter,497.28,47735.39
F056416,2026-05-05,B021,South,Jeep,67.46,6565.58
F056417,2026-09-23,B029,South,Transport Vehicle,247.0,24131.59
F056418,2025-12-19,B003,East,Truck,397.29,38738.22
F056419,2026-10-11,B027,West,Truck,257.65,23662.18
F056420,2026-10-29,B017,East,Transport Vehicle,322.46,30887.0
F056421,2025-01-23,B029,South,Generator,131.9,12379.85
F056422,2026-06-08,B007,Central,Truck,438.54,42388.88
F056423,2026-02-07,B009,South,Tank,572.36,53553.92
F056424,2026-06-17,B001,Central,Tank,538.73,49319.12
F056425,2025-06-22,B028,West,Helicopter,628.96,57408.36
F056426,2025-07-23,B006,West,Helicopter,647.23,58452.68
F056427,2026-04-23,B030,East,Helicopter,665.83,62600.84
F056428,2025-03-14,B017,East,Transport Vehicle,311.5,30399.95
F056429,2025-06-07,B011,Central,Transport Vehicle,280.25,26642.78
F056430,2026-08-26,B027,West,Transport Vehicle,235.97,22066.66
F056431,2025-08-13,B009,South,Jeep,90.04,8739.7
F056432,2025-07-22,B017,East,Tank,877.28,79255.66
F056433,2025-03-19,B026,South,Helicopter,551.9,52448.21
F056434,2026-12-19,B022,Central,Jeep,103.49,9525.82
F056435,2025-06-03,B020,East,Generator,122.38,11038.02
F056436,2026-02-17,B014,Central,Jeep,48.05,4647.15
F056437,2025-10-23,B024,East,Jeep,96.9,9214.21
F056438,2025-01-21,B002,North,Generator,133.1,12094.52
F056439,2025-03-25,B019,Central,Jeep,104.93,9783.45
F056440,2025-06-19,B029,South,Jeep,116.62,11237.45
F056441,2025-02-01,B025,West,Helicopter,444.76,43716.12
F056442,2026-06-05,B025,West,Jeep,119.03,10797.63
F056443,2025-12-30,B021,South,Tank,666.1,65900.45
F056444,2025-04-09,B021,South,Generator,93.12,8844.46
F056445,2026-03-14,B012,South,Truck,388.56,37799.79
F056446,2026-10-11,B018,East,Jeep,86.29,8325.1
F056447,2026-12-21,B009,South,Generator,137.34,13365.66
F056448,2026-12-07,B009,South,Jeep,108.39,10055.95
F056449,2025-08-15,B024,East,Generator,133.07,12552.78
F056450,2025-09-16,B010,North,Generator,138.35,12505.28
F056451,2026-10-02,B003,East,Generator,130.55,12922.79
F056452,2025-12-27,B018,East,Generator,176.41,15994.47
F056453,2025-03-26,B026,South,Jeep,97.4,9205.61
F056454,2025-01-10,B024,East,Jeep,58.71,5555.68
F056455,2026-02-13,B029,South,Helicopter,605.73,57144.79
F056456,2025-03-25,B017,East,Transport Vehicle,331.33,30938.59
F056457,2025-11-01,B012,South,Generator,143.9,13363.43
F056458,2026-12-24,B004,East,Truck,206.81,19882.77
F056459,2026-02-27,B003,East,Jeep,116.52,11552.74
F056460,2025-10-16,B026,South,Jeep,63.35,5936.7
F056461,2026-12-10,B014,Central,Transport Vehicle,257.46,24606.06
F056462,2025-12-27,B006,West,Generator,164.46,15832.87
F056463,2025-12-27,B005,East,Truck,247.06,24695.32
F056464,2025-03-08,B025,West,Jeep,57.29,5706.61
F056465,2025-04-06,B011,Central,Helicopter,559.46,53374.26
F056466,2026-07-09,B008,East,Jeep,82.5,8160.49
F056467,2026-12-20,B021,South,Generator,177.97,16701.75
F056468,2026-01-25,B006,West,Truck,319.18,29000.76
F056469,2026-04-03,B003,East,Helicopter,674.39,66458.86
F056470,2026-09-23,B024,East,Truck,365.6,35753.49
F056471,2025-08-09,B018,East,Transport Vehicle,287.58,26841.21
F056472,2025-04-28,B030,East,Truck,388.5,36757.63
F056473,2025-07-28,B024,East,Truck,231.68,22972.19
F056474,2025-06-02,B029,South,Generator,157.76,14325.04
F056475,2025-02-09,B006,West,Tank,873.77,80449.78
F056476,2026-02-17,B010,North,Generator,96.81,9222.97
F056477,2025-08-30,B010,North,Generator,163.11,16158.04
F056478,2026-03-09,B020,East,Jeep,63.48,6273.7
F056479,2025-05-31,B025,West,Generator,130.81,12578.92
F056480,2025-08-17,B030,East,Jeep,60.82,5562.14
F056481,2025-04-14,B025,West,Jeep,87.04,7965.14
F056482,2025-09-16,B003,East,Generator,97.91,9143.25
F056483,2026-11-15,B011,Central,Truck,398.69,38839.55
F056484,2026-06-28,B013,South,Tank,803.79,77062.78
F056485,2026-04-30,B005,East,Generator,86.87,8459.52
F056486,2025-04-03,B004,East,Helicopter,514.73,46831.58
F056487,2025-09-22,B008,East,Transport Vehicle,325.95,30756.66
F056488,2025-12-05,B005,East,Truck,417.57,39049.26
F056489,2026-10-18,B016,West,Transport Vehicle,306.88,28935.24
F056490,2025-11-16,B029,South,Jeep,62.76,5906.57
F056491,2026-02-26,B014,Central,Jeep,58.98,5836.05
F056492,2025-02-12,B005,East,Transport Vehicle,314.54,30365.12
F056493,2025-08-21,B030,East,Transport Vehicle,273.25,26589.96
F056494,2026-06-13,B022,Central,Tank,519.03,51704.56
F056495,2026-09-09,B004,East,Tank,821.4,74153.28
F056496,2026-01-25,B030,East,Jeep,66.04,6479.49
F056497,2026-06-25,B026,South,Tank,545.39,50977.1
F056498,2026-03-23,B028,West,Helicopter,460.73,45773.78
F056499,2025-06-13,B006,West,Generator,165.42,16113.06
F056500,2026-12-06,B023,North,Transport Vehicle,306.39,29328.1
F056501,2025-11-09,B009,South,Tank,665.52,65549.62
F056502,2025-08-26,B013,South,Jeep,111.35,10194.08
F056503,2026-02-19,B022,Central,Truck,241.14,23629.62
F056504,2026-06-02,B011,Central,Generator,141.74,13191.3
F056505,2025-09-01,B013,South,Jeep,46.91,4347.37
F056506,2025-04-23,B018,East,Tank,742.25,73692.49
F056507,2026-04-18,B018,East,Helicopter,605.12,55018.0
F056508,2025-06-10,B009,South,Truck,378.36,34914.98
F056509,2025-12-29,B009,South,Helicopter,589.13,55490.1
F056510,2025-08-19,B030,East,Tank,522.68,52263.39
F056511,2026-05-03,B023,North,Truck,218.3,19816.9
F056512,2025-05-17,B019,Central,Transport Vehicle,282.64,26099.42
F056513,2026-06-16,B019,Central,Truck,401.27,36491.8
F056514,2025-05-30,B009,South,Transport Vehicle,224.06,22278.18
F056515,2026-03-17,B017,East,Jeep,80.7,8042.75
F056516,2025-03-21,B001,Central,Truck,429.78,42268.25
F056517,2025-10-11,B022,Central,Generator,151.18,14379.52
F056518,2025-07-09,B004,East,Transport Vehicle,342.54,33152.5
F056519,2025-03-24,B002,North,Truck,250.84,23601.14
F056520,2025-11-28,B015,South,Truck,321.05,30532.55
F056521,2025-04-13,B003,East,Jeep,43.54,3937.2
F056522,2025-11-05,B025,West,Truck,363.55,33794.39
F056523,2025-03-08,B008,East,Helicopter,672.12,66457.29
F056524,2026-06-11,B005,East,Helicopter,530.14,50832.84
F056525,2026-03-21,B003,East,Helicopter,507.62,48689.9
F056526,2025-10-18,B025,West,Tank,812.05,80583.72
F056527,2025-07-26,B028,West,Transport Vehicle,279.35,26161.5
F056528,2025-03-06,B019,Central,Transport Vehicle,339.89,33766.9
F056529,2025-10-28,B025,West,Tank,693.25,69093.61
F056530,2026-04-01,B027,West,Helicopter,678.75,66822.29
F056531,2026-08-07,B003,East,Truck,206.14,19684.43
F056532,2026-11-09,B029,South,Helicopter,469.46,43060.72
F056533,2026-02-10,B002,North,Jeep,87.2,8587.67
F056534,2025-03-29,B007,Central,Jeep,104.03,9987.8
F056535,2026-10-02,B015,South,Generator,161.97,15328.34
F056536,2026-11-18,B018,East,Transport Vehicle,317.85,29956.85
F056537,2025-09-13,B008,East,Jeep,85.9,8033.99
F056538,2025-08-13,B027,West,Truck,403.88,39238.52
F056539,2025-01-17,B025,West,Helicopter,416.85,41665.12
F056540,2026-07-01,B018,East,Jeep,72.28,6550.78
F056541,2026-02-24,B022,Central,Truck,211.18,20998.85
F056542,2025-04-08,B019,Central,Transport Vehicle,284.36,27730.51
F056543,2026-08-26,B006,West,Jeep,108.32,10032.69
F056544,2026-10-03,B027,West,Truck,231.68,22559.19
F056545,2025-02-12,B017,East,Truck,254.03,23933.03
F056546,2026-09-29,B009,South,Jeep,92.85,9185.48
F056547,2025-11-27,B011,Central,Jeep,87.55,8533.1
F056548,2026-11-10,B024,East,Helicopter,564.11,51096.21
F056549,2025-09-13,B012,South,Helicopter,498.76,48876.32
F056550,2025-10-01,B020,East,Jeep,94.9,8790.22
F056551,2025-10-24,B025,West,Generator,130.02,11732.41
F056552,2025-02-24,B030,East,Tank,652.51,62052.77
F056553,2026-04-23,B019,Central,Tank,757.13,70236.83
F056554,2025-10-23,B020,East,Truck,361.64,36063.98
F056555,2026-08-26,B015,South,Generator,102.04,9368.06
F056556,2025-09-21,B008,East,Truck,243.52,23799.6
F056557,2026-04-27,B025,West,Tank,692.96,63388.51
F056558,2025-01-26,B022,Central,Truck,208.89,18898.57
F056559,2025-12-05,B017,East,Helicopter,404.2,38694.03
F056560,2025-06-18,B014,Central,Jeep,70.38,6876.24
F056561,2026-01-19,B014,Central,Helicopter,461.53,45995.87
F056562,2026-09-11,B018,East,Tank,597.63,58271.5
F056563,2026-10-24,B010,North,Truck,230.64,21118.38
F056564,2026-11-05,B020,East,Tank,812.7,73841.13
F056565,2025-04-11,B017,East,Truck,380.63,35426.66
F056566,2026-02-09,B015,South,Truck,241.03,23608.16
F056567,2025-11-08,B021,South,Helicopter,450.23,44482.61
F056568,2026-04-01,B010,North,Truck,445.03,43169.95
F056569,2025-03-06,B025,West,Helicopter,578.61,52339.74
F056570,2026-11-30,B030,East,Helicopter,452.3,42754.02
F056571,2026-04-10,B002,North,Helicopter,415.94,39366.89
F056572,2026-04-11,B010,North,Generator,123.6,11371.76
F056573,2025-03-21,B006,West,Truck,416.96,37914.24
F056574,2025-06-25,B003,East,Jeep,88.44,8102.75
F056575,2026-09-15,B006,West,Helicopter,539.55,52025.96
F056576,2025-12-10,B022,Central,Truck,270.25,25331.51
F056577,2025-10-07,B021,South,Tank,606.37,59607.75
F056578,2026-08-19,B026,South,Tank,762.73,74109.03
F056579,2025-03-31,B025,West,Transport Vehicle,187.65,18572.94
F056580,2026-08-21,B013,South,Jeep,59.9,5979.34
F056581,2026-03-13,B016,West,Tank,666.32,65820.6
F056582,2025-10-16,B013,South,Generator,163.9,15176.48
F056583,2026-03-12,B003,East,Truck,293.87,28073.28
F056584,2026-05-13,B011,Central,Transport Vehicle,298.69,29366.29
F056585,2025-06-25,B017,East,Generator,91.03,8505.12
F056586,2025-11-07,B010,North,Transport Vehicle,218.34,20232.1
F056587,2026-07-07,B018,East,Helicopter,642.66,61393.61
F056588,2026-04-29,B016,West,Jeep,79.56,7423.49
F056589,2026-01-23,B029,South,Generator,122.61,12069.35
F056590,2025-05-27,B004,East,Transport Vehicle,279.11,25636.85
F056591,2026-01-25,B006,West,Transport Vehicle,269.39,26386.57
F056592,2025-11-15,B008,East,Tank,728.15,66337.27
F056593,2025-07-10,B008,East,Truck,430.2,41460.51
F056594,2025-01-01,B008,East,Helicopter,514.71,47612.15
F056595,2025-12-16,B028,West,Transport Vehicle,347.11,32964.59
F056596,2025-08-23,B005,East,Transport Vehicle,278.09,27154.41
F056597,2026-07-04,B022,Central,Jeep,51.4,5129.25
F056598,2026-11-14,B018,East,Transport Vehicle,323.43,30526.33
F056599,2025-03-07,B023,North,Jeep,54.35,5148.13
F056600,2026-01-04,B007,Central,Generator,179.93,17245.08
F056601,2026-05-09,B030,East,Tank,600.42,55017.28
F056602,2026-05-31,B027,West,Truck,361.36,35369.35
F056603,2026-03-15,B016,West,Generator,106.83,10111.35
F056604,2025-12-13,B023,North,Transport Vehicle,194.43,17770.91
F056605,2025-07-02,B016,West,Generator,130.8,12251.68
F056606,2026-09-22,B012,South,Helicopter,639.94,59850.47
F056607,2026-07-25,B030,East,Transport Vehicle,309.57,28592.93
F056608,2025-07-05,B007,Central,Jeep,83.43,8117.89
F056609,2025-02-16,B030,East,Transport Vehicle,259.87,25982.32
F056610,2026-07-14,B019,Central,Helicopter,669.53,62410.79
F056611,2026-05-14,B007,Central,Tank,739.27,69709.11
F056612,2025-07-05,B003,East,Helicopter,427.76,38790.12
F056613,2026-02-20,B011,Central,Transport Vehicle,186.96,17236.49
F056614,2026-03-14,B017,East,Truck,213.88,20814.88
F056615,2025-08-07,B013,South,Generator,101.97,9838.0
F056616,2026-07-05,B025,West,Tank,636.61,60331.63
F056617,2026-02-25,B015,South,Generator,163.59,16280.27
F056618,2025-12-20,B008,East,Truck,358.89,32885.66
F056619,2026-06-26,B028,West,Transport Vehicle,206.26,19042.39
F056620,2026-07-19,B011,Central,Helicopter,481.07,45804.61
F056621,2026-12-19,B003,East,Truck,303.85,28065.75
F056622,2026-05-23,B025,West,Truck,203.31,18388.91
F056623,2026-03-13,B021,South,Jeep,113.53,10990.52
F056624,2025-06-24,B005,East,Generator,108.73,10787.38
F056625,2025-10-16,B004,East,Helicopter,664.7,62505.75
F056626,2025-01-22,B011,Central,Jeep,104.84,10480.67
F056627,2026-01-14,B024,East,Truck,201.26,19556.77
F056628,2025-10-31,B011,Central,Generator,132.72,12667.8
F056629,2025-06-23,B014,Central,Transport Vehicle,260.48,23474.96
F056630,2026-11-26,B026,South,Transport Vehicle,202.85,20150.86
F056631,2026-02-18,B018,East,Transport Vehicle,250.66,23652.96
F056632,2025-04-24,B019,Central,Tank,541.58,50458.29
F056633,2026-10-24,B014,Central,Tank,606.33,55555.57
F056634,2025-05-05,B002,North,Truck,433.54,41592.77
F056635,2026-07-29,B005,East,Jeep,56.16,5260.59
F056636,2025-12-13,B004,East,Helicopter,648.61,62857.94
F056637,2025-06-28,B024,East,Truck,399.4,38710.03
F056638,2025-08-07,B022,Central,Truck,387.36,37774.93
F056639,2026-08-08,B006,West,Truck,223.4,21848.49
F056640,2026-04-26,B008,East,Tank,698.75,63953.81
F056641,2026-04-11,B015,South,Jeep,48.19,4465.32
F056642,2025-02-15,B016,West,Generator,94.09,8497.65
F056643,2026-11-28,B006,West,Jeep,119.65,11544.14
F056644,2025-03-11,B019,Central,Truck,314.42,31262.73
F056645,2025-03-08,B017,East,Transport Vehicle,275.35,27001.79
F056646,2025-08-19,B020,East,Tank,810.9,76757.08
F056647,2026-02-24,B029,South,Jeep,114.55,11015.76
F056648,2026-10-15,B015,South,Generator,103.96,10385.86
F056649,2025-03-05,B009,South,Helicopter,562.93,55088.2
F056650,2026-09-27,B020,East,Truck,385.29,35324.23
F056651,2026-10-01,B024,East,Jeep,100.63,9891.47
F056652,2026-08-08,B014,Central,Helicopter,558.38,53640.68
F056653,2026-03-10,B024,East,Generator,152.74,14672.39
F056654,2025-11-05,B007,Central,Transport Vehicle,265.84,26553.67
F056655,2026-09-27,B025,West,Generator,162.28,14836.93
F056656,2026-10-12,B023,North,Tank,774.31,75017.48
