Equipment_ID,Supplier_ID,Equipment_Name,Category,Manufacturer,Purchase_Year,Expected_Life,Status
EQ02900,SUP0147,Drone,Drone,L&T Defence,2017,23,Maintenance
EQ02901,SUP0106,Drone,Drone,DRDO,2016,28,Operational
EQ02902,SUP0118,Armored Vehicle,Armored Vehicle,L&T Defence,2019,17,Operational
EQ02903,SUP0231,Radar,Radar,Bharat Dynamics,2018,11,Operational
EQ02904,SUP0034,Radar,Radar,HAL,2025,22,Operational
EQ02905,SUP0263,Generator,Generator,Bharat Dynamics,2005,26,Out of Service
EQ02906,SUP0177,Missile Launcher,Missile Launcher,L&T Defence,2014,20,Operational
EQ02907,SUP0084,Generator,Generator,Ashok Leyland Defence,2006,25,Maintenance
EQ02908,SUP0260,Armored Vehicle,Armored Vehicle,DRDO,2011,24,Operational
EQ02909,SUP0195,Missile Launcher,Missile Launcher,Tata Advanced Systems,2019,25,Operational
EQ02910,SUP0150,Drone,Drone,DRDO,2009,27,Operational
EQ02911,SUP0233,Generator,Generator,Tata Advanced Systems,2020,30,Operational
EQ02912,SUP0285,Tank,Tank,L&T Defence,2008,27,Maintenance
EQ02913,SUP0039,Generator,Generator,BEL,2013,29,Operational
EQ02914,SUP0086,Armored Vehicle,Armored Vehicle,HAL,2016,18,Operational
EQ02915,SUP0277,Truck,Truck,Ashok Leyland Defence,2018,16,Operational
EQ02916,SUP0044,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2014,25,Operational
EQ02917,SUP0015,Armored Vehicle,Armored Vehicle,BEL,2010,23,Maintenance
EQ02918,SUP0134,Tank,Tank,Tata Advanced Systems,2024,20,Operational
EQ02919,SUP0171,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2023,13,Operational
EQ02920,SUP0113,Communication System,Communication System,HAL,2016,21,Operational
EQ02921,SUP0043,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2025,14,Out of Service
EQ02922,SUP0286,Armored Vehicle,Armored Vehicle,Mahindra Defence,2025,11,Operational
EQ02923,SUP0288,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2022,24,Maintenance
EQ02924,SUP0237,Generator,Generator,HAL,2022,29,Operational
EQ02925,SUP0267,Missile Launcher,Missile Launcher,BEL,2023,19,Operational
EQ02926,SUP0155,Communication System,Communication System,Mahindra Defence,2020,27,Operational
EQ02927,SUP0244,Drone,Drone,Tata Advanced Systems,2009,12,Operational
EQ02928,SUP0052,Radar,Radar,Bharat Dynamics,2008,19,Maintenance
EQ02929,SUP0100,Generator,Generator,DRDO,2018,11,Maintenance
EQ02930,SUP0257,Truck,Truck,Ashok Leyland Defence,2023,23,Operational
EQ02931,SUP0163,Communication System,Communication System,DRDO,2020,28,Maintenance
EQ02932,SUP0034,Drone,Drone,HAL,2018,28,Operational
EQ02933,SUP0271,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2017,20,Maintenance
EQ02934,SUP0009,Drone,Drone,Ashok Leyland Defence,2016,13,Operational
EQ02935,SUP0167,Communication System,Communication System,Tata Advanced Systems,2023,15,Operational
EQ02936,SUP0239,Radar,Radar,DRDO,2009,25,Maintenance
EQ02937,SUP0288,Missile Launcher,Missile Launcher,Mahindra Defence,2011,27,Operational
EQ02938,SUP0149,Communication System,Communication System,DRDO,2011,17,Operational
EQ02939,SUP0265,Tank,Tank,Ashok Leyland Defence,2012,18,Operational
EQ02940,SUP0249,Missile Launcher,Missile Launcher,L&T Defence,2015,18,Operational
EQ02941,SUP0019,Generator,Generator,DRDO,2016,22,Operational
EQ02942,SUP0098,Truck,Truck,BEL,2016,17,Operational
EQ02943,SUP0289,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2005,22,Maintenance
EQ02944,SUP0002,Armored Vehicle,Armored Vehicle,BEL,2021,20,Operational
EQ02945,SUP0023,Drone,Drone,HAL,2015,28,Operational
EQ02946,SUP0207,Armored Vehicle,Armored Vehicle,HAL,2012,18,Operational
EQ02947,SUP0097,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2005,22,Operational
EQ02948,SUP0286,Armored Vehicle,Armored Vehicle,Mahindra Defence,2011,28,Operational
EQ02949,SUP0063,Generator,Generator,L&T Defence,2023,13,Operational
EQ02950,SUP0210,Armored Vehicle,Armored Vehicle,Mahindra Defence,2010,26,Maintenance
EQ02951,SUP0292,Truck,Truck,HAL,2011,15,Operational
EQ02952,SUP0078,Armored Vehicle,Armored Vehicle,DRDO,2008,11,Out of Service
EQ02953,SUP0057,Missile Launcher,Missile Launcher,Tata Advanced Systems,2022,11,Operational
EQ02954,SUP0250,Truck,Truck,L&T Defence,2007,19,Operational
EQ02955,SUP0054,Tank,Tank,Mahindra Defence,2012,12,Operational
EQ02956,SUP0247,Radar,Radar,HAL,2017,16,Operational
EQ02957,SUP0262,Radar,Radar,Tata Advanced Systems,2007,12,Out of Service
EQ02958,SUP0133,Drone,Drone,BEL,2005,16,Maintenance
EQ02959,SUP0004,Truck,Truck,Mahindra Defence,2023,17,Operational
EQ02960,SUP0017,Communication System,Communication System,Mahindra Defence,2016,15,Operational
EQ02961,SUP0015,Tank,Tank,BEL,2005,12,Maintenance
EQ02962,SUP0059,Radar,Radar,Tata Advanced Systems,2007,25,Maintenance
EQ02963,SUP0063,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2019,15,Maintenance
EQ02964,SUP0021,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2017,19,Operational
EQ02965,SUP0204,Radar,Radar,Mahindra Defence,2013,14,Maintenance
EQ02966,SUP0023,Generator,Generator,Bharat Dynamics,2005,13,Out of Service
EQ02967,SUP0180,Drone,Drone,HAL,2022,20,Operational
EQ02968,SUP0136,Truck,Truck,Mahindra Defence,2024,17,Operational
EQ02969,SUP0272,Communication System,Communication System,HAL,2019,18,Out of Service
EQ02970,SUP0127,Armored Vehicle,Armored Vehicle,Tata Advanced Systems,2023,13,Operational
EQ02971,SUP0077,Drone,Drone,Bharat Dynamics,2014,20,Operational
EQ02972,SUP0025,Communication System,Communication System,DRDO,2005,23,Operational
EQ02973,SUP0142,Radar,Radar,Mahindra Defence,2005,29,Operational
EQ02974,SUP0100,Generator,Generator,Bharat Dynamics,2015,29,Operational
EQ02975,SUP0030,Generator,Generator,L&T Defence,2010,17,Out of Service
EQ02976,SUP0086,Tank,Tank,DRDO,2011,30,Operational
EQ02977,SUP0099,Generator,Generator,Bharat Dynamics,2009,24,Operational
EQ02978,SUP0138,Armored Vehicle,Armored Vehicle,Mahindra Defence,2005,13,Operational
EQ02979,SUP0104,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2012,14,Operational
EQ02980,SUP0190,Drone,Drone,Bharat Dynamics,2016,10,Operational
EQ02981,SUP0234,Tank,Tank,Ashok Leyland Defence,2015,19,Operational
EQ02982,SUP0091,Truck,Truck,Tata Advanced Systems,2021,17,Operational
EQ02983,SUP0283,Tank,Tank,HAL,2008,14,Operational
EQ02984,SUP0251,Missile Launcher,Missile Launcher,Tata Advanced Systems,2007,28,Maintenance
EQ02985,SUP0008,Drone,Drone,Ashok Leyland Defence,2017,26,Maintenance
EQ02986,SUP0278,Tank,Tank,DRDO,2017,18,Operational
EQ02987,SUP0140,Generator,Generator,BEL,2009,30,Operational
EQ02988,SUP0015,Drone,Drone,Mahindra Defence,2005,25,Out of Service
EQ02989,SUP0045,Missile Launcher,Missile Launcher,DRDO,2025,10,Operational
EQ02990,SUP0019,Communication System,Communication System,DRDO,2022,21,Operational
EQ02991,SUP0220,Communication System,Communication System,HAL,2025,30,Operational
EQ02992,SUP0104,Generator,Generator,Bharat Dynamics,2009,26,Operational
EQ02993,SUP0091,Missile Launcher,Missile Launcher,Tata Advanced Systems,2020,23,Operational
EQ02994,SUP0009,Communication System,Communication System,Bharat Dynamics,2009,21,Operational
EQ02995,SUP0079,Missile Launcher,Missile Launcher,BEL,2019,28,Operational
EQ02996,SUP0285,Missile Launcher,Missile Launcher,Bharat Dynamics,2008,10,Maintenance
EQ02997,SUP0056,Tank,Tank,L&T Defence,2010,26,Maintenance
EQ02998,SUP0032,Drone,Drone,Ashok Leyland Defence,2025,14,Operational
EQ02999,SUP0236,Missile Launcher,Missile Launcher,L&T Defence,2015,29,Operational
EQ03000,SUP0193,Communication System,Communication System,HAL,2020,14,Maintenance
EQ03001,SUP0160,Radar,Radar,L&T Defence,2010,12,Maintenance
EQ03002,SUP0206,Armored Vehicle,Armored Vehicle,Mahindra Defence,2018,13,Maintenance
EQ03003,SUP0008,Truck,Truck,DRDO,2005,20,Operational
EQ03004,SUP0299,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2013,17,Operational
EQ03005,SUP0203,Armored Vehicle,Armored Vehicle,DRDO,2022,16,Operational
EQ03006,SUP0214,Missile Launcher,Missile Launcher,DRDO,2008,30,Operational
EQ03007,SUP0092,Radar,Radar,Tata Advanced Systems,2022,13,Operational
EQ03008,SUP0257,Radar,Radar,Bharat Dynamics,2009,30,Out of Service
EQ03009,SUP0093,Generator,Generator,L&T Defence,2023,22,Operational
EQ03010,SUP0237,Generator,Generator,BEL,2011,15,Operational
EQ03011,SUP0286,Truck,Truck,Tata Advanced Systems,2022,17,Operational
EQ03012,SUP0249,Generator,Generator,Bharat Dynamics,2010,16,Operational
EQ03013,SUP0010,Tank,Tank,Ashok Leyland Defence,2007,26,Maintenance
EQ03014,SUP0258,Radar,Radar,L&T Defence,2023,18,Operational
EQ03015,SUP0132,Generator,Generator,L&T Defence,2019,13,Operational
EQ03016,SUP0018,Missile Launcher,Missile Launcher,Mahindra Defence,2023,21,Maintenance
EQ03017,SUP0066,Communication System,Communication System,HAL,2024,27,Operational
EQ03018,SUP0110,Communication System,Communication System,L&T Defence,2020,11,Operational
EQ03019,SUP0288,Tank,Tank,BEL,2023,18,Operational
EQ03020,SUP0061,Communication System,Communication System,Mahindra Defence,2017,16,Operational
EQ03021,SUP0209,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2014,24,Operational
EQ03022,SUP0277,Missile Launcher,Missile Launcher,L&T Defence,2008,24,Operational
EQ03023,SUP0190,Armored Vehicle,Armored Vehicle,Mahindra Defence,2012,26,Operational
EQ03024,SUP0169,Tank,Tank,HAL,2005,20,Maintenance
EQ03025,SUP0238,Generator,Generator,HAL,2024,27,Operational
EQ03026,SUP0152,Drone,Drone,BEL,2016,29,Operational
EQ03027,SUP0224,Truck,Truck,DRDO,2014,19,Operational
EQ03028,SUP0266,Tank,Tank,BEL,2015,19,Operational
EQ03029,SUP0075,Armored Vehicle,Armored Vehicle,L&T Defence,2006,21,Operational
EQ03030,SUP0051,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2025,12,Maintenance
EQ03031,SUP0039,Communication System,Communication System,HAL,2018,21,Operational
EQ03032,SUP0141,Communication System,Communication System,HAL,2011,13,Operational
EQ03033,SUP0180,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2010,24,Operational
EQ03034,SUP0276,Armored Vehicle,Armored Vehicle,HAL,2015,24,Operational
EQ03035,SUP0277,Generator,Generator,L&T Defence,2008,12,Maintenance
EQ03036,SUP0158,Generator,Generator,BEL,2017,18,Operational
EQ03037,SUP0111,Tank,Tank,BEL,2008,24,Operational
EQ03038,SUP0123,Radar,Radar,L&T Defence,2005,10,Operational
EQ03039,SUP0166,Armored Vehicle,Armored Vehicle,Tata Advanced Systems,2020,12,Operational
EQ03040,SUP0246,Truck,Truck,Bharat Dynamics,2019,14,Operational
EQ03041,SUP0143,Armored Vehicle,Armored Vehicle,L&T Defence,2019,15,Operational
EQ03042,SUP0029,Drone,Drone,Ashok Leyland Defence,2006,12,Operational
EQ03043,SUP0092,Tank,Tank,Tata Advanced Systems,2024,25,Operational
EQ03044,SUP0145,Tank,Tank,Ashok Leyland Defence,2025,12,Operational
EQ03045,SUP0060,Communication System,Communication System,HAL,2014,30,Operational
EQ03046,SUP0147,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2021,26,Operational
EQ03047,SUP0275,Tank,Tank,DRDO,2005,18,Out of Service
EQ03048,SUP0085,Drone,Drone,Tata Advanced Systems,2015,26,Operational
EQ03049,SUP0215,Communication System,Communication System,Bharat Dynamics,2006,15,Operational
EQ03050,SUP0143,Armored Vehicle,Armored Vehicle,Tata Advanced Systems,2021,29,Operational
EQ03051,SUP0246,Truck,Truck,Bharat Dynamics,2023,11,Operational
EQ03052,SUP0029,Armored Vehicle,Armored Vehicle,BEL,2011,15,Operational
EQ03053,SUP0039,Tank,Tank,HAL,2022,30,Operational
EQ03054,SUP0096,Missile Launcher,Missile Launcher,HAL,2019,30,Operational
EQ03055,SUP0210,Truck,Truck,HAL,2013,26,Out of Service
EQ03056,SUP0285,Communication System,Communication System,Bharat Dynamics,2008,11,Maintenance
EQ03057,SUP0123,Armored Vehicle,Armored Vehicle,L&T Defence,2010,17,Maintenance
EQ03058,SUP0117,Generator,Generator,Tata Advanced Systems,2006,15,Out of Service
EQ03059,SUP0253,Missile Launcher,Missile Launcher,DRDO,2015,23,Operational
EQ03060,SUP0123,Generator,Generator,Tata Advanced Systems,2024,24,Operational
EQ03061,SUP0070,Missile Launcher,Missile Launcher,Bharat Dynamics,2012,22,Operational
EQ03062,SUP0132,Generator,Generator,L&T Defence,2024,12,Operational
EQ03063,SUP0294,Communication System,Communication System,Ashok Leyland Defence,2008,21,Operational
EQ03064,SUP0294,Radar,Radar,BEL,2022,21,Operational
EQ03065,SUP0165,Armored Vehicle,Armored Vehicle,HAL,2008,18,Maintenance
EQ03066,SUP0187,Drone,Drone,Bharat Dynamics,2018,28,Operational
EQ03067,SUP0009,Drone,Drone,Mahindra Defence,2009,18,Operational
EQ03068,SUP0222,Truck,Truck,Mahindra Defence,2018,13,Operational
EQ03069,SUP0066,Truck,Truck,BEL,2016,30,Operational
EQ03070,SUP0113,Drone,Drone,Tata Advanced Systems,2024,23,Operational
EQ03071,SUP0242,Drone,Drone,BEL,2014,27,Operational
EQ03072,SUP0291,Truck,Truck,Mahindra Defence,2016,14,Operational
EQ03073,SUP0191,Tank,Tank,Tata Advanced Systems,2009,26,Operational
EQ03074,SUP0198,Radar,Radar,DRDO,2014,13,Operational
EQ03075,SUP0093,Truck,Truck,L&T Defence,2020,27,Operational
EQ03076,SUP0207,Drone,Drone,Tata Advanced Systems,2010,10,Maintenance
EQ03077,SUP0238,Missile Launcher,Missile Launcher,DRDO,2014,27,Operational
EQ03078,SUP0205,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2016,25,Operational
EQ03079,SUP0112,Missile Launcher,Missile Launcher,Tata Advanced Systems,2017,24,Out of Service
EQ03080,SUP0137,Tank,Tank,Tata Advanced Systems,2009,28,Operational
EQ03081,SUP0016,Tank,Tank,HAL,2010,17,Out of Service
EQ03082,SUP0145,Radar,Radar,L&T Defence,2015,22,Operational
EQ03083,SUP0078,Drone,Drone,Ashok Leyland Defence,2010,25,Maintenance
EQ03084,SUP0166,Armored Vehicle,Armored Vehicle,Mahindra Defence,2008,10,Maintenance
EQ03085,SUP0269,Missile Launcher,Missile Launcher,L&T Defence,2024,12,Maintenance
EQ03086,SUP0233,Missile Launcher,Missile Launcher,DRDO,2019,12,Operational
EQ03087,SUP0141,Armored Vehicle,Armored Vehicle,BEL,2025,16,Operational
EQ03088,SUP0223,Generator,Generator,HAL,2021,22,Operational
EQ03089,SUP0153,Drone,Drone,Bharat Dynamics,2020,11,Operational
EQ03090,SUP0168,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2009,23,Operational
EQ03091,SUP0181,Communication System,Communication System,DRDO,2007,16,Maintenance
EQ03092,SUP0252,Generator,Generator,Ashok Leyland Defence,2013,26,Operational
EQ03093,SUP0093,Armored Vehicle,Armored Vehicle,HAL,2006,11,Operational
EQ03094,SUP0198,Generator,Generator,DRDO,2007,23,Operational
EQ03095,SUP0134,Generator,Generator,Ashok Leyland Defence,2021,11,Operational
EQ03096,SUP0013,Truck,Truck,HAL,2016,29,Out of Service
EQ03097,SUP0280,Communication System,Communication System,DRDO,2018,28,Operational
EQ03098,SUP0043,Generator,Generator,Mahindra Defence,2015,13,Operational
EQ03099,SUP0068,Armored Vehicle,Armored Vehicle,Tata Advanced Systems,2021,18,Operational
EQ03100,SUP0080,Radar,Radar,Tata Advanced Systems,2009,15,Maintenance
EQ03101,SUP0263,Truck,Truck,Tata Advanced Systems,2011,20,Operational
EQ03102,SUP0121,Armored Vehicle,Armored Vehicle,BEL,2025,21,Operational
EQ03103,SUP0278,Tank,Tank,DRDO,2015,25,Operational
EQ03104,SUP0203,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2021,20,Operational
EQ03105,SUP0059,Missile Launcher,Missile Launcher,DRDO,2024,21,Operational
EQ03106,SUP0112,Missile Launcher,Missile Launcher,L&T Defence,2015,10,Operational
EQ03107,SUP0283,Missile Launcher,Missile Launcher,Bharat Dynamics,2010,14,Maintenance
EQ03108,SUP0003,Missile Launcher,Missile Launcher,Tata Advanced Systems,2025,20,Maintenance
EQ03109,SUP0246,Communication System,Communication System,Bharat Dynamics,2016,20,Operational
EQ03110,SUP0231,Drone,Drone,Tata Advanced Systems,2012,14,Maintenance
EQ03111,SUP0265,Radar,Radar,Mahindra Defence,2011,10,Operational
EQ03112,SUP0158,Generator,Generator,HAL,2021,13,Operational
EQ03113,SUP0133,Drone,Drone,BEL,2021,22,Operational
EQ03114,SUP0018,Tank,Tank,L&T Defence,2007,11,Out of Service
EQ03115,SUP0164,Truck,Truck,DRDO,2023,17,Operational
EQ03116,SUP0278,Tank,Tank,DRDO,2021,24,Out of Service
EQ03117,SUP0236,Generator,Generator,Ashok Leyland Defence,2012,19,Operational
EQ03118,SUP0115,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2011,25,Operational
EQ03119,SUP0164,Truck,Truck,HAL,2008,15,Out of Service
EQ03120,SUP0193,Generator,Generator,Bharat Dynamics,2021,18,Operational
EQ03121,SUP0144,Communication System,Communication System,BEL,2007,23,Out of Service
EQ03122,SUP0187,Drone,Drone,BEL,2010,10,Maintenance
EQ03123,SUP0226,Communication System,Communication System,Bharat Dynamics,2017,14,Operational
EQ03124,SUP0160,Generator,Generator,Tata Advanced Systems,2009,26,Maintenance
EQ03125,SUP0202,Missile Launcher,Missile Launcher,Tata Advanced Systems,2014,23,Operational
EQ03126,SUP0069,Tank,Tank,Bharat Dynamics,2009,10,Operational
EQ03127,SUP0278,Truck,Truck,Ashok Leyland Defence,2011,17,Operational
EQ03128,SUP0085,Truck,Truck,BEL,2011,22,Operational
EQ03129,SUP0067,Tank,Tank,L&T Defence,2025,30,Operational
EQ03130,SUP0064,Drone,Drone,BEL,2012,27,Operational
EQ03131,SUP0014,Truck,Truck,HAL,2019,16,Operational
EQ03132,SUP0135,Generator,Generator,L&T Defence,2019,21,Out of Service
EQ03133,SUP0250,Truck,Truck,Ashok Leyland Defence,2025,11,Operational
EQ03134,SUP0003,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2009,27,Maintenance
EQ03135,SUP0249,Generator,Generator,L&T Defence,2005,10,Maintenance
EQ03136,SUP0085,Generator,Generator,L&T Defence,2006,18,Operational
EQ03137,SUP0121,Tank,Tank,DRDO,2014,29,Operational
EQ03138,SUP0103,Missile Launcher,Missile Launcher,Bharat Dynamics,2014,28,Operational
EQ03139,SUP0279,Tank,Tank,HAL,2020,11,Operational
EQ03140,SUP0055,Truck,Truck,L&T Defence,2013,26,Operational
EQ03141,SUP0031,Generator,Generator,BEL,2024,15,Operational
EQ03142,SUP0157,Drone,Drone,L&T Defence,2011,21,Operational
EQ03143,SUP0042,Truck,Truck,HAL,2023,30,Operational
EQ03144,SUP0230,Truck,Truck,DRDO,2007,14,Maintenance
EQ03145,SUP0201,Truck,Truck,Mahindra Defence,2022,15,Maintenance
EQ03146,SUP0014,Communication System,Communication System,Ashok Leyland Defence,2009,15,Operational
EQ03147,SUP0205,Drone,Drone,Tata Advanced Systems,2015,26,Operational
EQ03148,SUP0042,Communication System,Communication System,Tata Advanced Systems,2009,18,Maintenance
EQ03149,SUP0249,Radar,Radar,Bharat Dynamics,2014,20,Out of Service
EQ03150,SUP0114,Communication System,Communication System,Mahindra Defence,2023,18,Operational
EQ03151,SUP0003,Communication System,Communication System,Tata Advanced Systems,2014,12,Operational
EQ03152,SUP0297,Missile Launcher,Missile Launcher,DRDO,2015,12,Operational
EQ03153,SUP0268,Radar,Radar,HAL,2009,21,Maintenance
EQ03154,SUP0002,Truck,Truck,Bharat Dynamics,2021,20,Operational
EQ03155,SUP0117,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2008,10,Operational
EQ03156,SUP0018,Tank,Tank,Tata Advanced Systems,2023,15,Operational
EQ03157,SUP0266,Drone,Drone,DRDO,2007,17,Operational
EQ03158,SUP0014,Drone,Drone,HAL,2011,16,Operational
EQ03159,SUP0008,Communication System,Communication System,DRDO,2008,11,Maintenance
EQ03160,SUP0182,Armored Vehicle,Armored Vehicle,HAL,2022,15,Maintenance
EQ03161,SUP0118,Truck,Truck,Ashok Leyland Defence,2022,29,Operational
EQ03162,SUP0180,Missile Launcher,Missile Launcher,Mahindra Defence,2009,14,Out of Service
EQ03163,SUP0134,Tank,Tank,L&T Defence,2023,30,Operational
EQ03164,SUP0065,Drone,Drone,DRDO,2019,13,Operational
EQ03165,SUP0067,Armored Vehicle,Armored Vehicle,Mahindra Defence,2023,13,Operational
EQ03166,SUP0250,Generator,Generator,HAL,2023,25,Operational
EQ03167,SUP0136,Truck,Truck,Ashok Leyland Defence,2023,28,Operational
EQ03168,SUP0060,Missile Launcher,Missile Launcher,Tata Advanced Systems,2007,26,Operational
EQ03169,SUP0244,Communication System,Communication System,Bharat Dynamics,2018,29,Operational
EQ03170,SUP0102,Truck,Truck,L&T Defence,2012,25,Maintenance
EQ03171,SUP0027,Tank,Tank,Bharat Dynamics,2019,17,Maintenance
EQ03172,SUP0273,Drone,Drone,Bharat Dynamics,2023,15,Operational
EQ03173,SUP0094,Truck,Truck,L&T Defence,2016,18,Operational
EQ03174,SUP0038,Drone,Drone,DRDO,2012,21,Operational
EQ03175,SUP0061,Drone,Drone,HAL,2021,10,Out of Service
EQ03176,SUP0264,Drone,Drone,Bharat Dynamics,2005,13,Maintenance
EQ03177,SUP0288,Communication System,Communication System,L&T Defence,2021,29,Operational
EQ03178,SUP0255,Armored Vehicle,Armored Vehicle,BEL,2014,19,Operational
EQ03179,SUP0272,Armored Vehicle,Armored Vehicle,DRDO,2015,23,Operational
EQ03180,SUP0245,Generator,Generator,BEL,2020,16,Operational
EQ03181,SUP0121,Generator,Generator,Tata Advanced Systems,2022,22,Operational
EQ03182,SUP0174,Tank,Tank,BEL,2012,16,Operational
EQ03183,SUP0155,Drone,Drone,Tata Advanced Systems,2022,18,Operational
EQ03184,SUP0101,Drone,Drone,Ashok Leyland Defence,2023,30,Operational
EQ03185,SUP0256,Tank,Tank,Tata Advanced Systems,2006,13,Operational
EQ03186,SUP0019,Radar,Radar,Ashok Leyland Defence,2006,17,Out of Service
EQ03187,SUP0116,Communication System,Communication System,Tata Advanced Systems,2010,28,Maintenance
EQ03188,SUP0032,Generator,Generator,HAL,2022,15,Operational
EQ03189,SUP0287,Armored Vehicle,Armored Vehicle,DRDO,2020,17,Operational
EQ03190,SUP0287,Radar,Radar,Ashok Leyland Defence,2012,27,Out of Service
EQ03191,SUP0275,Truck,Truck,Ashok Leyland Defence,2024,25,Operational
EQ03192,SUP0059,Armored Vehicle,Armored Vehicle,DRDO,2015,11,Operational
EQ03193,SUP0090,Radar,Radar,BEL,2021,16,Operational
EQ03194,SUP0126,Generator,Generator,Mahindra Defence,2025,30,Operational
EQ03195,SUP0209,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2022,30,Operational
EQ03196,SUP0189,Drone,Drone,Ashok Leyland Defence,2012,13,Operational
EQ03197,SUP0216,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2005,25,Out of Service
EQ03198,SUP0284,Drone,Drone,Bharat Dynamics,2007,21,Operational
EQ03199,SUP0228,Drone,Drone,Mahindra Defence,2014,11,Operational
EQ03200,SUP0160,Truck,Truck,BEL,2007,17,Maintenance
EQ03201,SUP0095,Missile Launcher,Missile Launcher,Bharat Dynamics,2006,20,Maintenance
EQ03202,SUP0105,Tank,Tank,DRDO,2011,20,Operational
EQ03203,SUP0169,Tank,Tank,DRDO,2024,14,Operational
EQ03204,SUP0055,Tank,Tank,Mahindra Defence,2010,22,Out of Service
EQ03205,SUP0212,Radar,Radar,DRDO,2023,29,Operational
EQ03206,SUP0183,Truck,Truck,Ashok Leyland Defence,2011,27,Operational
EQ03207,SUP0136,Drone,Drone,Mahindra Defence,2023,14,Maintenance
EQ03208,SUP0067,Generator,Generator,Tata Advanced Systems,2021,14,Operational
EQ03209,SUP0038,Communication System,Communication System,BEL,2013,22,Operational
EQ03210,SUP0059,Tank,Tank,BEL,2008,19,Maintenance
EQ03211,SUP0186,Drone,Drone,DRDO,2018,30,Maintenance
EQ03212,SUP0106,Tank,Tank,Mahindra Defence,2008,16,Maintenance
EQ03213,SUP0110,Drone,Drone,Mahindra Defence,2023,11,Operational
EQ03214,SUP0268,Missile Launcher,Missile Launcher,DRDO,2024,16,Operational
EQ03215,SUP0109,Radar,Radar,L&T Defence,2010,29,Operational
EQ03216,SUP0016,Communication System,Communication System,Tata Advanced Systems,2012,22,Operational
EQ03217,SUP0202,Drone,Drone,L&T Defence,2016,25,Operational
EQ03218,SUP0079,Communication System,Communication System,DRDO,2011,24,Maintenance
EQ03219,SUP0110,Drone,Drone,Bharat Dynamics,2013,25,Operational
EQ03220,SUP0255,Radar,Radar,Bharat Dynamics,2012,29,Operational
EQ03221,SUP0074,Communication System,Communication System,DRDO,2012,26,Operational
EQ03222,SUP0067,Missile Launcher,Missile Launcher,DRDO,2014,26,Operational
EQ03223,SUP0146,Drone,Drone,Bharat Dynamics,2007,28,Maintenance
EQ03224,SUP0153,Communication System,Communication System,Mahindra Defence,2021,28,Operational
EQ03225,SUP0004,Tank,Tank,DRDO,2022,25,Operational
EQ03226,SUP0300,Drone,Drone,HAL,2005,20,Maintenance
EQ03227,SUP0131,Tank,Tank,DRDO,2010,28,Out of Service
EQ03228,SUP0133,Tank,Tank,Bharat Dynamics,2011,27,Operational
EQ03229,SUP0122,Truck,Truck,BEL,2022,27,Maintenance
EQ03230,SUP0273,Armored Vehicle,Armored Vehicle,Tata Advanced Systems,2005,21,Operational
EQ03231,SUP0264,Truck,Truck,Bharat Dynamics,2017,15,Operational
EQ03232,SUP0261,Truck,Truck,DRDO,2020,15,Operational
EQ03233,SUP0049,Radar,Radar,HAL,2022,10,Operational
EQ03234,SUP0069,Communication System,Communication System,HAL,2021,19,Operational
EQ03235,SUP0065,Tank,Tank,L&T Defence,2008,26,Operational
EQ03236,SUP0274,Radar,Radar,Bharat Dynamics,2016,25,Operational
EQ03237,SUP0013,Generator,Generator,Bharat Dynamics,2013,18,Operational
EQ03238,SUP0222,Radar,Radar,Ashok Leyland Defence,2011,30,Operational
EQ03239,SUP0142,Drone,Drone,L&T Defence,2021,29,Operational
EQ03240,SUP0125,Missile Launcher,Missile Launcher,L&T Defence,2008,12,Out of Service
EQ03241,SUP0225,Generator,Generator,DRDO,2005,19,Maintenance
EQ03242,SUP0275,Generator,Generator,Tata Advanced Systems,2020,14,Operational
EQ03243,SUP0141,Generator,Generator,Ashok Leyland Defence,2013,26,Operational
EQ03244,SUP0076,Radar,Radar,Ashok Leyland Defence,2006,13,Operational
EQ03245,SUP0076,Drone,Drone,Bharat Dynamics,2008,11,Operational
EQ03246,SUP0046,Tank,Tank,DRDO,2022,24,Maintenance
EQ03247,SUP0248,Missile Launcher,Missile Launcher,Mahindra Defence,2015,13,Operational
