Mission_ID,Mission_Date,Base_ID,Region,Mission_Type,Priority,Weather,Duration_Hours,Personnel_Deployed,Budget_INR,Mission_Status
MIS012521,2026-01-23,B008,East,Reconnaissance,Critical,Clear,37,235,3004123.69,Completed
MIS012522,2025-01-24,B021,South,Medical Support,Medium,Storm,17,213,976416.53,Completed
MIS012523,2025-06-01,B024,East,Reconnaissance,Low,Storm,68,121,3693823.42,Completed
MIS012524,2025-03-02,B020,East,Surveillance,High,Clear,38,278,4842717.95,Completed
MIS012525,2025-08-06,B028,West,Border Patrol,Medium,Rain,53,319,609837.02,Delayed
MIS012526,2025-03-17,B013,South,Training Exercise,High,Rain,8,287,1874094.97,Completed
MIS012527,2025-10-14,B029,South,Surveillance,Critical,Rain,13,324,661753.03,Completed
MIS012528,2025-06-04,B029,South,Medical Support,High,Storm,18,172,1981120.47,Completed
MIS012529,2026-11-17,B003,East,Reconnaissance,Medium,Snow,9,363,302089.82,Delayed
MIS012530,2025-07-21,B001,Central,Supply Delivery,Low,Snow,22,141,4943153.09,Cancelled
MIS012531,2026-12-16,B030,East,Medical Support,Medium,Rain,58,271,2443947.72,Completed
MIS012532,2026-10-07,B028,West,Surveillance,Medium,Snow,9,331,4233767.08,Completed
MIS012533,2025-12-25,B012,South,Surveillance,High,Clear,57,115,4839844.37,Completed
MIS012534,2026-10-12,B009,South,Training Exercise,Medium,Storm,47,322,906604.41,Cancelled
MIS012535,2026-09-02,B027,West,Supply Delivery,Critical,Snow,62,102,1881653.39,Cancelled
MIS012536,2026-08-12,B005,East,Equipment Transport,Medium,Rain,56,96,351907.09,Completed
MIS012537,2026-06-11,B021,South,Border Patrol,Critical,Clear,72,177,3861046.83,Completed
MIS012538,2026-06-18,B019,Central,Reconnaissance,Medium,Fog,67,49,4123242.24,Completed
MIS012539,2026-09-14,B024,East,Medical Support,Medium,Fog,48,123,1520447.27,Completed
MIS012540,2025-02-25,B013,South,Reconnaissance,Critical,Fog,12,285,1087809.49,Completed
MIS012541,2025-08-28,B018,East,Equipment Transport,Medium,Clear,27,62,402751.97,Completed
MIS012542,2026-10-21,B002,North,Surveillance,High,Rain,45,166,2714557.82,Completed
MIS012543,2025-11-24,B029,South,Medical Support,Medium,Fog,14,334,3829445.75,Completed
MIS012544,2026-11-09,B011,Central,Surveillance,High,Fog,40,306,4948244.37,Delayed
MIS012545,2025-11-24,B009,South,Training Exercise,Medium,Fog,42,198,1541187.16,Completed
MIS012546,2026-09-09,B007,Central,Disaster Relief,High,Rain,71,387,1698411.02,Completed
MIS012547,2026-10-10,B014,Central,Surveillance,High,Clear,59,157,903938.96,Completed
MIS012548,2025-06-17,B019,Central,Disaster Relief,Medium,Storm,6,218,4822425.01,Completed
MIS012549,2026-11-15,B011,Central,Medical Support,High,Clear,30,178,419669.83,Completed
MIS012550,2026-03-12,B004,East,Training Exercise,High,Rain,60,76,3727537.26,Completed
MIS012551,2025-08-13,B016,West,Equipment Transport,Critical,Rain,9,142,4104759.93,Completed
MIS012552,2025-07-18,B015,South,Supply Delivery,High,Fog,12,129,275478.27,Completed
MIS012553,2026-07-22,B012,South,Reconnaissance,Low,Rain,36,43,613854.09,Completed
MIS012554,2025-12-16,B023,North,Training Exercise,Low,Rain,29,263,3119690.72,Completed
MIS012555,2025-08-10,B027,West,Training Exercise,Low,Fog,56,219,1147981.68,Completed
MIS012556,2026-12-05,B016,West,Reconnaissance,Critical,Fog,56,378,4726204.49,Completed
MIS012557,2025-09-17,B005,East,Training Exercise,Medium,Rain,61,182,730229.04,Completed
MIS012558,2025-01-11,B007,Central,Surveillance,Critical,Rain,4,341,3775124.04,Completed
MIS012559,2026-07-23,B017,East,Equipment Transport,Medium,Fog,31,374,2343981.92,Completed
MIS012560,2025-06-27,B005,East,Supply Delivery,Critical,Rain,64,207,1431086.28,Completed
MIS012561,2026-12-02,B024,East,Training Exercise,Critical,Clear,35,165,1781565.93,Completed
MIS012562,2026-01-11,B019,Central,Reconnaissance,Low,Storm,16,51,1481463.8,Completed
MIS012563,2025-04-18,B022,Central,Disaster Relief,High,Rain,70,100,1406929.34,Completed
MIS012564,2026-06-06,B028,West,Border Patrol,High,Clear,56,48,1956310.24,Completed
MIS012565,2026-06-24,B010,North,Disaster Relief,Low,Rain,37,208,746708.26,Completed
MIS012566,2025-12-20,B015,South,Supply Delivery,Critical,Clear,43,110,4754229.04,Completed
MIS012567,2025-08-19,B024,East,Supply Delivery,Medium,Snow,37,259,4408683.35,Completed
MIS012568,2026-08-23,B010,North,Border Patrol,Low,Fog,57,109,2859588.37,Completed
MIS012569,2025-01-12,B004,East,Equipment Transport,Medium,Snow,55,388,417702.05,Completed
MIS012570,2025-04-23,B017,East,Equipment Transport,Medium,Storm,57,70,3074186.18,Delayed
MIS012571,2026-05-04,B014,Central,Training Exercise,High,Rain,36,186,4155927.95,Completed
MIS012572,2025-03-20,B003,East,Supply Delivery,Medium,Storm,25,108,3168926.14,Completed
MIS012573,2026-11-24,B008,East,Medical Support,Medium,Storm,19,241,3215918.54,Completed
MIS012574,2025-07-31,B006,West,Disaster Relief,Critical,Snow,22,31,4684562.68,Completed
MIS012575,2026-10-22,B008,East,Reconnaissance,Low,Rain,14,45,1740825.73,Delayed
MIS012576,2026-06-03,B002,North,Equipment Transport,High,Fog,66,365,797498.11,Completed
MIS012577,2026-06-15,B010,North,Border Patrol,Low,Fog,12,397,3703540.34,Completed
MIS012578,2026-01-25,B024,East,Training Exercise,Medium,Rain,69,77,2090677.2,Completed
MIS012579,2025-02-07,B018,East,Reconnaissance,Medium,Storm,37,194,2215208.12,Completed
MIS012580,2026-11-18,B006,West,Disaster Relief,Medium,Rain,44,89,1890372.46,Completed
MIS012581,2025-01-21,B023,North,Surveillance,High,Snow,14,343,1123000.63,Delayed
MIS012582,2026-12-22,B030,East,Reconnaissance,Medium,Fog,43,269,3779818.23,Completed
MIS012583,2025-09-17,B027,West,Equipment Transport,Low,Snow,72,160,2498450.92,Completed
MIS012584,2026-06-20,B026,South,Border Patrol,High,Clear,28,50,2646285.62,Completed
MIS012585,2026-02-19,B005,East,Medical Support,Medium,Storm,40,59,2251334.86,Delayed
MIS012586,2026-04-22,B004,East,Reconnaissance,Critical,Storm,63,259,2966961.58,Completed
MIS012587,2025-10-19,B026,South,Training Exercise,Medium,Rain,45,397,3559797.7,Delayed
MIS012588,2025-01-02,B030,East,Reconnaissance,Medium,Rain,66,374,2797598.01,Completed
MIS012589,2025-12-16,B017,East,Supply Delivery,Medium,Snow,36,332,4246468.55,Delayed
MIS012590,2025-12-23,B008,East,Surveillance,Low,Clear,70,48,1604265.65,Completed
MIS012591,2025-05-20,B003,East,Reconnaissance,Medium,Snow,59,216,4857995.84,Cancelled
MIS012592,2026-10-17,B026,South,Training Exercise,High,Clear,23,231,2962254.72,Completed
MIS012593,2025-02-25,B014,Central,Training Exercise,Low,Snow,41,187,2519425.89,Completed
MIS012594,2026-07-02,B020,East,Training Exercise,High,Snow,37,321,2561468.19,Delayed
MIS012595,2025-01-24,B011,Central,Border Patrol,Medium,Rain,60,63,3311850.09,Completed
MIS012596,2026-05-22,B012,South,Supply Delivery,High,Fog,28,388,1158484.24,Completed
MIS012597,2025-04-09,B029,South,Border Patrol,High,Clear,51,288,3254298.93,Completed
MIS012598,2025-12-10,B014,Central,Equipment Transport,High,Rain,63,202,3238333.27,Completed
MIS012599,2025-01-31,B015,South,Medical Support,High,Rain,15,164,4102510.85,Completed
MIS012600,2026-06-07,B005,East,Training Exercise,High,Snow,66,105,1838405.07,Cancelled
MIS012601,2025-08-01,B021,South,Training Exercise,Medium,Snow,47,187,1214862.8,Completed
MIS012602,2025-12-30,B011,Central,Training Exercise,Low,Storm,34,48,4634567.64,Delayed
MIS012603,2025-11-17,B028,West,Supply Delivery,High,Storm,24,242,2286667.52,Completed
MIS012604,2025-07-31,B025,West,Border Patrol,High,Storm,45,234,4567533.98,Completed
MIS012605,2026-04-02,B008,East,Medical Support,Medium,Clear,54,222,827281.98,Completed
MIS012606,2026-02-17,B008,East,Reconnaissance,High,Clear,51,207,2467875.31,Completed
MIS012607,2025-12-29,B016,West,Training Exercise,Critical,Fog,55,349,821826.28,Completed
MIS012608,2025-08-01,B013,South,Medical Support,Low,Clear,27,249,3805508.95,Completed
MIS012609,2026-10-09,B010,North,Training Exercise,Critical,Clear,21,200,2551445.2,Completed
MIS012610,2026-01-04,B002,North,Supply Delivery,Critical,Storm,16,127,1957279.94,Completed
MIS012611,2025-03-28,B011,Central,Border Patrol,Medium,Fog,51,275,3839396.12,Delayed
MIS012612,2026-12-15,B027,West,Border Patrol,Medium,Rain,9,399,4593489.86,Completed
MIS012613,2026-05-11,B011,Central,Border Patrol,Critical,Fog,14,149,2672423.64,Completed
MIS012614,2026-04-18,B012,South,Reconnaissance,High,Rain,44,389,868691.09,Completed
MIS012615,2026-07-12,B023,North,Border Patrol,Low,Clear,64,183,3126662.13,Completed
MIS012616,2026-04-02,B012,South,Disaster Relief,High,Fog,67,297,991601.58,Completed
MIS012617,2026-03-21,B014,Central,Reconnaissance,Medium,Clear,21,105,2061995.24,Completed
MIS012618,2026-04-22,B027,West,Border Patrol,Critical,Snow,65,293,3618577.21,Completed
MIS012619,2025-10-17,B021,South,Equipment Transport,Medium,Storm,38,150,1301968.17,Delayed
MIS012620,2026-05-01,B016,West,Surveillance,Medium,Snow,42,326,468209.25,Delayed
MIS012621,2025-02-01,B016,West,Surveillance,Medium,Rain,72,330,963625.56,Completed
MIS012622,2025-02-13,B030,East,Training Exercise,Critical,Storm,59,123,4096625.76,Completed
MIS012623,2025-01-17,B029,South,Reconnaissance,Medium,Rain,12,242,4893119.03,Completed
MIS012624,2026-05-12,B015,South,Surveillance,Medium,Fog,4,219,2243356.19,Completed
MIS012625,2025-03-20,B030,East,Surveillance,Medium,Clear,22,125,4615744.75,Delayed
MIS012626,2026-06-29,B020,East,Medical Support,Medium,Clear,55,252,4597067.15,Completed
MIS012627,2026-05-12,B025,West,Reconnaissance,High,Clear,64,295,3276814.32,Completed
MIS012628,2025-05-09,B012,South,Medical Support,High,Storm,22,92,1657589.94,Completed
MIS012629,2026-11-22,B023,North,Equipment Transport,High,Fog,49,355,531537.19,Delayed
MIS012630,2025-04-29,B005,East,Training Exercise,High,Storm,28,148,2504782.2,Completed
MIS012631,2025-06-11,B022,Central,Supply Delivery,High,Fog,21,399,1427849.0,Completed
MIS012632,2025-06-30,B011,Central,Border Patrol,High,Fog,33,316,4763484.91,Completed
MIS012633,2026-07-04,B018,East,Reconnaissance,Low,Fog,65,275,2222516.84,Completed
MIS012634,2025-05-12,B010,North,Border Patrol,Medium,Clear,47,296,3174631.87,Completed
MIS012635,2026-01-28,B007,Central,Supply Delivery,Low,Clear,51,151,3839976.76,Completed
MIS012636,2025-09-21,B001,Central,Supply Delivery,High,Rain,22,279,3564555.74,Cancelled
MIS012637,2025-01-03,B011,Central,Medical Support,Critical,Fog,22,350,627322.14,Completed
MIS012638,2026-06-06,B008,East,Disaster Relief,Medium,Clear,32,124,4821181.56,Completed
MIS012639,2025-03-02,B004,East,Training Exercise,Medium,Snow,71,153,3976296.06,Delayed
MIS012640,2026-01-22,B004,East,Training Exercise,Low,Storm,13,249,395866.94,Cancelled
MIS012641,2025-04-22,B014,Central,Medical Support,Medium,Rain,24,90,3033570.21,Completed
MIS012642,2026-07-20,B013,South,Reconnaissance,Critical,Fog,61,221,4681577.5,Completed
MIS012643,2025-06-11,B007,Central,Supply Delivery,Medium,Storm,13,308,3561638.4,Completed
MIS012644,2025-10-29,B029,South,Supply Delivery,Medium,Storm,13,106,2432668.65,Completed
MIS012645,2025-05-14,B003,East,Medical Support,Medium,Rain,43,342,1794058.5,Completed
MIS012646,2026-01-15,B013,South,Reconnaissance,Low,Clear,61,331,1733813.55,Completed
MIS012647,2026-02-07,B005,East,Equipment Transport,High,Clear,60,279,2429096.33,Completed
MIS012648,2025-09-13,B013,South,Medical Support,Medium,Clear,5,75,2042110.78,Completed
MIS012649,2025-03-29,B004,East,Training Exercise,Medium,Snow,64,111,2016176.08,Completed
MIS012650,2026-01-06,B019,Central,Supply Delivery,Medium,Rain,60,123,348760.9,Cancelled
MIS012651,2026-06-25,B014,Central,Training Exercise,Low,Clear,36,192,2107832.08,Completed
MIS012652,2025-10-20,B025,West,Disaster Relief,Low,Snow,35,57,4605686.99,Completed
MIS012653,2026-03-31,B016,West,Surveillance,Low,Fog,23,157,2863288.21,Delayed
MIS012654,2025-07-30,B025,West,Training Exercise,Medium,Rain,8,221,1219881.95,Cancelled
MIS012655,2026-06-22,B008,East,Medical Support,Medium,Rain,67,380,4828273.19,Cancelled
MIS012656,2026-03-21,B001,Central,Training Exercise,Medium,Rain,5,89,3799884.74,Completed
MIS012657,2025-05-28,B004,East,Medical Support,High,Fog,47,32,2933226.24,Cancelled
MIS012658,2026-08-18,B022,Central,Disaster Relief,High,Clear,19,71,1479806.08,Completed
MIS012659,2025-06-27,B006,West,Border Patrol,Medium,Snow,6,51,1160495.96,Delayed
MIS012660,2026-06-24,B006,West,Surveillance,Low,Rain,33,83,2313478.31,Completed
MIS012661,2025-02-08,B013,South,Medical Support,Low,Rain,42,240,3632457.35,Completed
MIS012662,2026-04-04,B004,East,Medical Support,High,Storm,41,305,4641350.92,Completed
MIS012663,2026-06-20,B022,Central,Training Exercise,Critical,Snow,29,273,2273695.25,Completed
MIS012664,2026-10-24,B027,West,Border Patrol,High,Rain,68,30,2313124.07,Completed
MIS012665,2025-06-27,B017,East,Border Patrol,Critical,Rain,44,357,904925.28,Completed
MIS012666,2026-10-13,B001,Central,Medical Support,Medium,Clear,44,302,236802.08,Completed
MIS012667,2026-01-04,B005,East,Surveillance,High,Fog,40,355,718136.7,Delayed
MIS012668,2025-05-31,B004,East,Equipment Transport,Medium,Rain,6,346,4720812.89,Cancelled
MIS012669,2026-03-06,B002,North,Training Exercise,Low,Storm,51,291,3878108.27,Delayed
MIS012670,2026-03-07,B029,South,Border Patrol,High,Storm,18,316,467486.68,Completed
MIS012671,2025-09-20,B006,West,Equipment Transport,Critical,Fog,60,356,1090393.79,Completed
MIS012672,2026-05-15,B023,North,Supply Delivery,High,Storm,65,323,3467876.78,Completed
MIS012673,2026-11-12,B009,South,Supply Delivery,Medium,Snow,59,33,158783.69,Completed
MIS012674,2025-08-27,B007,Central,Equipment Transport,Low,Storm,65,133,3189787.24,Delayed
MIS012675,2026-02-15,B017,East,Supply Delivery,Medium,Snow,68,175,3394360.91,Completed
MIS012676,2025-04-09,B018,East,Surveillance,Medium,Snow,55,163,4833006.88,Delayed
MIS012677,2026-02-22,B021,South,Training Exercise,High,Clear,42,358,4260954.87,Completed
MIS012678,2025-05-07,B023,North,Disaster Relief,High,Clear,48,309,3127934.17,Completed
MIS012679,2026-03-03,B017,East,Supply Delivery,High,Rain,7,223,3564765.69,Completed
MIS012680,2026-07-31,B010,North,Disaster Relief,Medium,Snow,13,236,3167970.78,Delayed
MIS012681,2025-12-16,B002,North,Surveillance,Low,Fog,71,326,3113906.65,Completed
MIS012682,2025-11-06,B007,Central,Supply Delivery,High,Clear,35,134,515627.46,Completed
MIS012683,2026-04-04,B020,East,Equipment Transport,High,Storm,45,273,1025410.97,Completed
MIS012684,2026-11-22,B011,Central,Equipment Transport,Critical,Rain,62,254,635825.02,Completed
MIS012685,2026-07-21,B025,West,Medical Support,High,Rain,12,388,387090.44,Delayed
MIS012686,2026-02-28,B018,East,Disaster Relief,Medium,Storm,21,164,2809389.76,Delayed
MIS012687,2026-07-03,B017,East,Border Patrol,High,Snow,11,350,4099778.81,Delayed
MIS012688,2025-10-30,B017,East,Equipment Transport,Medium,Storm,22,181,3110771.4,Completed
MIS012689,2025-03-12,B002,North,Supply Delivery,High,Rain,72,191,4517249.58,Completed
MIS012690,2026-11-06,B014,Central,Equipment Transport,High,Rain,70,124,763294.67,Completed
MIS012691,2025-10-28,B011,Central,Medical Support,High,Snow,17,23,974924.85,Completed
MIS012692,2025-11-25,B024,East,Border Patrol,Medium,Rain,22,388,1135268.48,Completed
MIS012693,2026-03-17,B002,North,Equipment Transport,High,Fog,63,301,335662.39,Completed
MIS012694,2025-03-30,B007,Central,Reconnaissance,Critical,Fog,30,130,4725273.79,Completed
MIS012695,2025-03-03,B011,Central,Border Patrol,Medium,Rain,32,394,2199855.02,Completed
MIS012696,2026-01-27,B026,South,Disaster Relief,Medium,Fog,24,389,3735787.11,Completed
MIS012697,2025-11-01,B004,East,Medical Support,Low,Rain,57,202,3169351.65,Completed
MIS012698,2025-09-22,B020,East,Training Exercise,Medium,Snow,27,218,235144.56,Completed
MIS012699,2025-11-17,B002,North,Border Patrol,High,Fog,55,198,2374094.34,Completed
MIS012700,2025-06-16,B012,South,Surveillance,Medium,Snow,25,356,147764.5,Completed
MIS012701,2025-05-25,B025,West,Border Patrol,Medium,Storm,71,175,1827788.48,Delayed
MIS012702,2025-01-04,B008,East,Medical Support,High,Storm,65,281,4904606.31,Completed
MIS012703,2025-08-01,B027,West,Training Exercise,Critical,Snow,13,328,393439.17,Delayed
MIS012704,2025-03-03,B025,West,Equipment Transport,High,Rain,67,205,4352654.93,Completed
MIS012705,2025-07-19,B024,East,Disaster Relief,Critical,Fog,30,172,1854895.18,Completed
MIS012706,2026-02-12,B026,South,Training Exercise,High,Fog,22,288,3629109.47,Completed
MIS012707,2025-12-08,B012,South,Reconnaissance,Low,Fog,51,134,1750998.78,Delayed
MIS012708,2026-07-08,B014,Central,Training Exercise,Critical,Storm,50,162,2053757.51,Completed
MIS012709,2025-06-13,B011,Central,Surveillance,Low,Fog,25,359,2930964.8,Completed
MIS012710,2025-08-08,B008,East,Training Exercise,High,Snow,28,351,2835594.39,Completed
MIS012711,2025-08-21,B018,East,Supply Delivery,Critical,Clear,38,113,2094583.48,Completed
MIS012712,2025-09-17,B009,South,Supply Delivery,Low,Clear,17,183,3145814.18,Completed
MIS012713,2026-10-15,B004,East,Medical Support,Medium,Clear,18,25,2610990.06,Completed
MIS012714,2026-12-25,B018,East,Disaster Relief,Low,Fog,6,226,1339498.47,Completed
MIS012715,2025-09-07,B004,East,Disaster Relief,Medium,Clear,65,102,4008657.56,Completed
MIS012716,2025-03-22,B024,East,Reconnaissance,Medium,Storm,17,399,1298180.39,Completed
MIS012717,2025-04-17,B029,South,Disaster Relief,Critical,Storm,26,176,2063132.9,Completed
MIS012718,2026-07-24,B024,East,Surveillance,High,Rain,14,395,2139599.99,Completed
MIS012719,2026-10-06,B030,East,Border Patrol,Critical,Storm,29,302,1107287.53,Completed
MIS012720,2026-09-29,B015,South,Equipment Transport,Medium,Clear,63,242,3051798.73,Completed
MIS012721,2026-02-02,B016,West,Reconnaissance,Critical,Storm,35,67,3501284.18,Completed
MIS012722,2026-10-07,B002,North,Border Patrol,Medium,Rain,21,159,1403960.99,Completed
MIS012723,2026-01-16,B002,North,Training Exercise,Critical,Clear,8,116,3214029.56,Completed
MIS012724,2025-09-10,B024,East,Medical Support,Critical,Fog,11,26,2625996.52,Completed
MIS012725,2025-03-08,B025,West,Supply Delivery,Critical,Clear,39,254,2452969.52,Completed
MIS012726,2025-05-14,B016,West,Supply Delivery,High,Fog,41,338,4949189.83,Completed
MIS012727,2025-06-27,B021,South,Training Exercise,High,Fog,29,345,3877849.18,Completed
MIS012728,2025-01-14,B028,West,Disaster Relief,Low,Clear,54,20,386060.13,Delayed
MIS012729,2026-09-26,B013,South,Reconnaissance,Low,Snow,28,327,2285830.52,Completed
MIS012730,2025-09-27,B016,West,Supply Delivery,Medium,Storm,50,218,2899027.97,Delayed
MIS012731,2026-04-14,B012,South,Border Patrol,Critical,Storm,53,220,1023882.49,Delayed
MIS012732,2025-04-24,B030,East,Medical Support,Medium,Fog,15,391,1126611.92,Completed
MIS012733,2026-12-28,B019,Central,Medical Support,Medium,Storm,61,196,1870642.46,Completed
MIS012734,2025-01-27,B012,South,Medical Support,High,Clear,63,206,2619939.51,Completed
MIS012735,2026-09-05,B011,Central,Reconnaissance,Critical,Fog,32,373,2464242.72,Completed
MIS012736,2026-01-13,B008,East,Disaster Relief,High,Snow,7,295,2863401.64,Delayed
MIS012737,2025-08-29,B010,North,Equipment Transport,Low,Clear,32,188,190718.45,Completed
MIS012738,2026-08-01,B023,North,Reconnaissance,High,Rain,56,102,4043352.66,Completed
MIS012739,2026-02-20,B030,East,Medical Support,Medium,Snow,67,227,932880.03,Delayed
MIS012740,2025-02-12,B007,Central,Disaster Relief,High,Fog,39,67,1012497.83,Completed
MIS012741,2025-04-03,B023,North,Surveillance,High,Fog,44,53,3521057.75,Completed
MIS012742,2025-05-28,B015,South,Supply Delivery,Low,Rain,45,22,4372412.46,Cancelled
MIS012743,2026-05-05,B020,East,Disaster Relief,Medium,Fog,33,275,2388140.83,Completed
MIS012744,2026-08-02,B030,East,Medical Support,High,Snow,52,257,4830185.04,Cancelled
MIS012745,2026-06-27,B015,South,Supply Delivery,Medium,Snow,10,351,3498852.38,Completed
MIS012746,2026-12-04,B005,East,Reconnaissance,High,Clear,33,60,4089325.2,Completed
MIS012747,2025-06-13,B024,East,Supply Delivery,Low,Snow,60,208,2807347.28,Delayed
MIS012748,2026-03-24,B018,East,Border Patrol,Medium,Fog,47,33,3273184.33,Completed
MIS012749,2025-09-08,B018,East,Equipment Transport,Medium,Rain,32,262,2580335.69,Completed
MIS012750,2026-01-24,B006,West,Medical Support,Critical,Storm,62,99,867036.05,Completed
MIS012751,2026-07-03,B021,South,Border Patrol,Critical,Clear,52,267,4306616.91,Completed
MIS012752,2025-06-01,B013,South,Training Exercise,Medium,Storm,65,337,2675740.93,Completed
MIS012753,2025-07-31,B021,South,Training Exercise,Critical,Rain,26,67,2956565.76,Completed
MIS012754,2026-07-13,B019,Central,Supply Delivery,Critical,Storm,53,115,4260619.17,Cancelled
MIS012755,2026-07-25,B021,South,Equipment Transport,High,Fog,29,379,4338750.15,Completed
MIS012756,2025-03-08,B006,West,Training Exercise,Medium,Snow,67,275,1322078.4,Completed
MIS012757,2026-09-15,B010,North,Equipment Transport,Low,Rain,44,53,3111261.72,Completed
MIS012758,2025-02-23,B021,South,Medical Support,Low,Snow,29,367,2909829.0,Completed
MIS012759,2025-07-27,B015,South,Medical Support,Medium,Snow,11,46,2821946.94,Cancelled
MIS012760,2025-11-14,B010,North,Surveillance,Medium,Rain,49,161,3033603.63,Completed
MIS012761,2026-04-26,B009,South,Disaster Relief,Medium,Clear,34,270,2630834.48,Completed
MIS012762,2025-05-05,B019,Central,Supply Delivery,Medium,Fog,69,68,4138706.8,Completed
MIS012763,2026-06-11,B019,Central,Training Exercise,Medium,Fog,65,209,4883312.67,Completed
MIS012764,2026-11-01,B027,West,Reconnaissance,Critical,Clear,10,360,3213920.61,Completed
MIS012765,2025-06-28,B026,South,Medical Support,Medium,Snow,34,317,3596308.58,Completed
MIS012766,2026-01-01,B022,Central,Border Patrol,High,Rain,51,175,4341039.93,Completed
MIS012767,2026-11-08,B029,South,Training Exercise,High,Clear,15,397,1847065.43,Completed
MIS012768,2026-04-17,B015,South,Reconnaissance,Low,Rain,65,69,4258095.43,Completed
MIS012769,2025-07-04,B012,South,Disaster Relief,High,Rain,65,166,711489.81,Completed
MIS012770,2025-05-14,B028,West,Supply Delivery,High,Rain,33,222,748695.22,Completed
MIS012771,2026-02-14,B007,Central,Supply Delivery,Medium,Fog,27,141,3646111.64,Completed
MIS012772,2025-05-14,B003,East,Reconnaissance,High,Fog,21,125,3859837.14,Completed
MIS012773,2026-06-13,B002,North,Equipment Transport,Medium,Snow,16,251,1892493.2,Delayed
MIS012774,2026-07-09,B017,East,Border Patrol,Critical,Snow,63,94,2100103.64,Delayed
MIS012775,2025-03-24,B024,East,Equipment Transport,Low,Storm,26,323,3925646.56,Delayed
MIS012776,2025-05-12,B018,East,Training Exercise,Critical,Clear,46,337,2309134.1,Completed
MIS012777,2026-05-31,B015,South,Reconnaissance,High,Storm,4,240,4469801.18,Completed
MIS012778,2026-05-09,B030,East,Surveillance,Critical,Rain,5,329,3579969.42,Cancelled
MIS012779,2025-06-16,B009,South,Supply Delivery,High,Fog,50,195,4071551.19,Completed
MIS012780,2026-09-21,B020,East,Supply Delivery,Medium,Fog,36,220,3890382.67,Completed
MIS012781,2026-11-29,B001,Central,Reconnaissance,High,Rain,57,283,3169055.91,Completed
MIS012782,2026-06-11,B005,East,Supply Delivery,Medium,Clear,30,341,3370603.56,Cancelled
MIS012783,2026-11-01,B014,Central,Supply Delivery,Low,Rain,13,262,4359953.3,Delayed
MIS012784,2026-03-16,B011,Central,Medical Support,Medium,Storm,26,253,599733.19,Completed
MIS012785,2025-05-20,B016,West,Border Patrol,High,Storm,71,172,2149622.47,Completed
MIS012786,2026-09-16,B023,North,Supply Delivery,Critical,Fog,51,294,726135.13,Completed
MIS012787,2026-05-14,B009,South,Equipment Transport,Critical,Snow,30,307,3545118.9,Completed
MIS012788,2026-05-08,B014,Central,Supply Delivery,Low,Storm,68,130,2427080.93,Delayed
MIS012789,2025-02-20,B014,Central,Surveillance,High,Snow,15,151,428755.41,Delayed
MIS012790,2026-02-05,B023,North,Reconnaissance,High,Fog,41,63,1207423.91,Completed
MIS012791,2026-02-09,B006,West,Equipment Transport,High,Clear,50,263,4346975.19,Completed
MIS012792,2026-11-28,B017,East,Medical Support,Medium,Clear,19,177,2074878.85,Completed
MIS012793,2025-12-30,B009,South,Border Patrol,High,Storm,37,136,1207251.98,Delayed
MIS012794,2025-09-20,B002,North,Disaster Relief,Medium,Storm,41,211,1912848.83,Completed
MIS012795,2026-10-01,B030,East,Equipment Transport,Medium,Fog,28,60,2551726.07,Completed
MIS012796,2026-12-25,B016,West,Disaster Relief,Medium,Clear,24,148,3700084.03,Completed
MIS012797,2026-11-15,B001,Central,Border Patrol,High,Rain,9,388,2320350.49,Completed
MIS012798,2025-01-11,B013,South,Surveillance,High,Snow,64,288,3482239.83,Cancelled
MIS012799,2026-11-15,B024,East,Disaster Relief,High,Fog,27,106,2309195.62,Completed
MIS012800,2025-01-20,B009,South,Reconnaissance,Critical,Snow,43,215,470452.01,Completed
MIS012801,2026-09-18,B026,South,Surveillance,Low,Rain,31,377,3636768.17,Completed
MIS012802,2025-01-08,B020,East,Supply Delivery,Critical,Rain,14,318,2916091.21,Completed
MIS012803,2025-09-10,B021,South,Disaster Relief,Critical,Storm,36,314,1467263.26,Delayed
MIS012804,2026-05-19,B021,South,Medical Support,High,Rain,13,138,3996895.5,Completed
MIS012805,2025-10-03,B002,North,Border Patrol,Medium,Storm,64,390,3598781.04,Completed
MIS012806,2025-12-31,B023,North,Disaster Relief,High,Rain,21,251,459463.55,Completed
MIS012807,2025-03-28,B012,South,Supply Delivery,Critical,Fog,26,53,1319631.43,Completed
MIS012808,2026-05-16,B027,West,Surveillance,Low,Clear,31,46,233206.69,Completed
MIS012809,2025-08-05,B003,East,Training Exercise,High,Fog,64,177,2095355.51,Completed
MIS012810,2025-09-16,B021,South,Reconnaissance,Low,Fog,36,23,3848889.65,Completed
MIS012811,2025-05-08,B018,East,Supply Delivery,High,Storm,28,80,1042600.69,Completed
MIS012812,2025-06-01,B011,Central,Reconnaissance,Low,Fog,47,87,2721249.32,Delayed
MIS012813,2026-09-16,B017,East,Supply Delivery,Critical,Storm,30,368,1241927.84,Completed
MIS012814,2026-01-26,B014,Central,Disaster Relief,High,Clear,31,304,4518065.18,Completed
MIS012815,2026-02-27,B016,West,Surveillance,High,Rain,46,214,3421238.63,Cancelled
MIS012816,2025-12-28,B020,East,Supply Delivery,Low,Storm,14,270,2484274.6,Completed
MIS012817,2025-12-22,B023,North,Equipment Transport,Medium,Storm,4,375,2907298.61,Completed
