Inventory_ID,Base_ID,Equipment_ID,Quantity,Available,Reorder_Level,Inventory_Status
INV063604,B012,EQ04889,8,4,24,Low Stock
INV063605,B019,EQ00598,96,28,8,Medium Stock
INV063606,B008,EQ04967,55,41,20,Healthy
INV063607,B019,EQ02953,53,16,23,Low Stock
INV063608,B006,EQ00209,70,66,6,Healthy
INV063609,B006,EQ00888,5,2,26,Low Stock
INV063610,B010,EQ03410,49,21,13,Medium Stock
INV063611,B025,EQ00001,85,72,17,Healthy
INV063612,B003,EQ04708,43,34,25,Healthy
INV063613,B020,EQ02806,93,12,8,Medium Stock
INV063614,B019,EQ03589,21,8,24,Low Stock
INV063615,B015,EQ04625,63,6,29,Low Stock
INV063616,B026,EQ02711,22,12,20,Low Stock
INV063617,B028,EQ01512,37,16,19,Low Stock
INV063618,B017,EQ03020,25,13,27,Low Stock
INV063619,B029,EQ03575,85,16,14,Medium Stock
INV063620,B005,EQ00095,36,7,8,Low Stock
INV063621,B025,EQ03191,37,6,12,Low Stock
INV063622,B002,EQ03067,19,0,30,Low Stock
INV063623,B026,EQ02375,13,6,17,Low Stock
INV063624,B016,EQ04630,65,19,7,Medium Stock
INV063625,B023,EQ04526,64,2,8,Low Stock
INV063626,B001,EQ00046,28,0,6,Low Stock
INV063627,B009,EQ02433,99,15,17,Low Stock
INV063628,B025,EQ01059,28,12,7,Medium Stock
INV063629,B028,EQ03587,96,12,23,Low Stock
INV063630,B015,EQ01708,61,21,6,Medium Stock
INV063631,B021,EQ00415,22,6,7,Low Stock
INV063632,B007,EQ00509,95,58,26,Healthy
INV063633,B016,EQ03465,83,17,22,Low Stock
INV063634,B014,EQ02245,73,23,25,Low Stock
INV063635,B013,EQ03199,87,5,7,Low Stock
INV063636,B002,EQ01690,94,37,10,Medium Stock
INV063637,B020,EQ01269,84,74,19,Healthy
INV063638,B016,EQ02575,86,54,8,Healthy
INV063639,B021,EQ01917,13,13,26,Low Stock
INV063640,B017,EQ02370,84,65,17,Healthy
INV063641,B026,EQ02620,80,19,25,Low Stock
INV063642,B004,EQ00845,21,10,9,Medium Stock
INV063643,B014,EQ04517,99,41,19,Medium Stock
INV063644,B021,EQ03441,49,2,24,Low Stock
INV063645,B007,EQ02767,90,22,18,Medium Stock
INV063646,B006,EQ00983,67,10,11,Low Stock
INV063647,B018,EQ03468,26,17,13,Healthy
INV063648,B022,EQ02675,92,18,27,Low Stock
INV063649,B005,EQ03789,66,49,8,Healthy
INV063650,B001,EQ01487,33,32,25,Healthy
INV063651,B001,EQ04769,96,18,19,Low Stock
INV063652,B025,EQ03816,54,23,30,Low Stock
INV063653,B024,EQ01305,19,3,10,Low Stock
INV063654,B007,EQ00271,48,18,10,Medium Stock
INV063655,B016,EQ02556,70,40,19,Healthy
INV063656,B024,EQ02518,39,18,10,Medium Stock
INV063657,B013,EQ04988,18,6,12,Low Stock
INV063658,B029,EQ03228,7,6,27,Low Stock
INV063659,B025,EQ00915,87,25,13,Medium Stock
INV063660,B029,EQ04359,44,36,8,Healthy
INV063661,B016,EQ04813,32,32,24,Healthy
INV063662,B020,EQ01493,59,40,25,Healthy
INV063663,B019,EQ03482,86,85,22,Healthy
INV063664,B014,EQ04146,24,15,27,Low Stock
INV063665,B006,EQ03297,38,26,23,Healthy
INV063666,B017,EQ03116,29,0,10,Low Stock
INV063667,B016,EQ04126,65,36,9,Healthy
INV063668,B005,EQ00663,94,10,5,Medium Stock
INV063669,B014,EQ01958,81,16,25,Low Stock
INV063670,B005,EQ01075,30,11,12,Low Stock
INV063671,B012,EQ01485,38,16,26,Low Stock
INV063672,B007,EQ04946,87,41,14,Medium Stock
INV063673,B013,EQ01952,30,8,14,Low Stock
INV063674,B006,EQ01622,45,21,28,Low Stock
INV063675,B024,EQ00058,68,22,10,Medium Stock
INV063676,B013,EQ00620,18,4,11,Low Stock
INV063677,B006,EQ01829,51,39,14,Healthy
INV063678,B011,EQ01093,59,17,22,Low Stock
INV063679,B020,EQ04164,15,0,23,Low Stock
INV063680,B008,EQ00768,40,6,24,Low Stock
INV063681,B007,EQ04187,41,1,11,Low Stock
INV063682,B017,EQ01364,30,12,29,Low Stock
INV063683,B024,EQ01749,65,18,28,Low Stock
INV063684,B021,EQ01157,21,9,7,Medium Stock
INV063685,B001,EQ01658,40,38,23,Healthy
INV063686,B007,EQ03080,6,1,7,Low Stock
INV063687,B021,EQ04557,35,31,19,Healthy
INV063688,B018,EQ01417,27,4,24,Low Stock
INV063689,B005,EQ02868,62,45,8,Healthy
INV063690,B021,EQ02866,41,27,15,Healthy
INV063691,B024,EQ00412,10,10,6,Healthy
INV063692,B015,EQ00713,53,10,18,Low Stock
INV063693,B015,EQ01942,17,9,8,Healthy
INV063694,B011,EQ02211,18,13,26,Low Stock
INV063695,B006,EQ01846,36,23,15,Healthy
INV063696,B002,EQ00822,71,53,7,Healthy
INV063697,B028,EQ04599,23,5,12,Low Stock
INV063698,B018,EQ00405,11,3,21,Low Stock
INV063699,B007,EQ04658,61,18,17,Medium Stock
INV063700,B018,EQ04935,10,5,14,Low Stock
INV063701,B023,EQ02406,94,18,29,Low Stock
INV063702,B007,EQ00973,54,27,23,Medium Stock
INV063703,B006,EQ04344,79,55,19,Healthy
INV063704,B015,EQ01798,14,13,6,Healthy
INV063705,B017,EQ02669,6,4,9,Low Stock
INV063706,B005,EQ03174,32,26,6,Healthy
INV063707,B016,EQ04611,21,5,13,Low Stock
INV063708,B008,EQ01931,21,8,10,Low Stock
INV063709,B024,EQ01606,60,7,22,Low Stock
INV063710,B024,EQ02236,82,15,24,Low Stock
INV063711,B025,EQ00795,84,3,17,Low Stock
INV063712,B009,EQ04930,64,60,28,Healthy
INV063713,B020,EQ04554,9,2,25,Low Stock
INV063714,B016,EQ00203,40,27,15,Healthy
INV063715,B027,EQ01301,20,7,27,Low Stock
INV063716,B018,EQ01541,33,28,16,Healthy
INV063717,B008,EQ01817,84,51,17,Healthy
INV063718,B010,EQ03888,40,33,16,Healthy
INV063719,B011,EQ01907,29,22,29,Low Stock
INV063720,B022,EQ04967,93,79,30,Healthy
INV063721,B030,EQ00443,94,29,26,Medium Stock
INV063722,B007,EQ02884,28,21,7,Healthy
INV063723,B026,EQ01760,99,60,8,Healthy
INV063724,B010,EQ00586,67,34,5,Healthy
INV063725,B004,EQ03418,98,83,29,Healthy
INV063726,B016,EQ02605,95,94,25,Healthy
INV063727,B028,EQ01174,46,40,20,Healthy
INV063728,B022,EQ01598,36,4,15,Low Stock
INV063729,B018,EQ01363,36,28,10,Healthy
INV063730,B024,EQ02024,65,52,20,Healthy
INV063731,B025,EQ03112,69,38,14,Healthy
INV063732,B001,EQ03779,56,51,6,Healthy
INV063733,B026,EQ02289,97,23,17,Medium Stock
INV063734,B026,EQ03535,41,28,14,Healthy
INV063735,B023,EQ03897,23,20,19,Healthy
INV063736,B015,EQ03942,100,39,15,Medium Stock
INV063737,B013,EQ00173,91,7,10,Low Stock
INV063738,B017,EQ04578,48,29,27,Healthy
INV063739,B014,EQ00693,26,14,22,Low Stock
INV063740,B025,EQ04234,53,13,28,Low Stock
INV063741,B008,EQ02842,66,24,19,Medium Stock
INV063742,B030,EQ01880,47,2,6,Low Stock
INV063743,B012,EQ03205,86,65,30,Healthy
INV063744,B022,EQ03873,35,9,8,Medium Stock
INV063745,B009,EQ00623,40,5,21,Low Stock
INV063746,B026,EQ02405,16,12,26,Low Stock
INV063747,B013,EQ00859,53,17,24,Low Stock
INV063748,B017,EQ03941,83,32,19,Medium Stock
INV063749,B008,EQ01533,62,18,5,Medium Stock
INV063750,B009,EQ04844,34,20,20,Low Stock
INV063751,B027,EQ00516,94,74,29,Healthy
INV063752,B020,EQ00672,61,51,20,Healthy
INV063753,B012,EQ00641,73,70,14,Healthy
INV063754,B008,EQ02133,19,11,18,Low Stock
INV063755,B008,EQ03589,56,20,18,Medium Stock
INV063756,B002,EQ00220,46,26,26,Low Stock
INV063757,B024,EQ00677,70,12,30,Low Stock
INV063758,B028,EQ02397,39,6,26,Low Stock
INV063759,B005,EQ02677,79,48,22,Healthy
INV063760,B017,EQ04788,57,28,6,Medium Stock
INV063761,B025,EQ03735,89,37,8,Medium Stock
INV063762,B016,EQ02439,36,15,21,Low Stock
INV063763,B004,EQ03324,80,47,24,Healthy
INV063764,B001,EQ01323,17,7,24,Low Stock
INV063765,B001,EQ02231,5,2,20,Low Stock
INV063766,B027,EQ02586,58,46,24,Healthy
INV063767,B016,EQ04500,100,54,26,Healthy
INV063768,B030,EQ01450,56,14,10,Medium Stock
INV063769,B029,EQ04080,52,51,14,Healthy
INV063770,B006,EQ02539,80,20,6,Medium Stock
INV063771,B025,EQ03214,19,7,18,Low Stock
INV063772,B012,EQ00871,49,10,21,Low Stock
INV063773,B023,EQ00086,11,2,25,Low Stock
INV063774,B019,EQ03697,44,20,17,Medium Stock
INV063775,B007,EQ01845,27,7,15,Low Stock
INV063776,B021,EQ02227,37,12,18,Low Stock
INV063777,B029,EQ04019,62,24,25,Low Stock
INV063778,B011,EQ04231,39,21,15,Healthy
INV063779,B023,EQ04052,57,53,13,Healthy
INV063780,B007,EQ02762,76,27,23,Medium Stock
INV063781,B025,EQ00776,42,29,21,Healthy
INV063782,B016,EQ02840,82,64,21,Healthy
INV063783,B016,EQ03512,15,15,22,Low Stock
INV063784,B011,EQ01566,14,1,22,Low Stock
INV063785,B017,EQ03062,23,15,29,Low Stock
INV063786,B008,EQ00927,80,31,6,Medium Stock
INV063787,B020,EQ03797,33,18,28,Low Stock
INV063788,B012,EQ03166,57,34,28,Healthy
INV063789,B004,EQ01828,84,13,29,Low Stock
INV063790,B004,EQ02519,22,20,23,Low Stock
INV063791,B013,EQ01284,65,43,6,Healthy
INV063792,B026,EQ00778,20,0,20,Low Stock
INV063793,B014,EQ02942,45,24,21,Healthy
INV063794,B020,EQ00115,87,52,29,Healthy
INV063795,B008,EQ02595,72,70,15,Healthy
INV063796,B012,EQ00662,58,56,19,Healthy
INV063797,B026,EQ02342,42,14,18,Low Stock
INV063798,B013,EQ02172,44,42,23,Healthy
INV063799,B017,EQ00374,59,55,18,Healthy
INV063800,B030,EQ03334,53,44,8,Healthy
INV063801,B030,EQ03116,61,61,8,Healthy
INV063802,B019,EQ00440,73,51,15,Healthy
INV063803,B008,EQ02585,15,7,9,Low Stock
INV063804,B013,EQ03834,43,23,9,Healthy
INV063805,B023,EQ04167,36,10,21,Low Stock
INV063806,B007,EQ01316,73,54,7,Healthy
INV063807,B003,EQ01785,17,2,27,Low Stock
INV063808,B029,EQ00937,27,9,30,Low Stock
INV063809,B025,EQ04330,68,20,5,Medium Stock
INV063810,B026,EQ03536,58,57,9,Healthy
INV063811,B020,EQ00154,55,0,30,Low Stock
INV063812,B016,EQ03655,86,26,26,Low Stock
INV063813,B008,EQ01107,15,10,22,Low Stock
INV063814,B003,EQ02998,47,26,25,Healthy
INV063815,B028,EQ00431,56,32,20,Healthy
INV063816,B017,EQ00133,57,9,16,Low Stock
INV063817,B026,EQ02832,70,37,28,Healthy
INV063818,B022,EQ01672,73,13,20,Low Stock
INV063819,B023,EQ02830,73,9,11,Low Stock
INV063820,B013,EQ03350,6,4,22,Low Stock
INV063821,B026,EQ04463,99,94,8,Healthy
INV063822,B025,EQ00238,5,3,29,Low Stock
INV063823,B009,EQ01659,35,27,24,Healthy
INV063824,B005,EQ02785,57,24,11,Medium Stock
INV063825,B030,EQ00426,68,21,8,Medium Stock
INV063826,B011,EQ03089,31,1,27,Low Stock
INV063827,B022,EQ00848,99,66,14,Healthy
INV063828,B003,EQ01844,73,58,30,Healthy
INV063829,B016,EQ01160,45,23,19,Healthy
INV063830,B016,EQ03437,53,8,20,Low Stock
INV063831,B001,EQ02740,16,6,14,Low Stock
INV063832,B017,EQ03462,53,21,25,Low Stock
INV063833,B029,EQ00535,98,30,15,Medium Stock
INV063834,B028,EQ03904,73,15,29,Low Stock
INV063835,B019,EQ03782,86,33,30,Medium Stock
INV063836,B003,EQ03825,37,35,29,Healthy
INV063837,B030,EQ04171,23,11,29,Low Stock
INV063838,B022,EQ01974,21,19,17,Healthy
INV063839,B018,EQ01916,48,42,26,Healthy
INV063840,B014,EQ01249,41,14,14,Low Stock
INV063841,B005,EQ03636,83,9,19,Low Stock
INV063842,B019,EQ00555,33,16,21,Low Stock
INV063843,B005,EQ02970,67,34,12,Healthy
INV063844,B024,EQ03050,30,30,23,Healthy
INV063845,B013,EQ03011,19,7,23,Low Stock
INV063846,B001,EQ04219,32,10,19,Low Stock
INV063847,B012,EQ01795,88,71,29,Healthy
INV063848,B018,EQ03902,95,43,29,Medium Stock
INV063849,B015,EQ02397,90,89,26,Healthy
INV063850,B016,EQ00506,29,13,11,Medium Stock
INV063851,B004,EQ04160,24,15,16,Low Stock
INV063852,B024,EQ00970,57,36,29,Healthy
INV063853,B010,EQ04813,35,10,12,Low Stock
INV063854,B025,EQ03652,13,4,24,Low Stock
INV063855,B020,EQ03949,54,12,23,Low Stock
INV063856,B011,EQ02253,82,5,28,Low Stock
INV063857,B018,EQ02160,37,3,17,Low Stock
INV063858,B017,EQ00515,92,9,27,Low Stock
INV063859,B001,EQ00122,38,36,8,Healthy
INV063860,B011,EQ00994,13,9,21,Low Stock
INV063861,B013,EQ04998,61,10,22,Low Stock
INV063862,B011,EQ03823,28,6,26,Low Stock
INV063863,B021,EQ04216,85,2,24,Low Stock
INV063864,B020,EQ00448,87,33,30,Medium Stock
INV063865,B005,EQ03175,8,2,12,Low Stock
INV063866,B023,EQ00783,37,3,18,Low Stock
INV063867,B020,EQ03209,51,27,22,Healthy
INV063868,B030,EQ01435,80,65,5,Healthy
INV063869,B005,EQ01909,23,23,11,Healthy
INV063870,B028,EQ00627,75,58,22,Healthy
INV063871,B008,EQ01362,45,3,8,Low Stock
INV063872,B020,EQ00308,42,20,12,Medium Stock
INV063873,B017,EQ03443,6,2,16,Low Stock
INV063874,B006,EQ01048,91,70,19,Healthy
INV063875,B029,EQ02803,23,15,5,Healthy
INV063876,B016,EQ04232,49,16,28,Low Stock
INV063877,B012,EQ04173,59,51,30,Healthy
INV063878,B015,EQ00763,73,56,26,Healthy
INV063879,B016,EQ04295,50,30,14,Healthy
INV063880,B030,EQ02638,56,6,20,Low Stock
INV063881,B008,EQ00858,59,25,10,Medium Stock
INV063882,B010,EQ02982,42,13,16,Low Stock
INV063883,B020,EQ03359,68,9,9,Low Stock
INV063884,B011,EQ00724,35,19,17,Healthy
INV063885,B028,EQ02360,53,23,21,Medium Stock
INV063886,B028,EQ00726,16,1,21,Low Stock
INV063887,B008,EQ04949,30,9,16,Low Stock
INV063888,B017,EQ00988,83,2,13,Low Stock
INV063889,B004,EQ01240,60,43,19,Healthy
INV063890,B027,EQ00078,37,24,20,Healthy
INV063891,B019,EQ02488,10,2,7,Low Stock
INV063892,B016,EQ02436,7,7,22,Low Stock
INV063893,B001,EQ04104,74,36,19,Medium Stock
INV063894,B017,EQ03408,63,9,20,Low Stock
INV063895,B004,EQ03621,73,41,18,Healthy
INV063896,B001,EQ00518,36,2,11,Low Stock
INV063897,B010,EQ01334,14,11,7,Healthy
INV063898,B015,EQ00902,13,8,8,Low Stock
INV063899,B006,EQ01824,5,4,16,Low Stock
INV063900,B023,EQ04577,87,12,19,Low Stock
INV063901,B002,EQ03436,40,34,22,Healthy
INV063902,B015,EQ01386,17,0,21,Low Stock
INV063903,B006,EQ03435,55,32,18,Healthy
INV063904,B026,EQ02426,93,0,10,Low Stock
INV063905,B026,EQ02376,82,15,22,Low Stock
INV063906,B022,EQ02527,34,34,12,Healthy
INV063907,B020,EQ04921,46,40,17,Healthy
INV063908,B023,EQ04437,98,13,7,Medium Stock
INV063909,B018,EQ00659,28,20,10,Healthy
INV063910,B027,EQ04604,73,71,13,Healthy
INV063911,B024,EQ01002,90,13,27,Low Stock
INV063912,B026,EQ00852,15,7,23,Low Stock
INV063913,B019,EQ04966,12,12,29,Low Stock
INV063914,B006,EQ00982,88,40,25,Medium Stock
INV063915,B011,EQ01183,39,12,13,Low Stock
INV063916,B013,EQ02701,81,55,26,Healthy
INV063917,B001,EQ03021,36,0,5,Low Stock
INV063918,B011,EQ01989,46,6,14,Low Stock
INV063919,B022,EQ03737,20,16,9,Healthy
INV063920,B016,EQ01184,71,41,24,Healthy
INV063921,B020,EQ00101,55,7,20,Low Stock
INV063922,B020,EQ03781,31,12,13,Low Stock
INV063923,B003,EQ03355,98,61,24,Healthy
INV063924,B011,EQ02352,58,19,18,Medium Stock
INV063925,B021,EQ00425,95,38,12,Medium Stock
INV063926,B005,EQ04960,60,48,20,Healthy
INV063927,B013,EQ01872,18,17,10,Healthy
INV063928,B023,EQ01158,32,18,10,Healthy
INV063929,B009,EQ03584,33,2,18,Low Stock
INV063930,B017,EQ03853,47,38,16,Healthy
INV063931,B024,EQ00035,18,0,15,Low Stock
INV063932,B024,EQ03339,44,14,24,Low Stock
INV063933,B002,EQ03013,19,3,13,Low Stock
INV063934,B018,EQ00655,80,50,8,Healthy
INV063935,B026,EQ04733,80,16,23,Low Stock
INV063936,B024,EQ04713,53,53,12,Healthy
INV063937,B016,EQ03959,36,23,18,Healthy
INV063938,B028,EQ02142,80,33,6,Medium Stock
INV063939,B027,EQ02138,92,3,12,Low Stock
INV063940,B017,EQ03096,48,46,15,Healthy
INV063941,B015,EQ00513,77,46,22,Healthy
INV063942,B014,EQ01358,53,49,7,Healthy
INV063943,B007,EQ03820,59,21,24,Low Stock
INV063944,B012,EQ01964,37,32,6,Healthy
INV063945,B004,EQ00179,64,6,29,Low Stock
INV063946,B006,EQ03237,32,26,20,Healthy
INV063947,B018,EQ03763,87,72,13,Healthy
INV063948,B008,EQ01758,47,13,29,Low Stock
INV063949,B006,EQ04184,26,10,13,Low Stock
INV063950,B027,EQ01838,58,57,27,Healthy
INV063951,B002,EQ02608,84,60,9,Healthy
INV063952,B020,EQ03904,70,14,10,Medium Stock
INV063953,B002,EQ01588,35,34,23,Healthy
INV063954,B024,EQ01798,96,37,5,Medium Stock
INV063955,B017,EQ00733,50,23,26,Low Stock
INV063956,B024,EQ00206,88,44,16,Medium Stock
INV063957,B002,EQ02572,46,31,8,Healthy
INV063958,B026,EQ02963,45,38,23,Healthy
INV063959,B019,EQ01552,59,9,5,Medium Stock
INV063960,B028,EQ00017,46,26,5,Healthy
INV063961,B005,EQ01414,91,51,19,Healthy
INV063962,B010,EQ00303,96,45,11,Medium Stock
INV063963,B014,EQ03295,98,63,28,Healthy
INV063964,B018,EQ00165,81,67,26,Healthy
INV063965,B006,EQ03907,47,29,21,Healthy
INV063966,B018,EQ00911,27,16,17,Low Stock
INV063967,B016,EQ00942,90,6,16,Low Stock
INV063968,B030,EQ02987,23,8,24,Low Stock
INV063969,B015,EQ02771,74,5,21,Low Stock
INV063970,B019,EQ03528,58,30,24,Healthy
INV063971,B007,EQ00935,73,15,14,Medium Stock
INV063972,B014,EQ02766,93,43,16,Medium Stock
INV063973,B020,EQ00629,9,0,20,Low Stock
INV063974,B012,EQ03637,63,62,11,Healthy
INV063975,B015,EQ00142,50,30,13,Healthy
INV063976,B020,EQ00222,12,4,26,Low Stock
INV063977,B019,EQ04197,93,47,17,Healthy
INV063978,B030,EQ01105,65,44,22,Healthy
INV063979,B001,EQ02985,5,5,9,Low Stock
INV063980,B011,EQ01521,39,36,23,Healthy
INV063981,B002,EQ03099,8,3,19,Low Stock
INV063982,B015,EQ04128,78,38,28,Medium Stock
INV063983,B025,EQ03867,21,13,17,Low Stock
INV063984,B011,EQ02307,88,52,19,Healthy
INV063985,B015,EQ02944,97,97,21,Healthy
INV063986,B004,EQ03560,88,85,15,Healthy
INV063987,B018,EQ01671,81,40,14,Medium Stock
INV063988,B027,EQ02867,99,98,7,Healthy
INV063989,B018,EQ02286,47,0,20,Low Stock
INV063990,B001,EQ00551,54,24,29,Low Stock
INV063991,B010,EQ02389,8,0,18,Low Stock
INV063992,B029,EQ03274,9,3,15,Low Stock
INV063993,B021,EQ00746,75,64,19,Healthy
INV063994,B020,EQ00671,92,35,10,Medium Stock
INV063995,B023,EQ00628,33,29,19,Healthy
INV063996,B018,EQ03819,26,1,23,Low Stock
INV063997,B011,EQ00175,53,18,11,Medium Stock
INV063998,B030,EQ02690,69,43,12,Healthy
INV063999,B005,EQ01491,27,19,30,Low Stock
INV064000,B016,EQ04852,42,31,16,Healthy
INV064001,B003,EQ03925,54,14,21,Low Stock
INV064002,B014,EQ03929,5,3,15,Low Stock
INV064003,B017,EQ00145,12,8,15,Low Stock
INV064004,B001,EQ03237,58,24,24,Low Stock
INV064005,B023,EQ02567,84,83,21,Healthy
INV064006,B009,EQ01696,48,48,27,Healthy
INV064007,B018,EQ00420,84,84,25,Healthy
INV064008,B022,EQ03328,84,4,26,Low Stock
INV064009,B005,EQ02266,12,12,9,Healthy
INV064010,B009,EQ00980,81,22,9,Medium Stock
INV064011,B012,EQ01959,59,13,8,Medium Stock
INV064012,B001,EQ01890,82,24,6,Medium Stock
INV064013,B015,EQ02245,39,28,28,Low Stock
INV064014,B004,EQ03126,82,15,15,Low Stock
INV064015,B011,EQ03704,19,15,23,Low Stock
INV064016,B023,EQ03621,26,26,11,Healthy
INV064017,B024,EQ01481,26,9,16,Low Stock
INV064018,B017,EQ03788,14,6,29,Low Stock
INV064019,B011,EQ00483,23,15,22,Low Stock
INV064020,B021,EQ03544,58,50,29,Healthy
INV064021,B016,EQ02664,96,69,7,Healthy
INV064022,B017,EQ01684,77,0,9,Low Stock
INV064023,B012,EQ03743,54,19,11,Medium Stock
INV064024,B024,EQ03221,50,8,30,Low Stock
INV064025,B027,EQ03697,85,45,19,Healthy
INV064026,B019,EQ04847,7,7,13,Low Stock
INV064027,B001,EQ04852,63,19,23,Low Stock
INV064028,B015,EQ04139,75,54,26,Healthy
INV064029,B024,EQ03858,32,27,22,Healthy
INV064030,B004,EQ00705,89,84,28,Healthy
INV064031,B022,EQ04048,94,61,18,Healthy
INV064032,B011,EQ00870,47,10,22,Low Stock
INV064033,B021,EQ04474,60,16,28,Low Stock
INV064034,B003,EQ02218,82,75,15,Healthy
INV064035,B014,EQ01341,56,31,27,Healthy
INV064036,B001,EQ02967,11,7,9,Low Stock
INV064037,B027,EQ03485,51,47,28,Healthy
INV064038,B002,EQ02711,95,37,26,Medium Stock
INV064039,B019,EQ03545,88,87,7,Healthy
INV064040,B026,EQ04130,47,11,6,Medium Stock
INV064041,B005,EQ00333,17,5,22,Low Stock
INV064042,B020,EQ04791,67,62,13,Healthy
INV064043,B024,EQ02905,41,28,18,Healthy
INV064044,B003,EQ02512,95,30,10,Medium Stock
INV064045,B017,EQ00762,44,22,28,Low Stock
INV064046,B007,EQ04373,91,89,30,Healthy
INV064047,B012,EQ01284,6,3,21,Low Stock
INV064048,B014,EQ01346,20,11,24,Low Stock
INV064049,B029,EQ02284,11,1,13,Low Stock
INV064050,B026,EQ00752,51,48,20,Healthy
INV064051,B007,EQ03136,90,62,21,Healthy
INV064052,B013,EQ04316,31,19,6,Healthy
INV064053,B007,EQ04396,42,20,23,Low Stock
INV064054,B007,EQ01249,19,9,7,Medium Stock
INV064055,B009,EQ04778,43,4,11,Low Stock
INV064056,B002,EQ02289,45,30,29,Healthy
INV064057,B009,EQ04878,7,3,15,Low Stock
INV064058,B013,EQ00841,55,54,7,Healthy
INV064059,B019,EQ04666,24,19,18,Healthy
INV064060,B015,EQ02972,7,0,27,Low Stock
INV064061,B020,EQ00974,64,43,12,Healthy
INV064062,B030,EQ00435,24,3,17,Low Stock
INV064063,B018,EQ03499,20,9,9,Low Stock
INV064064,B026,EQ02873,17,13,17,Low Stock
INV064065,B015,EQ03320,84,31,25,Medium Stock
INV064066,B011,EQ01002,30,19,29,Low Stock
INV064067,B026,EQ00457,44,21,21,Low Stock
INV064068,B011,EQ04857,96,60,22,Healthy
INV064069,B021,EQ03431,95,7,27,Low Stock
INV064070,B019,EQ04563,26,21,7,Healthy
INV064071,B010,EQ04437,98,77,28,Healthy
INV064072,B028,EQ03413,35,32,9,Healthy
INV064073,B005,EQ04691,29,15,17,Low Stock
INV064074,B007,EQ02946,74,63,16,Healthy
INV064075,B011,EQ02757,79,32,30,Medium Stock
INV064076,B023,EQ00669,28,13,15,Low Stock
INV064077,B014,EQ03214,16,13,5,Healthy
INV064078,B004,EQ02229,66,50,26,Healthy
INV064079,B022,EQ00842,8,2,9,Low Stock
INV064080,B018,EQ03905,73,51,19,Healthy
INV064081,B011,EQ04985,85,22,7,Medium Stock
INV064082,B014,EQ04703,26,5,14,Low Stock
INV064083,B003,EQ02034,91,57,8,Healthy
INV064084,B011,EQ00053,72,10,18,Low Stock
INV064085,B004,EQ03428,9,0,12,Low Stock
INV064086,B005,EQ01691,31,28,20,Healthy
INV064087,B003,EQ01686,49,1,30,Low Stock
INV064088,B016,EQ04458,89,72,25,Healthy
INV064089,B026,EQ03070,60,20,21,Low Stock
INV064090,B029,EQ01091,43,18,17,Medium Stock
INV064091,B016,EQ00148,36,22,25,Low Stock
INV064092,B026,EQ02439,57,34,28,Healthy
INV064093,B021,EQ04280,81,11,16,Low Stock
INV064094,B030,EQ00251,66,37,20,Healthy
INV064095,B004,EQ04314,62,59,21,Healthy
INV064096,B023,EQ04454,27,25,25,Low Stock
INV064097,B004,EQ04425,53,31,8,Healthy
INV064098,B001,EQ04360,85,18,16,Medium Stock
INV064099,B013,EQ02816,74,2,15,Low Stock
INV064100,B020,EQ03387,78,66,10,Healthy
INV064101,B027,EQ00949,35,30,17,Healthy
INV064102,B018,EQ00086,44,33,27,Healthy
INV064103,B022,EQ03545,91,18,28,Low Stock
INV064104,B017,EQ00562,95,94,8,Healthy
INV064105,B016,EQ00486,33,32,5,Healthy
INV064106,B022,EQ01267,40,20,9,Medium Stock
INV064107,B007,EQ02783,55,16,17,Low Stock
INV064108,B012,EQ03672,92,25,14,Medium Stock
INV064109,B007,EQ02717,5,4,5,Low Stock
INV064110,B009,EQ01536,38,22,21,Healthy
INV064111,B011,EQ03481,96,38,5,Medium Stock
INV064112,B002,EQ02242,36,6,26,Low Stock
INV064113,B007,EQ04530,24,4,5,Low Stock
INV064114,B010,EQ01814,9,9,27,Low Stock
INV064115,B008,EQ04937,84,59,21,Healthy
INV064116,B001,EQ01150,13,12,14,Low Stock
INV064117,B016,EQ04125,66,38,8,Healthy
INV064118,B001,EQ00449,92,19,30,Low Stock
INV064119,B028,EQ02526,22,20,9,Healthy
INV064120,B021,EQ00069,7,1,13,Low Stock
INV064121,B006,EQ00041,13,10,15,Low Stock
INV064122,B011,EQ01404,89,13,9,Medium Stock
INV064123,B007,EQ04711,57,15,29,Low Stock
INV064124,B030,EQ02178,45,36,30,Healthy
INV064125,B020,EQ04831,30,2,20,Low Stock
INV064126,B014,EQ01104,100,58,12,Healthy
INV064127,B008,EQ02738,67,33,21,Medium Stock
INV064128,B006,EQ04128,13,8,5,Healthy
INV064129,B027,EQ02266,57,8,21,Low Stock
INV064130,B005,EQ04804,48,47,21,Healthy
INV064131,B021,EQ02194,44,11,13,Low Stock
INV064132,B020,EQ04407,24,0,17,Low Stock
INV064133,B021,EQ02170,52,20,15,Medium Stock
INV064134,B020,EQ00646,41,20,30,Low Stock
INV064135,B017,EQ01853,71,20,10,Medium Stock
INV064136,B014,EQ03126,63,42,8,Healthy
INV064137,B004,EQ01638,52,28,28,Low Stock
INV064138,B024,EQ00882,57,41,5,Healthy
INV064139,B013,EQ04363,36,16,14,Medium Stock
INV064140,B024,EQ00647,96,4,25,Low Stock
INV064141,B027,EQ03163,7,6,23,Low Stock
INV064142,B028,EQ00076,20,20,28,Low Stock
INV064143,B006,EQ02575,87,26,11,Medium Stock
INV064144,B010,EQ02998,79,31,27,Medium Stock
